,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
467,Jonas Johansson,24,BUF,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,10,1,16,2,0,8.9,10.6,,0.0,0.0,0.6,0,,,,johanjo03
468,Jonas Siegenthaler,22,WSH,D,64,3,0.03,0.11,0.14,0.05,0.67,0.77,2,8,10,3,37,0,54,27,11,32.1,30.6,1.5,-0.1,2.4,2.3,0,,,,siegejo01
469,Jonathan Bernier,31,DET,G,46,1,0.00,0.07,0.07,0.02,0.09,0.00,0,3,3,1,83,20,126,31,0,68.9,88.4,,0.0,0.0,7.2,0,,,,bernijo01
470,Jonathan Davidsson,22,OTT,RW,6,0,0.00,0.17,0.17,0.05,0.00,0.50,0,1,1,0,1,0,2,0,0,0.8,0.6,0.2,0.0,0.0,0.0,0,,,,davidjo03
471,Jonathan Drouin,24,MTL,LW,27,6,0.26,0.30,0.56,0.23,0.52,1.89,8,9,17,7,18,4,21,0,-6,16.0,13.2,2.8,1.1,0.2,1.4,2,1,1,50.0,drouijo01
472,Jonathan Ericsson,35,DET,D,18,0,0.00,0.00,0.00,0.00,0.22,0.89,0,0,0,0,4,0,18,3,-12,7.9,12.2,-4.3,-0.3,-0.2,-0.5,0,,,,ericsjo01
473,Jonathan Huberdeau,26,FLA,LW,69,27,0.33,0.80,1.13,0.39,0.43,2.20,28,66,94,33,109,37,67,0,5,46.9,46.5,0.4,6.6,1.4,8.0,3,0,3,0.0,huberjo01
474,Jonathan Marchessault,29,VEG,C,66,19,0.33,0.38,0.71,0.29,0.42,3.56,26,29,55,22,68,19,48,1,6,50.4,39.8,10.6,4.0,1.4,5.4,5,4,1,80.0,audymjo01
475,Jonathan Quick,34,LAK,G,42,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,99,20,117,28,0,84.6,82.3,,0.0,0.0,6.2,0,,,,quickjo01
476,Jonathan Toews,31,CHI,C,70,21,0.26,0.60,0.86,0.30,0.69,2.46,21,49,70,25,96,24,89,13,-2,51.1,52.7,-1.6,4.1,1.4,5.4,8,5,3,62.5,toewsjo01
477,Jonathon Merrill,27,VEG,D,49,3,0.04,0.10,0.14,0.05,0.65,0.76,2,6,8,3,38,1,37,9,9,36.1,27.6,8.5,-0.2,2.4,2.2,0,,,,merrijo01
478,Jonny Brodzinski,26,SJS,C,3,0,0.00,0.33,0.33,0.09,0.00,1.67,0,1,1,0,2,0,2,0,0,0.6,1.1,-0.5,0.0,0.0,0.1,0,,,,brodzjo01
479,Joona Luoto,22,WPG,F,16,0,0.00,0.00,0.00,0.00,0.13,0.56,0,0,0,0,0,0,3,0,-3,1.0,4.8,-3.8,-0.3,0.0,-0.3,0,,,,luotojo01
480,Joonas Donskoi,27,COL,RW,65,13,0.25,0.26,0.51,0.20,0.40,1.71,19,20,39,16,61,15,46,4,2,36.7,43.1,-6.4,2.0,1.1,3.1,1,1,0,100.0,donskjo01
481,Joonas Korpisalo,25,CBJ,G,37,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,95,18,92,18,0,71.4,63.0,,0.0,0.0,5.9,0,,,,korpijo01
482,Jordan Binnington,26,STL,G,50,0,0.00,0.02,0.02,0.01,0.08,0.00,0,1,1,0,152,36,126,32,0,97.1,96.2,,0.0,0.0,8.4,0,,,,binnijo01
483,Jordan Eberle,29,NYI,RW,58,15,0.28,0.41,0.69,0.26,0.21,2.34,19,29,48,18,59,15,39,0,1,46.4,38.4,7.9,2.8,1.3,4.1,5,2,3,40.0,eberljo01
484,Jordan Greenway,22,MIN,LW,67,10,0.12,0.30,0.42,0.15,0.81,1.39,10,24,34,12,41,3,41,7,2,35.1,28.1,7.0,1.0,1.0,2.0,0,,,,greenjo02
485,Jordan Gross,24,ARI,D,2,0,0.00,0.50,0.50,0.14,0.00,1.50,0,1,1,0,4,0,3,0,2,1.4,2.6,-1.2,0.1,0.2,0.3,0,,,,grossjo01
486,Jordan Kyrou,21,STL,C,28,4,0.14,0.18,0.32,0.13,0.29,1.39,5,6,11,4,15,1,13,0,1,15.0,11.5,3.5,0.5,0.4,0.9,0,,,,kyroujo01
487,Jordan Martinook,27,CAR,LW,45,4,0.04,0.24,0.29,0.09,0.49,0.98,2,13,15,5,18,0,25,4,-2,16.8,19.0,-2.2,0.1,0.5,0.6,0,,,,martijo01
488,Jordan Oesterle,27,ARI,D,58,4,0.05,0.17,0.22,0.08,0.24,1.19,4,12,16,5,31,5,37,3,-9,36.1,37.2,-1.1,0.4,1.8,2.2,0,,,,oestejo01
489,Jordan Staal,31,CAR,C,68,9,0.12,0.28,0.40,0.14,0.59,1.84,10,23,33,12,51,9,59,20,3,41.5,35.2,6.3,0.2,1.5,1.6,0,,,,staaljo01
490,Jordan Szwarz,28,OTT,RW,3,0,0.00,0.00,0.00,0.00,0.67,0.67,0,0,0,0,0,0,0,0,0,0.1,0.2,-0.1,0.0,0.0,0.0,0,,,,szwarjo01
491,Jordan Weal,27,MTL,C,49,6,0.16,0.14,0.31,0.13,0.29,1.76,9,8,17,7,27,9,23,0,-8,26.3,21.9,4.3,0.6,0.4,1.0,1,0,1,0.0,wealjo01
492,Jordie Benn,32,VAN,D,44,2,0.02,0.14,0.16,0.05,0.39,1.32,1,7,8,2,25,0,39,10,-7,21.5,29.9,-8.3,-0.1,0.9,0.8,0,,,,bennjo01
493,Joseph Blandisi,25,PIT,C,21,2,0.10,0.14,0.24,0.09,0.48,0.57,2,4,6,2,7,0,11,1,-3,4.4,6.0,-1.6,0.2,0.1,0.3,0,,,,blandjo01
494,Josh Anderson,25,CBJ,RW,26,1,0.04,0.12,0.15,0.05,0.65,2.42,1,4,5,2,13,2,23,3,-8,13.8,14.5,-0.7,-0.7,0.3,-0.4,0,,,,anderjo05
495,Josh Archibald,27,EDM,RW,62,9,0.19,0.15,0.34,0.14,0.19,1.03,14,10,24,10,28,0,49,12,-8,22.0,27.7,-5.7,1.0,0.8,1.8,0,,,,archijo01
496,Josh Bailey,30,NYI,C,68,15,0.21,0.43,0.63,0.23,0.15,1.38,17,35,52,19,52,11,70,13,-12,37.2,40.6,-3.4,2.6,0.9,3.5,3,1,2,33.3,bailejo01
497,Josh Brown,26,FLA,D,56,3,0.05,0.09,0.14,0.05,0.70,0.86,4,6,10,4,31,0,30,1,1,26.3,28.3,-1.9,0.2,1.3,1.5,0,,,,brownjo01
498,Josh Leivo,26,VAN,LW,36,7,0.19,0.33,0.53,0.19,0.11,1.92,8,14,22,8,32,12,22,0,0,20.0,18.9,1.1,1.1,0.6,1.7,2,1,1,50.0,leivojo01
499,Josh Mahura,21,ANA,D,11,1,0.09,0.27,0.36,0.13,0.18,1.00,1,3,4,1,8,0,12,1,-3,6.6,6.8,-0.2,0.3,0.2,0.5,0,,,,mahurjo01
500,Josh Manson,28,ANA,D,50,3,0.02,0.16,0.18,0.06,0.74,1.28,1,9,10,3,33,0,58,16,-10,34.4,37.3,-2.9,-0.2,1.6,1.3,0,,,,mansojo01
501,Josh Morrissey,24,WPG,D,65,10,0.08,0.40,0.48,0.15,0.37,1.85,6,30,36,11,78,12,69,6,1,44.6,58.4,-13.8,1.7,3.2,4.9,0,,,,morrijo04
502,Joshua Jacobs,23,NJD,D,2,0,0.00,0.00,0.00,0.00,1.00,1.50,0,0,0,0,1,0,0,0,1,1.3,1.4,0.0,0.0,0.2,0.1,0,,,,jacobjo01
503,Joshua Norris,20,OTT,C,3,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,2,0,0,0,2,0.9,2.1,-1.2,-0.2,0.1,0.0,0,,,,norrijo01
504,Jujhar Khaira,25,EDM,LW,64,4,0.09,0.06,0.16,0.07,0.59,1.08,7,5,12,5,17,1,40,4,-19,19.5,30.8,-11.3,-0.6,0.3,-0.3,0,,,,khairju01
505,Julien Gauthier,22,TOT,RW,17,1,0.00,0.18,0.18,0.05,0.47,0.59,0,3,3,1,6,0,6,0,1,3.3,6.0,-2.7,-0.1,0.2,0.1,0,,,,gauthju01
505,Julien Gauthier,22,NYR,RW,12,1,0.00,0.17,0.17,0.05,0.17,0.75,0,2,2,1,4,0,6,0,-1,2.5,5.1,-2.6,-0.1,0.1,0.0,0,,,,gauthju01
505,Julien Gauthier,22,CAR,RW,5,0,0.00,0.20,0.20,0.05,1.20,0.20,0,1,1,0,2,0,0,0,2,0.8,0.9,-0.1,0.0,0.1,0.1,0,,,,gauthju01
506,Justin Abdelkader,32,DET,LW,49,1,0.00,0.06,0.06,0.02,0.51,0.82,0,3,3,1,6,0,29,9,-14,13.6,18.8,-5.2,-1.3,0.3,-0.9,0,,,,abdelju01
507,Justin Bailey,24,VAN,RW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0.3,0.4,-0.1,0.0,0.0,0.0,0,,,,baileju01
508,Justin Braun,32,PHI,D,62,6,0.05,0.26,0.31,0.10,0.29,1.13,4,19,23,7,41,0,58,13,-2,37.2,34.5,2.7,0.9,2.0,2.9,0,,,,braunju01
509,Justin Dowling,29,DAL,C,29,2,0.10,0.10,0.21,0.08,0.28,1.00,4,4,8,3,11,1,13,0,-3,11.7,11.5,0.2,0.0,0.3,0.4,0,,,,dowliju01
510,Justin Faulk,27,STL,D,69,6,0.07,0.16,0.23,0.08,0.46,2.13,6,13,19,7,59,6,63,8,-3,51.3,49.3,2.0,0.4,2.7,3.0,0,,,,faulkju01
511,Justin Holl,28,TOR,D,68,5,0.03,0.24,0.26,0.08,0.63,1.31,2,19,21,6,59,0,64,18,13,53.2,47.0,6.2,0.5,3.0,3.5,0,,,,hollju01
512,Justin Schultz,29,PIT,D,46,4,0.07,0.20,0.26,0.09,0.13,1.87,4,11,15,5,46,13,46,0,-13,34.7,32.1,2.7,0.4,1.0,1.3,0,,,,schulju01
513,Justin Williams,38,CAR,RW,20,5,0.40,0.15,0.55,0.25,0.30,3.00,10,4,14,7,18,5,12,0,2,8.6,8.2,0.3,1.1,0.4,1.5,3,3,0,100.0,williju01
514,Juuse Saros,24,NSH,G,40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,94,19,98,19,0,70.3,78.2,,0.0,0.0,7.0,0,,,,sarosju01
515,Juuso Riikola,26,PIT,D,36,2,0.03,0.17,0.19,0.06,0.17,1.06,1,7,8,2,18,5,12,0,3,18.5,14.9,3.6,0.2,1.3,1.5,0,,,,riikoju01
516,Kaapo Kähkönen,23,MIN,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,18,2,15,5,0,7.0,9.1,,0.0,0.0,1.0,0,,,,kahkoka01
517,Kaapo Kakko,18,NYR,RW,66,9,0.15,0.20,0.35,0.13,0.21,1.65,12,15,27,11,44,23,46,0,-26,28.5,38.2,-9.8,0.7,-0.1,0.5,2,1,1,50.0,kakkoka01
518,Kailer Yamamoto,21,EDM,RW,27,10,0.41,0.56,0.96,0.37,0.44,1.63,13,17,30,12,37,3,18,1,17,19.8,19.3,0.5,2.4,1.3,3.7,0,,,,yamamka01
519,Kale Clague,21,LAK,D,4,0,0.00,0.00,0.00,0.00,0.50,0.50,0,0,0,0,1,0,4,0,-3,2.1,3.0,-0.9,-0.1,-0.1,-0.1,0,,,,claguka01
520,Karl Alzner,31,MTL,D,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,2,0,-1,1.6,0.9,0.6,-0.1,0.0,0.0,0,,,,alzneka01
521,Karson Kuhlman,24,BOS,C,25,2,0.04,0.20,0.24,0.08,0.52,1.80,1,6,7,2,7,1,4,1,3,11.7,9.7,2.0,-0.2,0.5,0.3,0,,,,kuhlmka01
522,Kasimir Kaskisuo,26,TOR,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,6,1,,1.9,2.4,,0.0,0.0,-0.1,0,,,,kaskika01
523,Kasperi Kapanen,23,TOR,RW,69,13,0.19,0.33,0.52,0.19,0.32,1.75,15,27,42,16,50,7,60,16,0,31.4,36.8,-5.4,1.9,0.9,2.9,1,0,1,0.0,kapanka01
524,Keegan Kolesar,22,VEG,RW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.4,-0.3,0.0,0.0,0.0,0,,,,koleske01
525,Keith Kinkaid,30,MTL,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,17,4,24,6,0,13.3,11.0,,0.0,0.0,0.4,0,,,,kinkake01
526,Keith Yandle,33,FLA,D,69,13,0.07,0.58,0.65,0.20,0.29,1.87,6,48,54,16,92,37,57,2,0,45.0,46.8,-1.7,3.3,2.3,5.6,0,,,,yandlke01
527,Kevin Connauton,29,COL,D,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,3,1,-2,1.5,1.3,0.3,-0.1,0.0,-0.1,0,,,,connake01
528,Kevin Fiala,23,MIN,LW,64,21,0.36,0.48,0.84,0.33,0.66,2.73,28,37,65,25,67,24,45,0,-1,32.9,30.3,2.6,5.1,1.0,6.0,4,1,3,25.0,fialake01
529,Kevin Gravel,27,TOR,D,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,0,0,0,0,0,1.3,1.1,0.2,0.0,0.1,0.0,0,,,,graveke01
530,Kevin Hayes,27,PHI,RW,69,17,0.33,0.26,0.59,0.25,0.49,2.54,28,21,49,21,59,12,67,14,-6,36.2,37.6,-1.4,3.1,1.1,4.1,3,0,3,0.0,hayeske01
531,Kevin Labanc,24,SJS,RW,70,13,0.20,0.27,0.47,0.18,0.54,2.51,17,22,39,15,52,18,70,0,-33,45.5,43.1,2.4,1.5,0.4,1.9,3,1,2,33.3,labanke01
532,Kevin Rooney,26,NJD,C,49,4,0.08,0.10,0.18,0.07,0.41,1.20,5,6,11,4,19,0,21,11,8,15.1,17.6,-2.5,-0.3,1.1,0.8,0,,,,rooneke01
533,Kevin Shattenkirk,31,TBL,D,70,11,0.11,0.37,0.49,0.16,0.54,1.87,9,31,40,13,76,15,43,6,22,53.9,44.9,9.0,2.6,4.0,6.6,0,,,,shattke01
534,Kevin Stenlund,23,CBJ,C,32,4,0.19,0.13,0.31,0.14,0.25,1.78,7,5,12,5,19,6,12,0,2,13.1,11.6,1.5,0.4,0.7,1.1,2,0,2,0.0,stenlke01
535,Kiefer Sherwood,24,ANA,RW,10,0,0.00,0.10,0.10,0.03,0.60,1.70,0,1,1,0,3,0,5,2,-1,3.5,7.5,-3.9,-0.3,0.1,-0.1,0,,,,sherwki01
536,Kieffer Bellows,21,NYI,LW,8,1,0.25,0.13,0.38,0.17,0.25,1.38,2,1,3,1,4,0,1,0,3,3.1,2.2,0.9,0.3,0.2,0.5,0,,,,belloki01
537,Kirby Dach,19,CHI,C,64,8,0.13,0.23,0.36,0.13,0.38,1.58,9,18,27,10,44,9,35,0,-1,33.8,34.8,-1.1,0.6,0.9,1.5,2,1,1,50.0,dachki01
538,Klim Kostin,20,STL,C/LW,4,1,0.25,0.00,0.25,0.14,0.00,1.25,1,0,1,1,1,0,0,0,1,1.1,1.5,-0.4,0.1,0.1,0.2,0,,,,kostikl01
539,Kole Sherwood,23,CBJ,RW,3,0,0.00,0.00,0.00,0.00,0.67,2.00,0,0,0,0,0,0,0,0,0,0.9,0.6,0.3,-0.1,0.0,0.0,0,,,,sherwko01
540,Korbinian Holzer,31,TOT,D,49,1,0.02,0.06,0.08,0.03,0.76,0.80,1,3,4,1,21,0,34,10,-2,20.9,30.6,-9.7,-0.5,1.6,1.2,0,,,,holzeko01
540,Korbinian Holzer,31,ANA,D,46,1,0.02,0.07,0.09,0.03,0.76,0.76,1,3,4,1,21,0,33,10,-1,20.4,28.2,-7.8,-0.4,1.6,1.2,0,,,,holzeko01
540,Korbinian Holzer,31,NSH,D,3,0,0.00,0.00,0.00,0.00,0.67,1.33,0,0,0,0,0,0,1,0,-1,0.5,2.2,-1.7,0.0,0.0,-0.1,0,,,,holzeko01
541,Kris Letang,32,PIT,D,61,16,0.25,0.48,0.72,0.26,0.62,2.90,18,35,53,19,96,28,86,16,0,55.6,52.0,3.6,4.0,3.4,7.4,2,0,2,0.0,letankr01
542,Kris Russell,32,EDM,D,55,2,0.00,0.16,0.16,0.04,0.25,0.82,0,10,10,3,21,0,36,13,0,23.2,28.4,-5.2,-0.2,2.2,1.9,0,,,,russekr01
543,Kurtis MacDermid,25,LAK,D,45,3,0.07,0.11,0.18,0.07,1.04,1.13,4,6,10,4,18,0,33,7,-9,21.8,25.7,-3.8,0.3,0.9,1.3,0,,,,macdeku01
544,Kyle Capobianco,22,ARI,D,9,1,0.11,0.00,0.11,0.06,0.22,1.11,1,0,1,1,4,0,6,1,-1,4.3,4.7,-0.5,0.0,0.3,0.3,0,,,,capobky01
545,Kyle Clifford,29,TOT,LW,69,6,0.10,0.14,0.25,0.09,0.99,1.59,8,11,19,7,27,0,34,1,-7,30.0,27.6,2.4,0.3,0.7,1.0,0,,,,cliffky01
545,Kyle Clifford,29,LAK,LW,53,5,0.11,0.15,0.26,0.10,0.85,1.68,7,9,16,6,22,0,28,1,-6,24.7,21.3,3.4,0.3,0.6,0.9,0,,,,cliffky01
545,Kyle Clifford,29,TOR,LW,16,1,0.06,0.13,0.19,0.07,1.44,1.31,1,2,3,1,5,0,6,0,-1,5.3,6.3,-1.0,0.0,0.1,0.1,0,,,,cliffky01
546,Kyle Connor,23,WPG,LW,71,29,0.54,0.49,1.03,0.41,0.48,3.37,44,41,85,35,106,33,83,14,4,50.5,59.0,-8.5,6.8,1.9,8.7,5,2,3,40.0,connoky01
547,Kyle Okposo,31,BUF,RW,52,8,0.17,0.19,0.37,0.15,0.54,1.58,11,12,23,9,25,2,26,1,-3,22.8,22.0,0.7,1.0,0.7,1.7,0,,,,okposky01
548,Kyle Palmieri,28,NJD,RW,65,19,0.38,0.31,0.69,0.29,0.63,2.38,30,24,54,23,72,29,45,2,-4,37.0,37.3,-0.3,4.0,1.3,5.3,7,0,7,0.0,palmiky01
549,Kyle Turris,30,NSH,C,62,11,0.15,0.35,0.50,0.18,0.35,1.42,11,26,37,13,50,15,47,3,-9,31.5,37.7,-6.3,1.4,0.6,2.0,4,0,4,0.0,turriky01
550,Lars Eller,30,WSH,C,69,15,0.23,0.33,0.57,0.22,0.70,2.19,19,27,46,18,59,11,64,21,3,38.7,34.3,4.4,2.4,1.2,3.6,1,0,1,0.0,ellerla01
551,Laurent Brossoit,26,WPG,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,49,14,54,12,0,27.6,36.1,,0.0,0.0,2.1,0,,,,brossla01
552,Lawrence Pilut,24,BUF,D,13,0,0.00,0.00,0.00,0.00,0.31,0.46,0,0,0,0,3,0,9,2,-4,3.7,5.0,-1.2,-0.3,0.2,-0.1,0,,,,pilutla01
553,Lawson Crouse,22,ARI,LW,66,11,0.23,0.15,0.38,0.17,0.50,1.65,18,12,30,13,33,0,41,9,0,27.9,32.9,-5.0,1.6,1.2,2.8,0,,,,crousla01
554,Lean Bergmann,21,SJS,F,12,0,0.00,0.08,0.08,0.02,0.33,0.92,0,1,1,0,1,0,7,0,-6,1.6,5.2,-3.6,-0.2,-0.1,-0.3,0,,,,bergmle01
555,Leo Komarov,33,NYI,C,48,5,0.08,0.21,0.29,0.10,0.21,0.96,5,12,17,6,19,0,22,4,2,18.7,21.5,-2.9,0.1,0.8,0.9,0,,,,komarle01
556,Leon Draisaitl,24,EDM,C,71,41,0.61,0.94,1.55,0.58,0.25,3.07,50,78,128,49,136,56,90,5,-7,56.3,57.7,-1.4,10.9,1.8,12.8,3,1,2,33.3,draisle01
557,Liam Foudy,19,CBJ,C,2,0,0.00,0.50,0.50,0.14,0.00,1.50,0,1,1,0,1,0,0,0,1,1.3,0.6,0.8,0.0,0.1,0.1,0,,,,foudyli01
558,Lias Andersson,21,NYR,C,17,0,0.00,0.06,0.06,0.02,0.24,0.76,0,1,1,0,3,0,14,4,-8,2.9,6.1,-3.2,-0.4,-0.2,-0.5,0,,,,anderli01
559,Libor Hájek,21,NYR,D,28,1,0.00,0.18,0.18,0.05,0.43,0.82,0,6,6,2,18,0,25,3,-4,13.6,22.2,-8.6,-0.1,0.5,0.4,0,,,,hajekli01
560,Linus Ullmark,26,BUF,G,34,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,93,14,91,25,0,59.6,65.5,,0.0,0.0,6.6,0,,,,ullmali01
561,Logan Brown,21,OTT,C,23,2,0.04,0.30,0.35,0.11,0.17,1.00,1,8,9,3,15,4,12,0,0,10.0,8.7,1.3,0.2,0.3,0.5,0,,,,brownlo01
562,Logan Couture,30,SJS,C,52,15,0.31,0.44,0.75,0.28,0.35,2.42,19,27,46,18,56,15,49,7,0,28.4,31.9,-3.6,2.8,1.4,4.2,3,0,3,0.0,coutulo01
563,Logan O'Connor,23,COL,RW,16,1,0.13,0.00,0.13,0.07,0.13,0.94,2,0,2,1,5,0,7,2,0,4.2,4.0,0.3,0.0,0.1,0.2,0,,,,oconnlo01
564,Logan Shaw,28,WPG,RW,35,2,0.09,0.06,0.14,0.06,0.00,0.57,3,2,5,2,5,1,4,0,0,4.1,8.1,-4.0,0.1,0.3,0.4,0,,,,shawlo01
565,Loui Eriksson,34,VAN,LW,49,5,0.12,0.14,0.27,0.10,0.24,1.20,7,8,15,6,27,0,36,9,-2,20.9,23.8,-2.9,0.2,0.6,0.8,0,,,,erikslo01
566,Louis Domingue,27,TOT,G,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,33,5,51,8,0,21.2,28.0,,0.0,0.0,1.2,0,,,,dominlo01
566,Louis Domingue,27,NJD,G,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,30,4,47,6,0,19.5,26.4,,0.0,0.0,1.1,0,,,,dominlo01
566,Louis Domingue,27,VAN,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,1,4,2,,1.7,1.6,,0.0,0.0,0.1,0,,,,dominlo01
567,Luca Sbisa,30,WPG,D,44,3,0.05,0.18,0.23,0.07,0.84,1.11,2,9,11,4,33,0,46,12,1,26.5,33.4,-6.8,0.2,1.8,2.0,0,,,,sbisalu01
568,Lucas Carlsson,22,CHI,D,6,0,0.00,0.17,0.17,0.05,0.00,0.50,0,1,1,0,7,0,3,0,3,4.3,3.8,0.4,0.0,0.4,0.4,0,,,,carlslu01
569,Lucas Wallmark,24,TOT,C,67,10,0.18,0.19,0.37,0.15,0.27,1.25,14,15,29,12,37,8,35,5,0,28.0,28.9,-0.8,1.3,1.0,2.3,0,,,,wallmlu01
569,Lucas Wallmark,24,CAR,C,60,9,0.18,0.20,0.38,0.15,0.30,1.32,13,14,27,11,34,8,31,4,0,26.0,25.1,0.9,1.2,0.9,2.1,0,,,,wallmlu01
569,Lucas Wallmark,24,FLA,C,7,1,0.14,0.14,0.29,0.12,0.00,0.71,1,1,2,1,3,0,4,1,0,2.0,3.7,-1.7,0.1,0.1,0.1,0,,,,wallmlu01
570,Lukáš Radil,29,SJS,C,14,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,2,0,5,0,-3,2.9,4.5,-1.7,-0.4,0.1,-0.3,0,,,,radillu01
571,Lukas Vejdemo,24,MTL,C,7,1,0.14,0.00,0.14,0.08,0.00,1.00,1,0,1,1,1,0,2,0,0,1.6,0.7,0.8,0.1,0.1,0.1,0,,,,vejdelu01
572,Luke Glendening,30,DET,C,60,4,0.10,0.05,0.15,0.07,0.23,1.27,7,3,10,5,20,0,69,25,-29,20.5,32.9,-12.4,-1.1,0.3,-0.8,0,,,,glendlu01
573,Luke Johnson,25,MIN,C,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,3,0,-3,0.4,1.7,-1.3,-0.1,-0.1,-0.2,0,,,,johnslu01
574,Luke Kunin,22,MIN,C,63,13,0.24,0.25,0.49,0.20,0.87,2.03,18,19,37,15,43,6,69,20,-10,30.5,32.5,-2.0,2.0,0.6,2.6,1,0,1,0.0,kuninlu01
575,Luke Schenn,30,TBL,D,25,1,0.04,0.08,0.12,0.04,0.92,1.24,1,2,3,1,10,0,29,9,-8,10.8,13.9,-3.0,0.0,-0.1,-0.1,0,,,,schenlu01
576,Luke Witkowski,29,TBL,D,12,1,0.08,0.17,0.25,0.09,1.08,0.83,1,2,3,1,3,0,7,0,-4,2.8,5.8,-2.9,0.3,-0.1,0.2,0,,,,witkolu01
577,Mackenzie Blackwood,23,NJD,G,47,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,119,29,124,25,0,83.5,97.0,,0.0,0.0,9.0,0,,,,blackma01
578,Mackenzie MacEachern,25,STL,LW,51,5,0.14,0.06,0.20,0.09,0.65,1.24,8,3,11,5,18,0,14,0,2,19.6,18.2,1.4,0.4,0.6,1.1,0,,,,maceama01
579,MacKenzie Weegar,26,FLA,D,45,7,0.16,0.24,0.40,0.15,0.73,1.71,8,13,21,8,44,0,49,11,6,32.7,29.6,3.1,1.4,2.0,3.4,0,,,,weegama01
580,Madison Bowey,24,DET,D,53,5,0.06,0.26,0.32,0.10,0.64,1.32,3,16,19,6,38,3,63,11,-16,30.2,42.3,-12.1,0.8,1.5,2.3,0,,,,boweyma01
581,Malcolm Subban,26,TOT,G,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,52,10,60,13,0,45.3,38.1,,0.0,0.0,1.9,0,,,,subbama01
581,Malcolm Subban,26,VEG,G,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,52,10,60,13,0,45.3,38.1,,0.0,0.0,1.9,0,,,,subbama01
581,Malcolm Subban,26,CHI,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,0,,,,subbama01
582,Marc Staal,33,NYR,D,52,3,0.04,0.17,0.21,0.07,0.31,0.88,2,11,13,4,34,0,47,17,5,29.9,34.9,-5.0,0.2,2.0,2.1,0,,,,staalma01
583,Marc-André Fleury,35,VEG,G,49,0,0.00,0.00,0.00,0.00,0.16,0.02,0,0,0,0,152,30,133,34,0,118.3,85.1,,0.0,0.0,7.2,0,,,,fleurma01
584,Marc-Édouard Vlasic,32,SJS,D,70,5,0.07,0.14,0.21,0.08,0.14,1.06,6,12,18,7,52,1,75,15,-10,47.6,52.5,-4.9,0.2,3.2,3.4,0,,,,vlasima01
585,Marco Scandella,29,TOT,D,62,5,0.06,0.15,0.21,0.08,0.32,1.24,5,10,15,5,51,1,54,19,14,42.4,36.9,5.5,0.4,3.4,3.8,0,,,,scandma01
585,Marco Scandella,29,BUF,D,31,3,0.10,0.19,0.29,0.11,0.26,1.26,4,7,11,4,27,0,29,12,9,20.9,17.6,3.3,0.6,1.8,2.4,0,,,,scandma01
585,Marco Scandella,29,MTL,D,20,1,0.05,0.10,0.15,0.06,0.40,1.05,1,2,3,1,15,1,17,3,1,12.5,11.5,1.0,0.0,0.8,0.8,0,,,,scandma01
585,Marco Scandella,29,STL,D,11,0,0.00,0.09,0.09,0.02,0.36,1.55,0,1,1,0,9,0,8,4,4,9.0,7.7,1.2,-0.2,0.8,0.6,0,,,,scandma01
586,Marcus Foligno,28,MIN,LW,59,10,0.19,0.24,0.42,0.17,0.51,1.46,13,17,30,12,35,2,40,13,8,28.0,19.3,8.7,1.3,1.2,2.4,0,,,,foligma01
