,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
116,Brandon Davidson,28,SJS,D,5,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,1,0,2,0,-1,1.2,2.3,-1.1,-0.1,0.1,0.0,0,,,,davidbr01
117,Brandon Hagel,21,CHI,LW,1,0,0.00,0.00,0.00,0.00,0.00,4.00,0,0,0,0,1,0,1,0,0,0.8,0.5,0.3,0.0,0.0,0.0,0,,,,hagelbr01
118,Brandon Manning,29,EDM,D,9,1,0.11,0.00,0.11,0.06,1.89,0.89,1,0,1,1,1,0,3,0,-1,2.0,3.1,-1.1,0.1,0.2,0.2,0,,,,mannibr01
119,Brandon Montour,25,BUF,D,54,6,0.09,0.24,0.33,0.12,0.52,1.59,6,15,21,7,52,3,47,9,13,33.7,41.0,-7.2,1.1,3.3,4.4,0,,,,montobr01
120,Brandon Pirri,28,VEG,C,16,1,0.00,0.13,0.13,0.04,0.50,1.50,0,2,2,1,3,0,7,0,-4,4.8,5.5,-0.7,-0.4,0.0,-0.3,2,1,1,50.0,pirribr01
121,Brandon Saad,27,CHI,LW,58,15,0.36,0.21,0.57,0.25,0.28,2.41,25,14,39,17,45,3,53,12,2,43.1,38.6,4.6,2.8,1.1,3.9,0,,,,saadbr01
122,Brandon Sutter,30,VAN,C/RW,44,7,0.18,0.20,0.39,0.15,0.57,1.73,10,11,21,8,24,4,31,12,1,19.0,23.2,-4.2,0.7,0.7,1.4,0,,,,suttebr03
123,Brandon Tanev,28,PIT,LW,68,10,0.16,0.21,0.37,0.14,0.24,1.40,13,17,30,12,31,1,47,15,-1,24.3,29.2,-4.9,0.8,1.1,1.9,0,,,,tanevbr01
124,Brayden McNabb,29,VEG,D,71,3,0.03,0.10,0.13,0.04,0.56,1.03,2,8,10,3,60,1,86,31,1,57.1,49.1,8.1,-0.6,2.8,2.2,0,,,,mcnabbr01
125,Brayden Point,23,TBL,C,66,24,0.38,0.59,0.97,0.36,0.17,2.14,30,46,76,29,107,29,52,0,28,48.1,39.4,8.7,5.5,2.2,7.7,4,2,2,50.0,pointbr01
126,Brayden Schenn,28,STL,C,71,23,0.35,0.46,0.82,0.32,0.62,1.94,29,38,67,26,87,36,50,1,3,42.0,39.9,2.1,4.8,1.6,6.4,2,0,2,0.0,schenbr01
127,Braydon Coburn,34,TBL,D,40,1,0.03,0.08,0.10,0.03,0.40,1.10,1,4,5,2,30,0,27,4,5,22.2,21.5,0.8,-0.2,1.4,1.2,0,,,,coburbr01
128,Brendan Gallagher,27,MTL,RW,59,18,0.37,0.36,0.73,0.31,0.49,3.83,26,24,50,21,73,13,50,1,9,50.3,30.5,19.7,4.1,1.4,5.5,0,,,,gallabr01
129,Brendan Gaunce,25,BOS,C,1,0,0.00,1.00,1.00,0.27,2.00,0.00,0,1,1,0,1,0,0,0,1,0.2,0.5,-0.3,0.1,0.0,0.1,0,,,,gauncbr01
130,Brendan Guhle,22,ANA,D,30,3,0.13,0.13,0.27,0.11,0.33,1.30,5,5,10,4,15,0,25,4,-2,16.9,19.5,-2.6,0.6,1.0,1.6,0,,,,guhlebr01
131,Brendan Leipsic,25,WSH,LW,61,4,0.05,0.13,0.18,0.06,0.21,0.80,4,10,14,5,23,2,20,0,3,21.5,17.3,4.2,-0.1,0.6,0.5,0,,,,leipsbr01
132,Brendan Lemieux,23,NYR,LW,59,6,0.10,0.20,0.31,0.11,1.88,1.46,7,14,21,8,29,8,39,2,-14,23.8,29.3,-5.5,0.3,0.1,0.4,0,,,,lemiebr01
133,Brendan Perlini,23,TOT,LW,40,1,0.03,0.08,0.10,0.03,0.25,1.20,1,3,4,1,8,3,22,0,-18,9.1,18.1,-9.0,-0.7,0.0,-0.7,0,,,,perlibr01
133,Brendan Perlini,23,DET,LW,39,1,0.03,0.08,0.10,0.03,0.26,1.21,1,3,4,1,8,3,22,0,-18,9.1,17.8,-8.7,-0.7,0.0,-0.7,0,,,,perlibr01
133,Brendan Perlini,23,CHI,LW,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.3,-0.2,0.0,0.0,0.0,0,,,,perlibr01
134,Brendan Smith,30,NYR,D,62,3,0.05,0.08,0.13,0.05,1.15,0.73,4,6,10,4,13,0,42,16,-12,16.3,24.1,-7.8,0.2,0.3,0.5,0,,,,smithbr05
135,Brenden Dillon,29,TOT,D,69,4,0.01,0.19,0.20,0.06,1.51,0.84,1,15,16,5,52,0,68,12,-2,44.0,46.7,-2.7,-0.2,3.3,3.1,0,,,,dillobr01
135,Brenden Dillon,29,SJS,D,59,4,0.02,0.22,0.24,0.07,1.41,0.81,1,15,16,5,43,0,55,10,0,35.9,39.2,-3.3,0.1,3.2,3.2,0,,,,dillobr01
135,Brenden Dillon,29,WSH,D,10,0,0.00,0.00,0.00,0.00,2.10,1.00,0,0,0,0,9,0,13,2,-2,7.4,7.1,0.3,-0.3,0.2,-0.1,0,,,,dillobr01
136,Brennan Menell,22,MIN,D,5,0,0.00,0.00,0.00,0.00,0.40,0.80,0,0,0,0,3,0,2,0,1,1.4,1.2,0.2,-0.1,0.2,0.1,0,,,,menelbr01
137,Brent Burns,34,SJS,D/RW,70,15,0.17,0.47,0.64,0.22,0.49,3.21,14,39,53,18,88,20,101,11,-22,55.8,63.4,-7.6,3.5,3.2,6.7,1,0,1,0.0,burnsbr01
138,Brent Seabrook,34,CHI,D,32,2,0.09,0.03,0.13,0.06,0.25,1.25,4,1,5,2,24,2,29,10,1,19.8,27.3,-7.5,0.0,1.2,1.2,0,,,,seabrbr01
139,Brett Connolly,27,FLA,RW,69,14,0.28,0.20,0.48,0.20,0.38,1.70,23,17,40,17,50,8,41,0,-3,33.2,34.8,-1.6,2.4,0.9,3.3,0,,,,connobr01
140,Brett Howden,21,NYR,C,70,8,0.13,0.14,0.27,0.11,0.40,0.91,11,12,23,9,33,4,61,22,-11,24.9,35.0,-10.1,0.2,0.4,0.6,0,,,,howdebr01
141,Brett Kulak,26,MTL,D,56,2,0.00,0.13,0.13,0.04,0.21,1.80,0,8,8,2,40,0,42,1,-1,44.9,34.7,10.2,-0.5,1.9,1.4,0,,,,kulakbr01
142,Brett Pesce,25,CAR,D,61,6,0.07,0.23,0.30,0.10,0.44,1.70,5,17,22,7,57,1,69,18,7,49.2,48.9,0.3,0.5,3.4,3.9,0,,,,pescebr01
143,Brett Ritchie,26,BOS,RW,27,2,0.07,0.15,0.22,0.08,0.78,1.26,2,5,7,2,13,2,12,0,-3,9.6,11.7,-2.1,0.0,0.2,0.3,0,,,,ritchbr01
144,Brett Seney,23,NJD,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,1,0,-1,0.3,0.7,-0.5,-0.1,0.0,-0.1,0,,,,seneybr01
145,Brian Boyle,35,FLA,C,39,6,0.15,0.23,0.38,0.14,0.44,1.44,7,11,18,7,21,1,28,4,-5,15.0,17.7,-2.7,0.8,0.3,1.0,0,,,,boylebr01
146,Brian Dumoulin,28,PIT,D,28,2,0.04,0.25,0.29,0.09,0.36,1.25,1,8,9,3,43,1,30,6,17,25.6,18.2,7.5,0.2,2.6,2.7,0,,,,dumoubr01
147,Brian Elliott,34,PHI,G,31,0,0.00,0.03,0.03,0.01,0.06,0.00,0,1,1,0,90,20,80,16,0,52.9,52.4,,0.0,0.0,3.6,0,,,,elliobr01
148,Brian Gibbons,31,CAR,C,15,0,0.00,0.00,0.00,0.00,0.27,0.60,0,0,0,0,1,0,10,2,-7,4.1,5.5,-1.3,-0.4,-0.1,-0.5,0,,,,gibbobr02
149,Brian Lashoff,29,DET,D,9,0,0.00,0.11,0.11,0.03,0.67,0.67,0,1,1,0,3,0,4,3,1,4.5,3.7,0.8,-0.1,0.5,0.4,0,,,,lashobr01
150,Brock Boeser,22,VAN,RW,57,16,0.28,0.51,0.79,0.29,0.25,2.96,19,35,54,20,82,29,49,0,4,35.9,30.7,5.2,3.1,1.3,4.4,5,0,5,0.0,boesebr01
151,Brock McGinn,25,CAR,LW,68,6,0.10,0.15,0.25,0.09,0.25,1.37,9,12,21,8,28,1,50,17,-4,27.3,30.1,-2.8,-0.1,0.9,0.8,0,,,,mcginbr01
152,Brock Nelson,28,NYI,C,68,22,0.38,0.41,0.79,0.32,0.47,2.57,32,34,66,27,78,16,70,11,6,43.7,44.4,-0.7,4.5,1.8,6.3,2,1,1,50.0,nelsobr01
153,Bryan Little,32,WPG,RW,7,2,0.29,0.43,0.71,0.26,0.29,1.86,2,3,5,2,6,0,3,1,4,4.2,4.4,-0.2,0.4,0.3,0.7,0,,,,littlbr01
154,Bryan Rust,27,PIT,RW,55,22,0.49,0.53,1.02,0.41,0.55,2.75,32,35,67,27,89,27,55,8,14,42.9,32.9,10.1,5.4,1.8,7.1,2,2,0,100.0,rustbr01
155,Buddy Robinson,28,CGY,RW,5,1,0.20,0.00,0.20,0.11,1.40,1.20,1,0,1,1,1,0,1,0,0,3.1,2.1,1.0,0.0,0.1,0.1,0,,,,robinbu01
156,C.J. Suess,25,WPG,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.5,-0.5,0.0,0.0,0.0,0,,,,frankcl01
157,Cal Clutterbuck,32,NYI,RW,37,3,0.08,0.11,0.19,0.07,0.59,0.95,4,5,9,4,17,0,18,8,6,14.0,15.6,-1.6,-0.4,0.8,0.5,0,,,,cluttca01
158,Cale Fleury,21,MTL,D,41,1,0.02,0.00,0.02,0.01,0.15,1.10,1,0,1,1,16,0,24,2,-4,19.6,23.4,-3.8,-0.5,0.9,0.4,0,,,,fleurca01
159,Cale Makar,21,COL,D,57,17,0.21,0.67,0.88,0.29,0.21,2.12,14,45,59,20,89,29,50,1,12,43.9,34.9,9.0,4.8,2.9,7.7,0,,,,makarca01
160,Caleb Jones,22,EDM,D,43,4,0.09,0.12,0.21,0.08,0.23,0.88,5,6,11,4,28,1,28,0,-1,22.1,23.3,-1.2,0.6,1.3,1.9,0,,,,jonesca01
161,Calle Järnkrok,28,NSH,C,64,13,0.23,0.30,0.53,0.21,0.22,2.13,18,23,41,16,48,11,47,14,4,29.8,34.1,-4.3,2.2,1.2,3.3,1,0,1,0.0,jarnkca01
162,Calle Rosén,25,TOT,D,12,1,0.00,0.25,0.25,0.07,0.33,1.17,0,3,3,1,5,0,6,0,0,5.9,6.9,-1.0,0.1,0.3,0.4,0,,,,rosenca01
162,Calle Rosén,25,COL,D,8,1,0.00,0.25,0.25,0.07,0.50,1.25,0,2,2,1,4,0,3,0,2,4.3,4.8,-0.5,0.1,0.3,0.4,0,,,,rosenca01
162,Calle Rosén,25,TOR,D,4,0,0.00,0.25,0.25,0.07,0.00,1.00,0,1,1,0,1,0,3,0,-2,1.6,2.1,-0.5,0.0,-0.1,0.0,0,,,,rosenca01
163,Calvin de Haan,28,CHI,D,29,2,0.03,0.17,0.21,0.07,0.34,1.45,1,6,7,2,21,0,18,7,10,21.9,22.8,-0.9,0.0,1.9,1.9,0,,,,dehaaca01
164,Calvin Petersen,25,LAK,G,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,26,5,21,3,0,14.7,20.0,,0.0,0.0,1.9,0,,,,peterca01
165,Calvin Pickard,27,DET,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,15,2,0,5.0,5.7,,0.0,0.0,-0.5,0,,,,pickaca01
166,Calvin Thurkauf,22,CBJ,C,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,0,0,0,0.2,0.5,-0.2,-0.1,0.0,0.0,0,,,,thurkca01
167,Cam Atkinson,30,CBJ,RW,44,10,0.27,0.32,0.59,0.24,0.14,3.36,14,16,30,12,36,10,34,9,2,24.3,22.1,2.2,1.7,1.2,2.9,1,0,1,0.0,atkinca01
168,Cam Fowler,28,ANA,D,59,11,0.15,0.34,0.49,0.18,0.34,1.98,10,23,33,12,61,11,59,8,0,46.8,42.9,3.9,2.4,2.9,5.3,0,,,,fowleca01
169,Cam Talbot,32,CGY,G,26,0,0.00,0.00,0.00,0.00,0.81,0.00,0,0,0,0,66,12,63,10,0,51.7,50.6,,0.0,0.0,5.2,0,,,,talboca01
170,Cameron Gaunce,29,TBL,D,3,1,0.33,1.00,1.33,0.45,1.33,1.67,1,4,5,2,4,0,2,0,2,1.7,1.1,0.5,0.5,0.2,0.7,0,,,,gauncca01
171,Cameron Hughes,23,BOS,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.1,-0.1,0.0,0.0,-0.1,0,,,,hugheca01
172,Carey Price,32,MTL,G,58,0,0.00,0.00,0.00,0.00,0.10,0.00,0,0,0,0,165,24,160,34,0,127.8,107.9,,0.0,0.0,9.8,0,,,,priceca01
173,Carl Dahlström,25,WPG,D,15,0,0.00,0.07,0.07,0.02,0.40,0.60,0,1,1,0,3,0,7,0,-4,7.5,7.8,-0.3,-0.2,0.2,0.0,0,,,,dahlsca01
174,Carl Grundström,22,LAK,RW,13,1,0.00,0.31,0.31,0.08,0.62,1.23,0,5,5,1,9,0,7,0,2,5.2,5.8,-0.7,-0.1,0.3,0.2,0,,,,grundca01
175,Carl Gunnarsson,33,STL,D,36,2,0.06,0.14,0.19,0.07,0.44,0.86,2,6,8,3,23,0,23,8,8,19.8,21.9,-2.1,0.2,1.8,2.0,0,,,,gunnaca01
176,Carl Hagelin,31,WSH,LW,58,9,0.14,0.29,0.43,0.16,0.28,1.84,10,20,30,11,36,0,38,13,12,22.9,25.7,-2.8,1.1,1.2,2.3,0,,,,hagelca01
177,Carl Söderberg,34,ARI,C,70,14,0.24,0.26,0.50,0.20,0.26,1.93,20,21,41,17,58,21,35,4,6,33.5,39.0,-5.5,2.2,1.7,4.0,1,0,1,0.0,soderca01
178,Carsen Twarynski,22,PHI,F,15,1,0.07,0.00,0.07,0.04,0.27,0.93,1,0,1,1,1,0,7,3,-2,3.8,5.4,-1.7,-0.2,0.1,-0.2,0,,,,twaryca01
179,Carson Soucy,25,MIN,D,55,6,0.13,0.13,0.25,0.10,0.33,1.11,8,8,16,7,40,1,27,5,16,26.5,25.4,1.0,1.1,2.9,4.0,0,,,,soucyca01
180,Carter Hart,21,PHI,G,43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,121,23,95,19,0,78.6,72.4,,0.0,0.0,6.7,0,,,,hartca01
181,Carter Hutton,34,BUF,G,31,0,0.00,0.03,0.03,0.01,0.19,0.00,0,1,1,0,80,19,94,20,0,53.1,64.2,,0.0,0.0,4.0,0,,,,huttoca01
182,Carter Rowney,30,ANA,RW,71,8,0.11,0.15,0.27,0.11,0.20,0.89,9,13,22,8,35,0,51,23,5,25.5,32.6,-7.1,0.3,1.3,1.6,0,,,,rowneca01
183,Carter Verhaeghe,24,TBL,C,52,6,0.17,0.08,0.25,0.11,0.15,1.10,11,5,16,7,22,4,28,0,-9,22.4,20.1,2.3,0.9,0.1,0.9,0,,,,verhaca01
184,Casey Cizikas,28,NYI,C,48,7,0.21,0.08,0.29,0.14,0.85,1.40,12,5,17,8,24,0,28,15,12,23.4,20.1,3.3,0.5,1.3,1.8,1,0,1,0.0,cizikca01
185,Casey Mittelstadt,21,BUF,C,31,4,0.13,0.16,0.29,0.12,0.06,1.10,5,6,11,4,15,3,17,0,-5,9.8,14.6,-4.7,0.2,0.3,0.5,2,1,1,50.0,mitteca01
186,Cayden Primeau,20,MTL,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,2,5,1,0,4.5,3.2,,0.0,0.0,0.6,0,,,,primeca01
187,Cédric Paquette,26,TBL,C,61,7,0.11,0.18,0.30,0.11,0.69,1.28,8,13,21,8,29,0,35,5,-1,22.9,27.1,-4.2,0.3,0.7,1.0,0,,,,paquece01
188,Chad Ruhwedel,29,PIT,D,41,2,0.05,0.10,0.15,0.05,0.29,1.07,2,5,7,2,23,0,24,5,4,20.7,18.8,2.0,0.1,1.6,1.7,0,,,,ruhwech01
189,Chandler Stephenson,25,TOT,C,65,10,0.17,0.23,0.40,0.16,0.25,1.12,13,17,30,12,53,5,34,11,24,38.9,28.3,10.6,1.3,1.8,3.1,0,,,,stephch02
189,Chandler Stephenson,25,VEG,C,41,8,0.20,0.34,0.54,0.20,0.24,1.34,9,16,25,9,45,5,25,8,19,31.2,17.8,13.4,1.3,1.4,2.7,0,,,,stephch02
189,Chandler Stephenson,25,WSH,C,24,2,0.13,0.04,0.17,0.08,0.25,0.75,4,1,5,2,8,0,9,3,5,7.8,10.5,-2.7,-0.1,0.4,0.4,0,,,,stephch02
190,Charles Hudon,25,MTL,LW,15,1,0.07,0.07,0.13,0.06,0.00,1.47,1,1,2,1,1,0,10,0,-9,4.9,6.3,-1.4,-0.2,-0.2,-0.3,0,,,,hudonch01
191,Charlie Coyle,27,BOS,C/RW,70,14,0.23,0.30,0.53,0.21,0.30,2.07,19,25,44,17,59,13,39,3,9,39.2,32.6,6.7,2.1,1.8,3.8,7,2,5,28.6,coylech01
192,Charlie Lindgren,26,MTL,G,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,14,1,20,4,0,12.7,12.0,,0.0,0.0,0.6,0,,,,lindgch01
193,Charlie McAvoy,22,BOS,D,67,10,0.07,0.40,0.48,0.15,0.61,1.51,6,32,38,12,80,8,57,9,24,55.1,47.2,7.9,1.8,5.1,6.9,1,0,1,0.0,mcavoch01
194,Chase De Leo,24,ANA,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.5,-0.5,0.0,0.0,0.0,0,,,,deleoch01
195,Chris Driedger,25,FLA,G,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,37,8,22,4,0,20.8,24.3,,0.0,0.0,3.1,0,,,,driedch01
196,Chris Kreider,28,NYR,LW,63,19,0.38,0.33,0.71,0.29,0.92,2.48,28,25,53,22,87,33,43,1,13,36.9,38.4,-1.5,3.9,1.5,5.4,0,,,,kreidch01
197,Chris Stewart,32,PHI,RW,16,0,0.00,0.06,0.06,0.02,1.31,0.31,0,1,1,0,4,0,10,0,-7,2.9,7.4,-4.5,-0.2,-0.1,-0.4,0,,,,stewach02
198,Chris Tanev,30,VAN,D,69,6,0.03,0.26,0.29,0.08,0.59,0.65,2,21,23,7,65,2,85,28,4,42.0,52.4,-10.4,0.5,3.1,3.6,0,,,,tanevch01
199,Chris Tierney,25,OTT,C,71,13,0.15,0.37,0.52,0.19,0.28,1.44,13,30,43,15,57,4,79,23,-6,37.2,42.8,-5.6,1.5,1.1,2.6,0,,,,tiernch01
200,Chris Wagner,28,BOS,C,67,4,0.09,0.06,0.15,0.06,0.70,1.16,7,5,12,5,23,0,44,13,-8,22.6,24.2,-1.5,-0.7,0.7,0.0,3,1,2,33.3,wagnech01
201,Christian Djoos,25,TOT,D,11,1,0.09,0.18,0.27,0.10,0.00,1.18,1,2,3,1,10,2,8,2,3,6.3,6.1,0.1,0.2,0.7,0.8,0,,,,djoosch01
201,Christian Djoos,25,ANA,D,9,1,0.11,0.22,0.33,0.12,0.00,1.33,1,2,3,1,9,2,8,2,2,5.8,5.6,0.2,0.2,0.6,0.8,0,,,,djoosch01
201,Christian Djoos,25,WSH,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,0,0,1,0.5,0.5,0.0,0.0,0.1,0.1,0,,,,djoosch01
202,Christian Dvorak,23,ARI,C,70,15,0.26,0.29,0.54,0.22,0.17,1.91,21,23,44,18,71,18,47,1,6,43.8,36.5,7.3,2.5,1.8,4.3,3,2,1,66.7,dvorach01
203,Christian Fischer,22,ARI,RW,56,4,0.11,0.05,0.16,0.07,0.29,1.48,7,4,11,5,23,1,21,0,2,22.6,23.2,-0.6,-0.2,0.9,0.7,0,,,,fischch01
204,Christian Folin,28,MTL,D,16,1,0.06,0.06,0.13,0.05,0.81,0.81,1,1,2,1,9,0,11,1,-1,8.9,6.7,2.2,0.0,0.4,0.4,0,,,,folinch01
205,Christián Jaroš,23,OTT,D,13,1,0.00,0.23,0.23,0.06,0.46,0.38,0,3,3,1,5,0,8,2,-2,3.4,4.4,-1.0,0.1,0.1,0.3,0,,,,jarosch01
206,Christian Wolanin,24,OTT,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,2,0,2,1,1,3.4,3.0,0.4,-0.1,0.2,0.1,0,,,,wolanch01
207,Christoffer Ehn,23,DET,C,54,2,0.04,0.04,0.07,0.03,0.04,0.67,2,2,4,2,4,0,26,4,-21,13.6,20.3,-6.7,-1.0,0.1,-0.9,0,,,,ehnch01
208,Clark Bishop,23,CAR,C,5,0,0.00,0.20,0.20,0.05,0.80,0.80,0,1,1,0,1,0,4,0,-2,1.1,2.1,-1.0,0.0,0.0,0.0,0,,,,bishocl01
209,Claude Giroux,32,PHI,C/LW,69,20,0.30,0.46,0.77,0.29,0.41,2.86,25,38,63,24,83,28,55,6,7,47.6,39.2,8.4,3.9,1.6,5.5,10,3,7,30.0,giroucl01
210,Clayton Keller,21,ARI,C,70,17,0.24,0.39,0.63,0.24,0.40,2.63,20,32,52,20,55,20,40,0,-6,35.2,34.5,0.6,3.1,1.3,4.4,1,0,1,0.0,kellecl01
211,Cody Ceci,26,TOR,D,56,2,0.02,0.13,0.14,0.04,0.36,0.86,1,8,9,3,43,0,57,22,7,38.3,37.7,0.6,-0.5,2.4,1.9,0,,,,cecico01
212,Cody Eakin,28,TOT,C,49,6,0.10,0.20,0.31,0.11,0.33,1.24,6,12,18,7,24,2,35,11,-3,23.9,23.9,0.0,0.1,0.6,0.7,0,,,,eakinco01
212,Cody Eakin,28,VEG,C,41,4,0.10,0.15,0.24,0.10,0.39,1.29,5,7,12,5,15,2,32,10,-9,18.5,18.5,0.0,-0.2,0.3,0.0,0,,,,eakinco01
212,Cody Eakin,28,WPG,C,8,2,0.13,0.50,0.63,0.20,0.00,1.00,1,5,6,2,9,0,3,1,6,5.3,5.4,-0.1,0.3,0.4,0.6,0,,,,eakinco01
213,Cody Glass,20,VEG,C,39,5,0.13,0.18,0.31,0.12,0.15,1.31,6,8,14,5,24,13,20,0,-7,15.6,15.9,-0.3,0.3,0.2,0.6,0,,,,glassco01
214,Cody Goloubef,30,TOT,D,26,1,0.04,0.04,0.08,0.03,0.31,0.69,1,1,2,1,16,0,27,9,-3,12.4,16.0,-3.6,-0.2,0.6,0.4,0,,,,golouco01
214,Cody Goloubef,30,OTT,D,24,1,0.04,0.04,0.08,0.03,0.33,0.71,1,1,2,1,16,0,25,8,-2,11.7,14.9,-3.1,-0.1,0.6,0.4,0,,,,golouco01
214,Cody Goloubef,30,DET,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,1,-1,0.7,0.9,-0.2,0.0,0.0,0.0,0,,,,golouco01
215,Colby Cave,25,EDM,C,11,1,0.09,0.00,0.09,0.05,0.36,0.45,1,0,1,1,1,0,6,2,-3,2.4,2.5,-0.1,-0.1,0.0,-0.1,0,,,,caveco01
216,Cole Bardreau,26,NYI,F,10,1,0.10,0.10,0.20,0.08,0.60,1.00,1,1,2,1,2,0,6,1,-2,2.6,3.3,-0.6,0.1,0.0,0.1,0,,,,bardrco01
217,Colin Blackwell,26,NSH,C,27,4,0.11,0.26,0.37,0.13,0.37,1.15,4,8,12,4,17,0,10,0,7,11.3,10.5,0.8,0.5,0.6,1.1,0,,,,blackco01
218,Colin Miller,27,BUF,D,51,3,0.02,0.20,0.22,0.06,0.43,1.55,1,12,13,4,31,5,36,2,-9,26.2,32.2,-6.1,0.1,1.2,1.4,0,,,,milleco02
219,Colin White,23,OTT,C,61,8,0.11,0.26,0.38,0.14,0.64,1.36,8,19,27,10,37,8,43,2,-12,33.2,34.0,-0.8,0.4,0.6,1.0,0,,,,whiteco02
220,Colin Wilson,30,COL,C,9,1,0.00,0.44,0.44,0.12,0.00,1.33,0,5,5,1,8,1,1,0,6,4.5,3.1,1.4,0.1,0.3,0.4,0,,,,wilsoco01
221,Colton Parayko,26,STL,D,64,10,0.16,0.28,0.44,0.16,0.25,2.53,12,21,33,12,69,10,67,18,8,47.5,50.0,-2.5,2.0,3.6,5.7,0,,,,parayco01
222,Colton Sceviour,30,FLA,C/RW,69,6,0.09,0.14,0.23,0.09,0.09,1.65,7,12,19,7,29,0,54,26,2,26.9,32.7,-5.8,-0.3,1.0,0.6,0,,,,scevico01
223,Colton Sissons,26,NSH,C,57,7,0.16,0.11,0.26,0.12,0.35,0.91,11,7,18,8,29,0,51,18,-2,20.6,24.8,-4.2,0.2,0.7,0.9,0,,,,sissoco01
224,Colton White,22,NJD,D,6,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,2,0,4,0,-2,1.7,3.9,-2.2,-0.1,0.1,-0.1,0,,,,whiteco03
225,Connor Brown,26,OTT,RW,71,16,0.23,0.38,0.61,0.23,0.34,2.44,19,31,50,19,63,7,90,30,-6,45.4,44.5,0.9,2.1,1.3,3.4,0,,,,brownco02
226,Connor Bunnaman,21,PHI,F,21,1,0.05,0.05,0.10,0.04,0.10,0.86,1,1,2,1,10,0,3,0,7,6.8,5.0,1.8,-0.2,0.5,0.2,0,,,,bunnaco01
227,Connor Carrick,25,NJD,D,29,2,0.03,0.17,0.21,0.07,0.59,0.86,1,6,7,2,16,0,21,0,-6,15.4,18.1,-2.7,0.2,0.6,0.8,0,,,,carrico01
228,Connor Clifton,24,BOS,D,31,1,0.06,0.00,0.06,0.03,0.39,0.65,2,0,2,1,18,0,15,2,4,13.4,15.4,-1.9,-0.2,1.2,1.1,0,,,,cliftco01
229,Connor Hellebuyck,26,WPG,G,58,1,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,161,28,139,26,0,103.2,127.0,,0.0,0.0,12.5,0,,,,helleco01
230,Connor McDavid,23,EDM,C,64,35,0.53,0.98,1.52,0.55,0.44,3.31,40,73,113,42,122,53,78,1,-6,54.9,52.3,2.6,9.3,1.6,10.9,4,1,3,25.0,mcdavco01
231,Connor Murphy,26,CHI,D,58,7,0.09,0.24,0.33,0.11,0.47,2.02,6,16,22,8,57,0,65,12,2,44.6,47.8,-3.2,0.9,2.6,3.5,0,,,,murphco02
232,Conor Garland,23,ARI,RW,68,17,0.32,0.25,0.57,0.25,0.29,2.32,26,20,46,20,56,17,38,0,1,36.7,31.5,5.2,3.6,1.3,4.9,9,4,5,44.4,garlaco01
233,Conor Sheary,27,TOT,LW,63,9,0.16,0.21,0.37,0.14,0.16,1.62,12,16,28,11,38,5,37,0,-5,30.7,29.5,1.2,1.1,0.8,1.9,0,,,,shearco01
233,Conor Sheary,27,BUF,LW,55,8,0.16,0.18,0.35,0.14,0.15,1.60,11,12,23,9,31,5,29,0,-4,25.4,23.6,1.8,0.9,0.7,1.6,0,,,,shearco01
233,Conor Sheary,27,PIT,LW,8,1,0.13,0.38,0.50,0.17,0.25,1.75,1,4,5,2,7,0,8,0,-1,5.3,5.9,-0.6,0.2,0.1,0.3,0,,,,shearco01
234,Conor Timmins,21,COL,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,2,0,0,0,2,1.0,0.7,0.3,0.0,0.2,0.2,0,,,,timmico01
235,Corey Crawford,35,CHI,G,40,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,100,18,108,23,0,86.2,94.2,,0.0,0.0,8.3,0,,,,crawfco01
