,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
121,Brady Skjei,28,CAR,D,81,15,0.22,0.25,0.47,0.19,0.49,2.32,17,19,36,14,82,10,82,17,7,66.5,55.3,11.2,3.3,4.8,8.2,0,,,,skjeibr01
122,Brady Tkachuk,23,OTT,LW,82,33,0.43,0.59,1.01,0.40,1.54,4.23,34,45,79,31,128,54,86,2,-10,64.4,49.9,14.6,7.3,1.6,8.9,1,0,1,0.0,tkachbr01
123,Brandon Carlo,26,BOS,D,75,5,0.04,0.17,0.21,0.07,0.51,1.25,3,12,15,5,74,1,53,24,44,52.4,37.2,15.2,0.1,5.9,6.0,0,,,,carlobr01
124,Brandon Duhaime,25,MIN,RW,51,5,0.18,0.02,0.20,0.10,0.82,1.57,9,1,10,5,20,0,15,1,6,19.7,17.8,1.9,0.3,0.9,1.2,0,,,,duhaibr01
125,Brandon Hagel,24,TBL,LW,81,25,0.37,0.42,0.79,0.31,0.67,2.20,29,32,61,25,100,26,69,18,23,61.2,53.4,7.8,4.6,2.6,7.2,1,0,1,0.0,hagelbr01
126,Brandon Montour,28,FLA,D,80,24,0.20,0.71,0.91,0.30,1.34,3.03,15,54,69,23,153,55,100,11,9,84.0,70.1,13.9,6.2,3.7,9.9,0,,,,montobr01
127,Brandon Saad,30,STL,LW,71,15,0.27,0.25,0.52,0.21,0.17,1.79,18,17,35,14,59,10,67,10,-8,41.6,43.7,-2.0,2.1,1.0,3.1,0,,,,saadbr01
128,Brandon Tanev,31,SEA,LW,82,14,0.20,0.23,0.43,0.17,0.54,1.40,15,18,33,13,54,0,64,31,21,35.8,30.8,5.0,1.7,1.8,3.5,0,,,,tanevbr01
129,Brandt Clarke,19,LAK,D,9,1,0.00,0.22,0.22,0.06,0.67,1.22,0,2,2,1,11,2,10,0,-1,6.2,4.4,1.7,0.0,0.2,0.2,0,,,,clarkbr02
130,Brayden McNabb,32,VEG,D,82,5,0.01,0.20,0.21,0.06,0.62,1.09,1,15,16,5,74,0,84,27,17,62.1,55.7,6.4,-0.3,4.5,4.2,0,,,,mcnabbr01
131,Brayden Pachal,23,VEG,D,10,1,0.00,0.20,0.20,0.06,0.80,1.80,0,2,2,1,5,0,3,0,2,6.1,6.2,-0.1,0.0,0.5,0.5,0,,,,pachabr01
132,Brayden Point,26,TBL,C,82,39,0.62,0.54,1.16,0.47,0.09,2.87,49,42,91,38,147,56,89,0,2,74.6,61.4,13.2,9.3,1.9,11.2,4,1,3,25.0,pointbr01
133,Brayden Schenn,31,STL,C,82,23,0.26,0.54,0.79,0.28,0.61,1.76,20,42,62,22,87,24,100,10,-27,46.2,63.5,-17.3,4.0,0.7,4.7,5,1,4,20.0,schenbr01
134,Brendan Gallagher,30,MTL,RW,37,6,0.22,0.16,0.38,0.16,1.22,2.51,8,6,14,6,25,3,27,0,-5,16.2,17.0,-0.8,0.6,0.4,1.0,0,,,,gallabr01
135,Brendan Gaunce,28,CBJ,C,5,0,0.00,0.20,0.20,0.05,0.40,1.80,0,1,1,0,2,0,3,0,-1,1.6,2.6,-1.1,-0.1,0.0,0.0,0,,,,gauncbr01
136,Brendan Lemieux,26,TOT,LW,45,3,0.04,0.16,0.20,0.07,1.64,0.98,2,7,9,3,18,1,21,1,-3,17.4,18.1,-0.7,-0.2,0.4,0.2,0,,,,lemiebr01
136,Brendan Lemieux,26,LAK,LW,27,1,0.00,0.11,0.11,0.03,1.96,0.81,0,3,3,1,7,1,12,0,-6,7.9,8.3,-0.4,-0.4,0.0,-0.3,0,,,,lemiebr01
136,Brendan Lemieux,26,PHI,LW,18,2,0.11,0.22,0.33,0.12,1.17,1.22,2,4,6,2,11,0,9,1,3,9.6,9.8,-0.3,0.1,0.4,0.5,0,,,,lemiebr01
137,Brendan Smith,33,NJD,D,60,1,0.00,0.08,0.08,0.02,1.05,0.97,0,5,5,1,34,0,40,9,3,37.6,28.7,8.9,-0.7,2.0,1.3,0,,,,smithbr05
138,Brenden Dillon,32,WPG,D,82,7,0.02,0.26,0.28,0.08,0.93,1.01,2,20,22,7,60,2,81,25,2,52.2,51.0,1.1,0.4,4.3,4.7,0,,,,dillobr01
139,Brent Burns,37,CAR,D/RW,82,22,0.22,0.52,0.74,0.27,0.54,3.11,17,41,58,20,114,31,80,16,19,73.6,52.9,20.7,5.4,6.0,11.4,7,2,5,28.6,burnsbr01
140,Brett Howden,24,VEG,C,54,5,0.11,0.13,0.24,0.10,1.02,0.98,6,7,13,5,23,0,24,6,5,21.6,25.7,-4.1,-0.1,0.9,0.8,0,,,,howdebr01
141,Brett Kulak,29,EDM,D,82,6,0.04,0.21,0.24,0.08,0.50,1.39,3,16,19,6,67,0,79,24,11,57.3,53.7,3.6,0.5,2.9,3.4,0,,,,kulakbr01
142,Brett Leason,23,ANA,RW,54,4,0.11,0.06,0.17,0.07,0.26,0.94,6,3,9,4,14,0,36,1,-21,17.1,34.7,-17.6,-0.2,-0.1,-0.3,0,,,,leasobr01
143,Brett Pesce,28,CAR,D,82,10,0.06,0.30,0.37,0.12,0.52,1.76,5,24,29,9,84,7,85,19,11,69.4,57.9,11.4,1.2,5.2,6.4,0,,,,pescebr01
144,Brett Ritchie,29,TOT,RW,50,6,0.16,0.10,0.26,0.11,0.50,1.36,8,5,13,6,20,2,18,0,0,18.5,19.7,-1.2,0.6,0.6,1.2,0,,,,ritchbr01
144,Brett Ritchie,29,CGY,RW,34,4,0.18,0.06,0.24,0.11,0.68,1.35,6,2,8,4,12,0,10,0,2,12.7,12.9,-0.2,0.4,0.5,0.9,0,,,,ritchbr01
144,Brett Ritchie,29,ARI,RW,16,2,0.13,0.19,0.31,0.12,0.13,1.38,2,3,5,2,8,2,8,0,-2,5.8,6.7,-0.9,0.2,0.1,0.3,0,,,,ritchbr01
145,Brett Seney,26,CHI,LW,7,1,0.14,0.00,0.14,0.08,0.29,1.29,1,0,1,1,2,0,4,0,-2,4.2,4.1,0.1,-0.1,0.1,0.0,0,,,,seneybr01
146,Brian Dumoulin,31,PIT,D,82,7,0.01,0.29,0.30,0.09,0.20,1.00,1,23,24,7,70,0,115,41,-4,65.1,63.2,1.9,0.4,3.3,3.7,0,,,,dumoubr01
147,Brian Elliott,37,TBL,G,22,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,77,18,75,18,0,50.3,52.4,,0.0,0.0,3.0,0,,,,elliobr01
148,Brock Boeser,25,VAN,RW,74,19,0.24,0.50,0.74,0.26,0.32,2.41,17,35,52,19,93,31,82,0,-20,44.7,49.0,-4.3,3.3,0.6,3.9,0,,,,boesebr01
149,Brock Faber,20,MIN,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,2,0,0,0,2,1.5,1.4,0.1,0.0,0.2,0.2,0,,,,faberbr01
150,Brock McGinn,28,TOT,LW,75,8,0.16,0.09,0.25,0.11,0.28,1.21,12,7,19,8,33,0,63,24,-6,26.5,34.8,-8.4,0.2,0.9,1.1,0,,,,mcginbr01
150,Brock McGinn,28,PIT,LW,60,7,0.17,0.10,0.27,0.12,0.35,1.28,10,6,16,7,27,0,46,19,0,21.6,25.5,-3.9,0.3,0.9,1.2,0,,,,mcginbr01
150,Brock McGinn,28,ANA,LW,15,1,0.13,0.07,0.20,0.09,0.00,0.93,2,1,3,1,6,0,17,5,-6,4.9,9.4,-4.5,0.0,0.0,0.0,0,,,,mcginbr01
151,Brock Nelson,31,NYI,C,82,31,0.44,0.48,0.91,0.38,0.29,2.71,35,37,72,29,108,26,75,6,13,61.2,57.7,3.4,6.7,2.4,9.1,2,0,2,0.0,nelsobr01
152,Bryan Rust,30,PIT,RW,81,18,0.25,0.32,0.57,0.22,0.38,2.60,19,25,44,17,78,18,83,19,-4,61.1,50.3,10.8,2.2,1.6,3.8,0,,,,rustbr01
153,Buddy Robinson,31,CHI,RW,9,1,0.11,0.22,0.33,0.12,0.44,1.44,1,2,3,1,4,0,5,2,1,4.0,3.6,0.4,0.1,0.2,0.3,0,,,,robinbu01
154,Byron Froese,31,VEG,C,9,1,0.11,0.11,0.22,0.09,0.44,1.67,1,1,2,1,2,0,2,0,0,3.2,2.2,1.0,0.0,0.1,0.1,0,,,,froesby01
155,C.J. Suess,28,SJS,LW,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,1,0,-1,0.2,0.3,-0.1,0.0,0.0,0.0,0,,,,frankcl01
156,Cal Clutterbuck,35,NYI,RW,49,5,0.12,0.12,0.24,0.10,0.61,0.90,6,6,12,5,22,0,20,7,9,16.6,21.3,-4.7,0.1,1.1,1.2,0,,,,cluttca01
157,Cale Fleury,24,SEA,D,12,0,0.00,0.08,0.08,0.02,0.17,0.83,0,1,1,0,5,0,5,0,0,6.9,5.3,1.6,-0.1,0.3,0.2,0,,,,fleurca01
158,Cale Makar,24,COL,D,60,22,0.28,0.82,1.10,0.37,0.50,2.93,16,46,62,21,114,40,74,16,16,60.9,44.6,16.3,6.0,4.5,10.5,2,0,2,0.0,makarca01
159,Caleb Jones,25,CHI,D,73,6,0.05,0.16,0.22,0.08,0.55,1.18,4,11,15,5,56,6,74,5,-19,50.0,56.2,-6.2,0.2,2.3,2.5,0,,,,jonesca01
160,Calen Addison,22,MIN,D,62,9,0.05,0.42,0.47,0.14,0.35,1.24,3,25,28,8,69,38,48,0,-17,30.9,30.8,0.1,1.9,1.3,3.2,0,,,,addisca01
161,Callahan Burke,25,COL,C,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.1,1.2,-1.2,0.0,0.0,-0.1,0,,,,burkeca01
162,Callan Foote,24,TOT,D,50,2,0.04,0.10,0.14,0.05,1.26,0.78,2,5,7,2,31,0,29,4,6,24.5,31.3,-6.8,-0.1,2.1,2.1,0,,,,footeca01
162,Callan Foote,24,TBL,D,26,1,0.04,0.08,0.12,0.04,1.08,0.81,1,2,3,1,14,0,12,1,3,12.7,16.8,-4.0,-0.1,0.9,0.9,0,,,,footeca01
162,Callan Foote,24,NSH,D,24,1,0.04,0.13,0.17,0.06,1.46,0.75,1,3,4,1,17,0,17,3,3,11.8,14.5,-2.8,0.0,1.2,1.2,0,,,,footeca01
163,Calle Järnkrok,31,TOR,C,73,16,0.27,0.26,0.53,0.22,0.19,1.45,19,18,37,15,55,8,49,11,9,37.1,35.6,1.5,2.7,1.6,4.2,1,0,1,0.0,jarnkca01
164,Calle Rosén,28,STL,D,49,7,0.16,0.20,0.37,0.14,0.16,1.27,8,9,17,7,47,1,34,7,19,33.5,31.0,2.5,1.6,2.7,4.3,0,,,,rosenca01
165,Calvin de Haan,31,CAR,D,53,4,0.04,0.19,0.23,0.07,0.38,0.96,2,9,11,4,32,1,26,2,7,29.3,22.5,6.8,0.5,2.3,2.8,0,,,,dehaaca01
166,Calvin Petersen,28,LAK,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,32,9,34,11,0,17.3,17.8,,0.0,0.0,0.5,0,,,,peterca01
167,Cam Fowler,31,ANA,D,82,16,0.12,0.46,0.59,0.19,0.17,1.59,10,36,46,15,94,21,122,26,-23,61.8,85.3,-23.5,3.1,2.8,5.9,0,,,,fowleca01
168,Cam Talbot,35,OTT,G,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,96,33,95,21,0,68.0,57.3,,0.0,0.0,4.7,0,,,,talboca01
169,Cameron York,22,PHI,D,54,6,0.04,0.33,0.37,0.11,0.33,0.78,2,17,19,6,52,5,51,3,-1,42.1,38.8,3.3,0.8,2.4,3.2,0,,,,yorkca01
170,Carl Grundström,25,LAK,RW,57,8,0.21,0.12,0.33,0.15,0.28,1.58,11,7,18,8,26,1,37,8,-4,22.0,21.5,0.5,1.2,0.5,1.8,0,,,,grundca01
171,Carson Meyer,25,CBJ,RW,14,0,0.00,0.07,0.07,0.02,0.43,1.21,0,1,1,0,3,1,4,0,-2,3.8,5.7,-2.0,-0.3,0.1,-0.2,0,,,,meyerca01
172,Carson Soucy,28,SEA,D,78,5,0.04,0.17,0.21,0.07,0.87,1.12,3,12,15,5,59,1,56,16,18,42.3,38.5,3.8,0.3,3.4,3.7,0,,,,soucyca01
173,Carter Hart,24,PHI,G,55,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,133,24,155,39,0,105.2,109.3,,0.0,0.0,9.9,0,,,,hartca01
174,Carter Verhaeghe,27,FLA,C,81,31,0.52,0.38,0.90,0.39,0.57,3.40,40,29,69,30,100,21,69,0,10,72.3,58.4,14.0,7.1,1.6,8.7,1,0,1,0.0,verhaca01
175,Casey Cizikas,31,NYI,C,81,7,0.07,0.19,0.26,0.09,0.67,1.37,6,14,20,7,35,0,51,16,0,34.3,40.9,-6.6,-0.6,1.5,0.8,0,,,,cizikca01
176,Casey DeSmith,31,PIT,G,38,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,110,25,109,23,0,81.4,83.3,,0.0,0.0,6.5,0,,,,desmica01
177,Casey Fitzgerald,25,TOT,D,27,1,0.00,0.11,0.11,0.03,0.15,0.48,0,3,3,1,13,0,22,7,-2,10.8,15.1,-4.3,-0.1,0.4,0.3,0,,,,fitzgca01
177,Casey Fitzgerald,25,BUF,D,23,1,0.00,0.13,0.13,0.04,0.17,0.52,0,3,3,1,13,0,20,6,-1,9.8,13.7,-3.9,-0.1,0.4,0.3,0,,,,fitzgca01
177,Casey Fitzgerald,25,FLA,D,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0,0,0,0,0,0,2,1,-1,1.0,1.4,-0.4,0.0,0.0,-0.1,0,,,,fitzgca01
178,Casey Mittelstadt,24,BUF,C,82,20,0.18,0.54,0.72,0.25,0.27,1.65,14,42,56,19,85,24,75,6,-8,49.6,52.0,-2.4,3.6,0.9,4.4,2,1,1,50.0,mitteca01
179,Cayden Primeau,23,MTL,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,8,1,0,4.5,5.3,,0.0,0.0,0.0,0,,,,primeca01
180,Chad Ruhwedel,32,PIT,D,47,2,0.02,0.09,0.11,0.03,0.38,0.77,1,4,5,2,22,0,38,12,-4,28.9,26.3,2.6,-0.3,1.2,0.9,0,,,,ruhwech01
181,Chandler Stephenson,28,VEG,C,81,22,0.20,0.60,0.80,0.27,0.32,1.48,15,46,61,21,99,28,74,15,12,54.9,50.1,4.8,3.5,2.1,5.6,1,1,0,100.0,stephch02
182,Charles Hudon,28,COL,LW,9,0,0.00,0.00,0.00,0.00,0.22,2.00,0,0,0,0,2,0,4,0,-2,4.1,3.7,0.4,-0.3,0.0,-0.2,0,,,,hudonch01
183,Charlie Coyle,30,BOS,C/RW,82,16,0.20,0.35,0.55,0.20,0.37,1.70,15,27,42,16,63,1,53,20,29,47.9,45.6,2.3,1.9,2.5,4.5,7,3,4,42.9,coylech01
184,Charlie Lindgren,29,WSH,G,31,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,98,19,86,14,0,65.5,58.9,,0.0,0.0,4.4,0,,,,lindgch01
185,Charlie McAvoy,25,BOS,D,67,16,0.10,0.67,0.78,0.24,0.81,1.57,7,42,49,15,95,23,53,10,29,60.2,45.9,14.3,3.8,5.0,8.8,0,,,,mcavoch01
186,Chris Kreider,31,NYR,LW,79,24,0.46,0.23,0.68,0.31,0.33,2.90,35,17,52,24,106,47,50,12,21,48.0,40.9,7.1,4.5,2.5,7.0,0,,,,kreidch01
187,Chris Tanev,33,CGY,D,65,4,0.02,0.18,0.20,0.06,0.32,1.15,1,11,12,4,57,2,72,24,7,50.9,37.7,13.2,-0.3,3.4,3.1,0,,,,tanevch01
188,Chris Tierney,28,TOT,C,36,4,0.08,0.19,0.28,0.10,0.17,0.53,3,7,10,4,17,0,32,7,-8,9.2,18.0,-8.8,0.2,0.1,0.3,0,,,,tiernch01
188,Chris Tierney,28,MTL,C,23,2,0.04,0.26,0.30,0.09,0.17,0.57,1,6,7,2,12,0,25,6,-7,5.9,12.6,-6.8,0.0,0.1,0.0,0,,,,tiernch01
188,Chris Tierney,28,FLA,C,13,1,0.15,0.08,0.23,0.10,0.15,0.46,2,1,3,1,5,0,7,1,-1,3.3,5.3,-2.0,0.2,0.1,0.2,0,,,,tiernch01
189,Chris Wagner,31,BOS,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.1,0.6,-0.5,0.0,0.0,0.0,0,,,,wagnech01
190,Chris Wideman,33,MTL,D,46,2,0.00,0.13,0.13,0.04,1.76,0.67,0,6,6,2,27,2,31,0,-6,20.7,28.0,-7.4,-0.2,0.8,0.6,0,,,,widemch01
191,Christian Dvorak,26,MTL,C,64,10,0.16,0.28,0.44,0.16,0.09,1.38,10,17,27,10,43,11,69,25,-12,28.5,37.8,-9.3,0.6,0.8,1.4,2,0,2,0.0,dvorach01
192,Christian Fischer,25,ARI,RW,80,11,0.16,0.18,0.34,0.13,0.25,1.53,12,13,25,10,40,3,69,25,-7,34.7,48.4,-13.6,0.5,1.0,1.5,1,0,1,0.0,fischch01
193,Christian Wolanin,27,VAN,D,16,1,0.00,0.19,0.19,0.05,0.25,1.00,0,3,3,1,15,5,5,0,5,10.3,9.6,0.7,0.0,0.8,0.8,0,,,,wolanch01
194,Claude Giroux,35,OTT,C/LW,82,32,0.43,0.54,0.96,0.38,0.41,2.61,34,42,76,30,108,33,80,9,4,61.6,51.2,10.4,6.9,2.1,9.0,1,0,1,0.0,giroucl01
195,Clayton Keller,24,ARI,C,82,33,0.45,0.60,1.05,0.40,0.60,2.72,35,46,81,32,110,30,87,5,-2,57.2,60.8,-3.5,7.0,1.7,8.7,5,2,3,40.0,kellecl01
196,Cody Ceci,29,EDM,D,80,4,0.01,0.18,0.19,0.05,0.30,1.10,1,13,14,4,71,1,90,31,11,62.3,63.0,-0.7,-0.4,3.2,2.7,0,,,,cecico01
197,Cody Glass,23,NSH,C,72,13,0.19,0.29,0.49,0.18,0.28,1.82,13,20,33,13,56,15,33,1,9,37.6,33.3,4.3,1.7,1.8,3.5,2,2,0,100.0,glassco01
198,Cole Bardreau,29,NYI,F,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,0.3,0.0,0.3,0.0,0.0,0.0,0,,,,bardrco01
199,Cole Caufield,22,MTL,RW,46,17,0.57,0.22,0.78,0.37,0.04,3.43,25,9,34,16,56,16,51,1,-10,25.2,29.9,-4.7,3.6,0.6,4.2,3,2,1,66.7,caufico01
200,Cole Guttman,23,CHI,C,14,3,0.29,0.14,0.43,0.20,0.14,1.86,4,2,6,3,7,0,6,0,1,7.1,8.9,-1.8,0.4,0.3,0.7,0,,,,guttmco01
201,Cole Koepke,24,TBL,LW,17,1,0.06,0.00,0.06,0.03,0.12,0.71,1,0,1,1,3,0,8,0,-5,4.7,5.3,-0.6,-0.2,0.0,-0.2,0,,,,koepkco01
202,Cole McWard,21,VAN,D,5,1,0.20,0.00,0.20,0.11,0.00,1.20,1,0,1,1,3,1,2,0,0,1.7,3.7,-1.9,0.1,0.1,0.2,0,,,,mcwarco01
203,Cole Perfetti,21,WPG,C,51,10,0.16,0.43,0.59,0.20,0.31,1.76,8,21,29,10,41,9,22,0,10,26.1,27.1,-1.0,1.4,1.4,2.8,0,,,,perfeco01
204,Cole Sillinger,19,CBJ,C,64,4,0.05,0.13,0.17,0.06,0.34,1.45,3,8,11,4,30,8,52,7,-23,25.6,33.5,-7.8,-1.0,0.3,-0.7,1,0,1,0.0,sillico01
205,Cole Smith,27,NSH,F,69,6,0.06,0.19,0.25,0.08,0.87,0.93,4,12,16,5,24,0,43,16,-3,22.0,30.0,-8.0,-0.5,1.1,0.6,0,,,,smithco02
206,Colin Blackwell,29,CHI,C,53,3,0.04,0.15,0.19,0.06,0.11,1.00,2,8,10,3,15,0,36,5,-16,16.9,26.5,-9.7,-0.6,0.4,-0.2,0,,,,blackco01
207,Colin Miller,30,DAL,D,79,7,0.08,0.19,0.27,0.09,0.47,1.34,6,14,20,7,68,3,44,2,23,51.8,46.5,5.3,1.0,4.6,5.6,0,,,,milleco02
208,Colin White,26,FLA,C,68,6,0.12,0.10,0.22,0.09,0.18,0.94,8,7,15,6,27,2,25,0,0,21.5,24.5,-2.9,0.4,0.6,1.0,0,,,,whiteco02
209,Collin Delia,28,VAN,G,20,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,62,14,62,15,0,39.2,37.5,,0.0,0.0,1.8,0,,,,deliaco01
210,Colton Parayko,29,STL,D,79,8,0.05,0.29,0.34,0.11,0.38,1.68,4,22,26,8,68,2,108,23,-19,56.2,73.8,-17.6,0.7,1.8,2.5,0,,,,parayco01
211,Colton Sissons,29,NSH,C,82,11,0.15,0.22,0.37,0.14,0.24,1.06,11,17,28,11,48,5,73,26,-4,33.1,46.8,-13.7,0.4,1.6,2.0,0,,,,sissoco01
212,Colton White,25,ANA,D,46,2,0.00,0.13,0.13,0.04,0.17,0.65,0,6,6,2,22,0,45,6,-17,19.8,32.5,-12.7,-0.2,0.3,0.0,0,,,,whiteco03
213,Connor Brown,29,WSH,RW,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,7,3,-3,1.5,1.9,-0.3,-0.2,0.0,-0.2,0,,,,brownco02
214,Connor Carrick,28,BOS,D,1,0,0.00,1.00,1.00,0.27,0.00,2.00,0,1,1,0,3,0,0,0,3,0.7,0.4,0.4,0.1,0.3,0.3,0,,,,carrico01
215,Connor Clifton,27,BOS,D,78,8,0.06,0.23,0.29,0.10,0.77,1.19,5,17,22,7,65,0,49,4,20,53.6,54.9,-1.4,1.0,4.2,5.1,0,,,,cliftco01
216,Connor Dewar,23,MIN,C,81,7,0.07,0.15,0.22,0.08,0.62,1.07,6,11,17,6,23,0,35,7,-5,23.9,27.0,-3.1,-0.2,1.0,0.8,0,,,,dewarco01
217,Connor Hellebuyck,29,WPG,G,64,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,187,41,157,33,0,132.3,129.5,,0.0,0.0,14.3,0,,,,helleco01
218,Connor Ingram,25,ARI,G,27,0,0.00,0.00,0.00,0.00,0.07,0.00,0,0,0,0,63,10,89,23,0,48.8,59.8,,0.0,0.0,5.7,0,,,,ingraco01
219,Connor Mackey,26,TOT,D,30,3,0.10,0.13,0.23,0.09,1.60,1.03,3,4,7,3,22,0,34,8,-4,16.0,22.6,-6.5,0.4,0.6,1.0,0,,,,mackeco01
219,Connor Mackey,26,ARI,D,20,1,0.05,0.15,0.20,0.07,1.95,1.15,1,3,4,1,17,0,23,8,2,10.9,16.7,-5.8,0.1,0.8,0.9,0,,,,mackeco01
219,Connor Mackey,26,CGY,D,10,1,0.20,0.10,0.30,0.14,0.90,0.80,2,1,3,1,5,0,11,0,-6,5.2,5.8,-0.7,0.4,-0.2,0.1,0,,,,mackeco01
220,Connor McDavid,26,EDM,C,82,59,0.78,1.09,1.87,0.72,0.44,4.29,62,84,146,57,190,87,90,9,22,80.0,58.1,21.9,15.8,2.4,18.2,3,1,2,33.3,mcdavco01
221,Connor McMichael,22,WSH,C,6,0,0.00,0.00,0.00,0.00,0.83,0.33,0,0,0,0,2,0,2,0,0,1.4,3.2,-1.8,-0.1,0.1,-0.1,0,,,,mcmicco01
222,Connor Murphy,29,CHI,D,80,6,0.09,0.08,0.16,0.07,0.86,1.06,7,6,13,5,54,0,94,30,-10,46.0,65.2,-19.2,0.0,3.3,3.3,0,,,,murphco02
223,Conor Garland,26,VAN,RW,81,17,0.21,0.36,0.57,0.21,0.38,2.06,16,27,43,16,64,16,54,1,-5,44.1,45.0,-0.9,2.5,1.1,3.6,0,,,,garlaco01
224,Conor Sheary,30,WSH,LW,82,14,0.18,0.27,0.45,0.17,0.27,1.88,14,21,35,13,68,11,60,11,9,47.6,48.2,-0.6,1.4,2.0,3.4,1,0,1,0.0,shearco01
225,Conor Timmins,24,TOT,D,27,4,0.07,0.44,0.52,0.16,0.30,0.70,2,11,13,4,24,5,20,0,-1,16.5,13.9,2.6,1.0,0.8,1.8,0,,,,timmico01
225,Conor Timmins,24,TOR,D,25,4,0.08,0.48,0.56,0.17,0.32,0.64,2,11,13,4,24,5,18,0,1,15.9,13.1,2.8,1.0,0.9,1.9,0,,,,timmico01
225,Conor Timmins,24,ARI,D,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,2,0,-2,0.6,0.8,-0.2,0.0,-0.1,-0.1,0,,,,timmico01
226,Corey Perry,37,TBL,RW,81,10,0.15,0.16,0.31,0.12,1.17,1.43,11,12,23,9,52,25,55,0,-28,34.8,30.0,4.8,0.9,0.1,0.9,1,0,1,0.0,perryco01
227,Corey Schueneman,27,MTL,D,7,0,0.00,0.14,0.14,0.04,0.00,1.14,0,1,1,0,4,0,3,0,1,2.9,4.2,-1.3,0.0,0.3,0.2,0,,,,schueco01
228,Craig Anderson,41,BUF,G,26,0,0.00,0.04,0.04,0.01,0.08,0.00,0,1,1,0,77,20,76,17,0,52.6,56.4,,0.0,0.0,4.9,0,,,,andercr01
229,Craig Smith,33,TOT,C,64,7,0.14,0.11,0.25,0.11,0.28,1.63,9,7,16,7,30,1,24,0,5,29.8,29.7,0.1,0.4,1.0,1.4,0,,,,smithcr01
229,Craig Smith,33,BOS,C,42,4,0.10,0.14,0.24,0.09,0.33,1.21,4,6,10,4,17,1,12,0,4,18.5,16.5,2.1,0.1,0.6,0.7,0,,,,smithcr01
229,Craig Smith,33,WSH,C,22,3,0.23,0.05,0.27,0.14,0.18,2.41,5,1,6,3,13,0,12,0,1,11.3,13.2,-2.0,0.3,0.4,0.7,0,,,,smithcr01
230,Curtis Lazar,27,TOT,C/RW,49,2,0.06,0.04,0.10,0.04,0.43,1.12,3,2,5,2,14,0,35,15,-6,20.1,21.5,-1.5,-0.9,0.4,-0.5,0,,,,lazarcu01
230,Curtis Lazar,27,VAN,C/RW,45,2,0.07,0.04,0.11,0.05,0.31,1.20,3,2,5,2,14,0,34,15,-5,19.4,20.7,-1.3,-0.8,0.4,-0.4,0,,,,lazarcu01
230,Curtis Lazar,27,NJD,C/RW,4,0,0.00,0.00,0.00,0.00,1.75,0.25,0,0,0,0,0,0,1,0,-1,0.6,0.8,-0.2,-0.1,0.0,-0.1,0,,,,lazarcu01
231,Dakota Joshua,26,VAN,C,79,9,0.14,0.15,0.29,0.11,0.76,0.90,11,11,22,9,27,1,54,12,-16,30.9,34.7,-3.8,0.6,0.4,1.0,0,,,,joshuda01
232,Dakota Mermis,29,MIN,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,1,0,-1,0.9,1.0,-0.1,0.0,0.0,0.0,0,,,,mermida01
233,Damien Giroux,22,MIN,C,1,0,0.00,1.00,1.00,0.27,2.00,0.00,0,1,1,0,1,0,1,0,0,0.6,0.9,-0.4,0.1,0.0,0.1,0,,,,girouda01
234,Damon Severson,28,NJD,D,81,11,0.09,0.32,0.41,0.13,0.47,1.26,7,25,32,11,78,9,69,9,9,72.0,47.9,24.2,1.9,3.7,5.6,0,,,,severda01
235,Dan Renouf,28,BOS,D,1,0,0.00,0.00,0.00,0.00,0.00,5.00,0,0,0,0,0,0,3,0,-3,0.4,1.2,-0.8,0.0,-0.2,-0.2,0,,,,renouda01
236,Daniel Sprong,25,SEA,RW,66,18,0.32,0.38,0.70,0.28,0.21,2.23,20,24,44,17,57,17,27,0,13,30.6,22.0,8.6,4.4,1.2,5.5,2,0,2,0.0,spronda01
