,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
25,Alexander Burmistrov,20,WPG,C,76,11,0.17,0.20,0.37,0.14,0.55,1.62,15,16,31,13,55,11,52,12,4,1.0,1.4,2.4,2,0,2,0.0,burmial01
26,Alexander Edler,25,VAN,D,82,16,0.13,0.46,0.60,0.19,0.41,2.78,12,42,54,18,103,35,80,12,0,4.4,3.9,8.3,8,4,4,50.0,edleral01
27,Alexander Radulov,25,NSH,RW,9,3,0.33,0.44,0.78,0.30,0.44,2.33,3,4,7,3,11,2,6,0,3,0.6,0.3,0.9,1,1,0,100.0,radulal01
28,Alexander Semin,27,WSH,LW,77,20,0.27,0.43,0.70,0.27,0.73,2.38,24,36,60,23,78,20,50,1,9,4.9,1.8,6.7,6,3,3,50.0,seminal01
29,Alexander Steen,27,STL,C,43,12,0.35,0.30,0.65,0.27,0.65,3.12,17,14,31,13,51,12,22,7,24,2.6,2.1,4.7,4,0,4,0.0,steenal01
30,Alexander Sulzer,27,TOT,D,27,3,0.11,0.22,0.33,0.12,0.30,1.22,3,6,9,3,26,1,18,1,8,0.8,1.7,2.5,0,,,,sulzeal01
30,Alexander Sulzer,27,BUF,D,15,3,0.20,0.33,0.53,0.20,0.40,1.47,3,5,8,3,17,1,15,1,2,0.9,0.8,1.7,0,,,,sulzeal01
30,Alexander Sulzer,27,VAN,D,12,0,0.00,0.08,0.08,0.02,0.17,0.92,0,1,1,0,9,0,3,0,6,-0.1,0.9,0.8,0,,,,sulzeal01
31,Alexander Urbom,21,NJD,D,5,1,0.20,0.00,0.20,0.11,1.80,0.60,1,0,1,1,5,0,4,0,1,0.1,0.3,0.4,0,,,,urbomal01
32,Alexandre Bolduc,26,PHX,C,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,boldual01
33,Alexandre Burrows,30,VAN,LW,80,21,0.35,0.30,0.65,0.27,1.13,2.48,32,26,58,25,80,17,51,12,24,4.7,2.5,7.2,10,6,4,60.0,burroal01
34,Alexandre Giroux,30,CBJ,C,9,1,0.11,0.00,0.11,0.06,0.89,2.00,1,0,1,1,5,1,6,0,-2,-0.1,0.0,0.0,0,,,,giroual01
35,Alexandre Picard,26,PIT,D,17,1,0.00,0.24,0.24,0.06,0.24,0.59,0,4,4,1,13,0,9,0,4,0.2,0.7,0.9,0,,,,picaral01
36,Alexei Emelin,25,MTL,D,67,3,0.04,0.06,0.10,0.04,0.45,0.93,3,4,7,3,39,0,67,10,-18,-0.2,1.1,0.9,0,,,,emelial01
37,Alexei Ponikarovsky,31,TOT,LW,82,13,0.17,0.23,0.40,0.16,0.41,1.90,16,21,37,14,49,13,41,2,-3,2.0,1.4,3.3,0,,,,ponikal01
37,Alexei Ponikarovsky,31,CAR,LW,49,6,0.14,0.16,0.31,0.13,0.53,2.00,8,9,17,7,28,13,29,2,-12,0.5,0.3,0.8,0,,,,ponikal01
37,Alexei Ponikarovsky,31,NJD,LW,33,7,0.21,0.33,0.55,0.20,0.24,1.76,8,12,20,8,21,0,12,0,9,1.5,1.1,2.5,0,,,,ponikal01
38,Allen York,22,CBJ,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,yorkal01
39,Anders Lindbäck,23,NSH,G,16,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,2.1,0,,,,lindban01
40,Anders Nilsson,21,NYI,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,nilssan01
41,André Deveaux,27,NYR,C,9,0,0.00,0.11,0.11,0.03,3.22,0.22,0,1,1,0,4,0,1,0,3,0.0,0.2,0.2,0,,,,deveaan01
42,Andre Petersson,21,OTT,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,peteran02
43,Andreas Engqvist,24,MTL,C,12,0,0.00,0.00,0.00,0.00,0.33,0.25,0,0,0,0,1,0,4,2,-1,-0.2,0.1,-0.2,0,,,,engqvan01
44,Andreas Lilja,36,PHI,D,46,2,0.00,0.13,0.13,0.04,0.74,0.76,0,7,7,2,23,0,18,4,9,-0.1,1.8,1.7,0,,,,liljaan01
45,Andreas Nödl,24,TOT,RW,60,3,0.05,0.08,0.13,0.05,0.13,1.10,3,5,8,3,11,0,17,1,-5,-0.7,0.5,-0.2,0,,,,nodlan01
45,Andreas Nödl,24,CAR,RW,48,3,0.06,0.08,0.15,0.06,0.13,1.25,3,4,7,3,10,0,14,0,-4,-0.5,0.5,0.0,0,,,,nodlan01
45,Andreas Nödl,24,PHI,RW,12,0,0.00,0.08,0.08,0.02,0.17,0.50,0,1,1,0,1,0,3,1,-1,-0.2,0.1,-0.2,0,,,,nodlan01
46,Andrei Kostitsyn,26,TOT,LW,72,14,0.22,0.28,0.50,0.20,0.36,1.69,19,22,41,16,55,11,45,0,-1,2.8,1.3,4.1,0,,,,kostian01
46,Andrei Kostitsyn,26,MTL,LW,53,10,0.23,0.23,0.45,0.19,0.30,1.75,14,13,27,11,37,8,37,0,-8,1.8,0.6,2.5,2,0,2,0.0,kostian01
46,Andrei Kostitsyn,26,NSH,LW,19,4,0.21,0.42,0.63,0.22,0.53,1.53,5,9,14,5,18,3,8,0,7,1.0,0.6,1.6,2,1,1,50.0,kostian01
47,Andrei Loktionov,21,LAK,C,39,3,0.08,0.10,0.18,0.07,0.05,1.54,3,4,7,3,11,1,14,0,-4,-0.3,0.6,0.3,0,,,,loktian01
48,Andrei Markov,33,MTL,D,13,1,0.00,0.23,0.23,0.06,0.31,1.31,0,3,3,1,10,4,10,0,-4,0.1,0.2,0.3,2,0,2,0.0,markoan01
49,Andrej Meszároš,26,PHI,D,62,9,0.11,0.29,0.40,0.14,0.61,1.84,8,20,28,10,64,9,65,16,6,2.1,2.5,4.6,0,,,,meszaan01
50,Andrej Sekera,25,BUF,D,69,4,0.04,0.14,0.19,0.06,0.26,1.28,3,11,14,5,56,6,63,16,3,0.2,3.2,3.4,0,,,,sekeran01
51,Andrew Alberts,30,VAN,D,44,1,0.05,0.02,0.07,0.03,0.91,0.43,2,1,3,1,22,0,24,6,4,-0.2,1.6,1.4,0,,,,alberan01
52,Andrew Brunette,38,CHI,LW,78,10,0.15,0.19,0.35,0.13,0.05,0.96,14,16,30,12,52,18,48,1,-13,1.4,0.3,1.7,0,,,,brunean01
53,Andrew Cogliano,24,ANA,C,82,11,0.16,0.16,0.32,0.13,0.18,1.40,15,14,29,12,48,5,59,12,-4,1.0,1.3,2.2,0,,,,coglian01
54,Andrew Desjardins,25,SJS,C,76,6,0.05,0.17,0.22,0.07,0.62,1.05,5,14,19,7,23,0,25,6,4,0.3,1.0,1.2,0,,,,desjaan01
55,Andrew Ebbett,29,VAN,C,18,3,0.28,0.06,0.33,0.16,0.33,1.50,6,1,7,4,10,3,5,0,2,0.7,0.3,1.0,0,,,,ebbetan01
56,Andrew Ference,32,BOS,D,72,8,0.08,0.25,0.33,0.11,0.64,1.49,7,20,27,9,61,5,57,10,9,1.9,2.9,4.7,0,,,,ferenan01
57,Andrew Gordon,26,ANA,RW,37,2,0.05,0.08,0.14,0.05,0.16,1.03,2,3,5,2,5,0,25,10,-10,-0.4,0.0,-0.3,0,,,,gordoan01
58,Andrew Joudrey,27,CBJ,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,joudran01
59,Andrew Ladd,26,WPG,LW,82,21,0.34,0.27,0.61,0.26,0.78,3.23,32,24,56,24,77,20,75,10,-8,4.2,1.2,5.4,3,1,2,33.3,laddan01
60,Andrew MacDonald,25,NYI,D,75,6,0.07,0.19,0.25,0.08,0.35,0.95,6,15,21,7,62,5,80,18,-5,0.6,4.0,4.6,0,,,,macdoan01
61,Andrew Murray,30,SJS,C,39,1,0.03,0.08,0.10,0.03,0.10,0.85,1,3,4,1,9,0,11,5,3,-0.3,0.5,0.2,0,,,,murraan01
62,Andrew Raycroft,31,DAL,G,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3,0,,,,raycran01
63,Andrew Shaw,20,CHI,C,37,9,0.32,0.30,0.62,0.25,1.35,2.00,14,12,26,11,31,6,29,3,-1,2.3,0.4,2.7,2,0,2,0.0,shawan01
64,Andy Greene,29,NJD,D,56,5,0.02,0.27,0.29,0.08,0.29,0.95,1,16,17,5,48,3,49,7,3,0.6,3.0,3.6,0,,,,greenan01
65,Andy McDonald,34,STL,C,25,9,0.40,0.48,0.88,0.35,0.08,2.56,11,13,24,10,28,9,16,1,4,2.3,0.8,3.1,4,2,2,50.0,mcdonan01
66,Andy Miele,23,PHX,C,7,0,0.00,0.00,0.00,0.00,0.86,0.57,0,0,0,0,0,0,3,0,-3,-0.2,-0.1,-0.2,1,0,1,0.0,mielean01
67,Andy Sutton,36,EDM,D,52,3,0.06,0.13,0.19,0.07,1.54,0.79,3,8,11,4,30,0,33,8,5,0.4,2.4,2.8,0,,,,suttoan01
68,Anthony Stewart,27,CAR,C,77,8,0.12,0.14,0.26,0.11,0.39,0.83,10,12,22,9,26,2,26,0,-2,1.6,0.6,2.2,0,,,,stewaan01
69,Antoine Vermette,29,TOT,C,82,13,0.13,0.32,0.45,0.16,0.34,1.82,12,29,41,14,65,17,80,19,-13,1.4,1.0,2.4,0,,,,vermean01
69,Antoine Vermette,29,CBJ,C,60,9,0.13,0.32,0.45,0.16,0.20,1.77,9,21,30,11,43,12,67,19,-17,1.0,0.5,1.5,1,0,1,0.0,vermean01
69,Antoine Vermette,29,PHX,C,22,3,0.14,0.32,0.45,0.16,0.73,1.95,3,8,11,4,22,5,13,0,4,0.4,0.6,1.0,0,,,,vermean01
70,Anton Babchuk,27,CGY,D,32,3,0.06,0.25,0.31,0.10,0.19,1.50,2,9,11,4,24,9,13,0,2,0.8,1.3,2.1,0,,,,babchan01
71,Anton Khudobin,25,BOS,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0,,,,khudoan01
72,Anton Lander,20,EDM,C,56,2,0.04,0.07,0.11,0.04,0.21,0.96,2,4,6,2,14,1,33,12,-8,-0.8,0.4,-0.4,2,0,2,0.0,landean01
73,Anton Strålman,25,NYR,D,53,5,0.04,0.30,0.34,0.10,0.38,1.04,2,17,19,6,41,6,29,3,9,1.2,2.8,4.0,0,,,,stralan01
74,Anton Volchenkov,29,NJD,D,72,3,0.03,0.13,0.15,0.05,0.47,0.88,2,10,12,4,43,0,55,15,3,-0.1,3.5,3.4,0,,,,volchan01
75,Antti Miettinen,31,WPG,RW,45,5,0.11,0.18,0.29,0.11,0.00,1.29,6,9,15,6,18,5,20,2,-5,0.5,0.3,0.8,1,0,1,0.0,miettan01
76,Antti Niemi,28,SJS,G,68,0,0.00,0.00,0.00,0.00,0.03,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,11.6,0,,,,niemian02
77,Anže Kopitar,24,LAK,C,82,27,0.30,0.62,0.93,0.33,0.24,2.80,28,56,84,31,101,33,70,14,12,6.4,3.1,9.5,9,1,8,11.1,kopitan01
78,Arron Asham,33,PIT,RW,64,6,0.08,0.17,0.25,0.09,1.19,0.77,6,12,18,7,24,0,29,0,-5,0.7,0.3,1.0,0,,,,ashamar01
79,Artem Anisimov,23,NYR,C,79,14,0.20,0.25,0.46,0.18,0.43,1.67,18,22,40,16,52,9,35,4,12,2.4,2.0,4.4,2,0,2,0.0,anisiar01
80,Artūrs Kulda,23,WPG,D,9,0,0.00,0.00,0.00,0.00,0.44,0.89,0,0,0,0,5,0,2,0,3,-0.1,0.4,0.3,0,,,,kuldaar01
81,B.J. Crombeen,26,STL,RW,40,1,0.03,0.05,0.08,0.03,1.78,1.25,1,2,3,1,4,0,6,0,-2,-0.5,0.4,-0.1,0,,,,crombbj01
82,Barret Jackman,30,STL,D,81,4,0.01,0.15,0.16,0.05,0.70,1.01,1,13,14,4,51,0,55,24,20,-0.4,5.9,5.5,0,,,,jackmba01
83,Ben Bishop,25,OTT,G,10,0,0.00,0.00,0.00,0.00,0.20,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,bishobe01
84,Ben Eager,28,EDM,LW,63,6,0.13,0.08,0.21,0.09,1.70,1.10,9,5,14,6,16,0,18,1,-1,0.8,0.6,1.4,0,,,,eagerbe01
85,Ben Holmstrom,24,PHI,C,5,0,0.00,0.00,0.00,0.00,0.40,0.60,0,0,0,0,1,0,2,1,0,-0.1,0.0,-0.1,0,,,,holmsbe01
86,Ben Lovejoy,27,PIT,D,34,2,0.03,0.12,0.15,0.05,0.38,1.41,1,4,5,2,16,1,12,0,3,0.1,1.0,1.1,0,,,,lovejbe01
87,Ben Maxwell,23,TOT,C,15,2,0.07,0.33,0.40,0.13,0.13,0.67,1,5,6,2,6,0,3,1,4,0.5,0.3,0.8,0,,,,maxwebe01
87,Ben Maxwell,23,WPG,C,9,2,0.11,0.44,0.56,0.18,0.00,0.44,1,4,5,2,5,0,3,1,3,0.5,0.2,0.7,0,,,,maxwebe01
87,Ben Maxwell,23,ANA,C,6,0,0.00,0.17,0.17,0.05,0.33,1.00,0,1,1,0,1,0,0,0,1,0.0,0.1,0.1,0,,,,maxwebe01
88,Ben Scrivens,25,TOR,G,12,0,0.00,0.00,0.00,0.00,0.33,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.7,0,,,,scrivbe01
89,Ben Smith,23,CHI,RW,13,1,0.15,0.00,0.15,0.08,0.00,1.38,2,0,2,1,5,0,10,0,-5,0.1,-0.1,0.0,0,,,,smithbe01
90,Benn Ferriero,24,SJS,C,35,4,0.20,0.03,0.23,0.11,0.23,1.94,8,1,9,5,12,0,12,0,0,0.5,0.5,0.9,0,,,,ferribe01
91,Benoît Pouliot,25,BOS,LW,74,13,0.22,0.22,0.43,0.18,0.51,1.45,18,17,35,14,51,7,26,0,18,3.0,1.5,4.4,3,1,2,33.3,poulibe01
92,Bill Sweatt,23,VAN,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,sweatbi01
93,Bill Thomas,28,FLA,RW,7,1,0.14,0.00,0.14,0.08,0.00,1.29,1,0,1,1,1,0,2,1,0,0.1,0.1,0.1,0,,,,thomabi01
94,Blair Jones,25,TOT,C,43,3,0.07,0.12,0.19,0.07,0.42,1.35,3,5,8,3,11,2,16,6,-1,-0.1,0.5,0.4,0,,,,jonesbl01
94,Blair Jones,25,TBL,C,22,2,0.09,0.09,0.18,0.07,0.45,0.95,2,2,4,2,4,0,9,2,-3,0.2,0.0,0.2,0,,,,jonesbl01
94,Blair Jones,25,CGY,C,21,1,0.05,0.14,0.19,0.06,0.38,1.76,1,3,4,1,7,2,7,4,2,-0.3,0.5,0.2,2,1,1,50.0,jonesbl01
95,Blake Comeau,25,TOT,RW,74,5,0.07,0.14,0.20,0.07,0.41,1.85,6,11,17,6,26,3,38,4,-11,-1.0,1.0,0.0,0,,,,comeabl01
95,Blake Comeau,25,CGY,RW,58,5,0.09,0.17,0.26,0.09,0.41,2.02,6,11,17,6,25,2,27,4,0,-0.4,1.2,0.8,1,0,1,0.0,comeabl01
95,Blake Comeau,25,NYI,RW,16,0,0.00,0.00,0.00,0.00,0.38,1.25,0,0,0,0,1,1,11,0,-11,-0.6,-0.2,-0.8,0,,,,comeabl01
96,Blake Geoffrion,23,TOT,LW,35,2,0.06,0.09,0.14,0.05,0.77,0.83,2,3,5,2,8,0,8,0,0,-0.3,0.4,0.1,0,,,,geoffbl01
96,Blake Geoffrion,23,NSH,LW,22,1,0.00,0.14,0.14,0.04,0.77,0.55,0,3,3,1,4,0,6,0,-2,-0.3,0.2,-0.2,0,,,,geoffbl01
96,Blake Geoffrion,23,MTL,LW,13,1,0.15,0.00,0.15,0.08,0.77,1.31,2,0,2,1,4,0,2,0,2,0.0,0.3,0.3,0,,,,geoffbl01
97,Blake Wheeler,25,WPG,RW,80,22,0.21,0.59,0.80,0.27,0.69,2.60,19,52,71,25,95,24,71,3,3,4.8,1.6,6.4,6,4,2,66.7,wheelbl01
98,Bobby Butler,24,OTT,LW,56,6,0.11,0.18,0.29,0.11,0.21,1.54,7,11,18,7,34,1,25,0,8,0.7,0.8,1.5,2,1,1,50.0,butlebo01
99,Bobby Ryan,24,ANA,RW,82,24,0.38,0.32,0.70,0.29,0.65,2.49,35,28,63,27,73,15,62,5,1,5.7,1.8,7.5,5,2,3,40.0,ryanbo01
100,Bobby Sanguinetti,23,CAR,D,3,0,0.00,0.00,0.00,0.00,0.00,1.67,0,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0,,,,sangubo01
101,Boyd Gordon,28,PHX,RW,75,8,0.11,0.20,0.31,0.11,0.13,1.52,9,16,25,9,38,0,50,21,9,0.1,1.7,1.7,1,0,1,0.0,gordobo01
102,Bracken Kearns,30,FLA,C,5,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,kearnbr01
103,Brad Boyes,29,BUF,C,65,8,0.12,0.23,0.35,0.13,0.09,1.54,9,16,25,9,35,13,21,1,2,1.1,1.0,2.0,12,5,7,41.7,boyesbr01
104,Brad Malone,22,COL,C,9,1,0.00,0.22,0.22,0.06,0.00,0.67,0,2,2,1,2,0,1,0,1,0.0,0.2,0.1,0,,,,malonbr01
105,Brad Marchand,23,BOS,C,76,23,0.37,0.36,0.72,0.30,1.14,2.20,32,30,62,26,80,14,45,10,31,5.8,2.3,8.1,0,,,,marchbr03
106,Brad Mills,28,NJD,C,27,0,0.00,0.04,0.04,0.01,1.19,0.67,0,1,1,0,2,0,15,3,-10,-0.4,-0.2,-0.6,0,,,,millsbr01
107,Brad Richards,31,NYR,C,82,24,0.30,0.50,0.80,0.30,0.27,2.79,28,45,73,28,91,35,59,2,-1,5.5,2.0,7.5,9,1,8,11.1,richabr01
108,Brad Richardson,26,LAK,RW,59,3,0.08,0.05,0.14,0.06,0.51,1.66,6,3,9,4,17,0,26,3,-6,-0.7,0.9,0.2,0,,,,richabr02
109,Brad Staubitz,27,TOT,RW,62,1,0.02,0.00,0.02,0.01,1.95,0.44,1,0,1,1,5,0,10,0,-5,-0.9,0.3,-0.6,0,,,,staubbr01
109,Brad Staubitz,27,MIN,RW,43,0,0.00,0.00,0.00,0.00,1.70,0.40,0,0,0,0,2,0,9,0,-7,-0.8,0.1,-0.7,0,,,,staubbr01
109,Brad Staubitz,27,MTL,RW,19,1,0.05,0.00,0.05,0.03,2.53,0.53,1,0,1,1,3,0,1,0,2,-0.1,0.2,0.1,0,,,,staubbr01
110,Brad Stuart,32,DET,D,81,7,0.07,0.19,0.26,0.09,0.36,1.19,7,16,23,8,69,1,82,30,16,1.0,4.5,5.5,0,,,,stuarbr02
111,Brad Thiessen,25,PIT,G,5,0,0.00,0.00,0.00,0.00,0.40,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1,0,,,,thiesbr01
112,Brad Winchester,30,SJS,LW,67,4,0.09,0.06,0.15,0.06,1.31,1.07,7,4,11,5,11,0,16,0,-5,0.3,0.4,0.7,1,0,1,0.0,winchbr01
113,Braden Holtby,22,WSH,G,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,holtbbr01
114,Brandon Bollig,25,CHI,LW,18,0,0.00,0.00,0.00,0.00,3.22,0.89,0,0,0,0,1,0,3,0,-2,-0.3,0.0,-0.3,0,,,,bollibr01
115,Brandon Dubinsky,25,NYR,C,77,12,0.13,0.31,0.44,0.15,1.43,1.82,11,26,37,13,61,13,43,11,16,1.4,2.2,3.6,0,,,,dubinbr01
116,Brandon Manning,21,PHI,D,4,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,2,0,1,0,1,-0.1,0.2,0.1,0,,,,mannibr01
117,Brandon McMillan,21,ANA,LW,25,1,0.00,0.16,0.16,0.04,0.80,1.04,0,4,4,1,8,0,26,8,-10,-0.3,-0.1,-0.4,0,,,,mcmilbr01
118,Brandon Pirri,20,CHI,C,5,1,0.00,0.40,0.40,0.11,0.00,1.00,0,2,2,1,4,0,3,1,2,0.0,0.1,0.2,0,,,,pirribr01
119,Brandon Prust,27,NYR,LW,82,6,0.06,0.15,0.21,0.07,1.90,0.83,6,13,19,7,28,0,36,7,-1,-0.3,1.1,0.8,0,,,,prustbr01
120,Brandon Saad,19,CHI,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,0,0,-0.1,0.0,-0.1,0,,,,saadbr01
121,Brandon Segal,28,TBL,RW,10,0,0.00,0.00,0.00,0.00,0.40,0.80,0,0,0,0,0,0,2,0,-2,-0.2,0.0,-0.2,0,,,,segalbr01
122,Brandon Sutter,22,CAR,C,82,14,0.21,0.18,0.39,0.17,0.26,2.09,19,16,35,15,43,4,67,25,-3,1.7,1.5,3.2,1,0,1,0.0,suttebr03
123,Brandon Yip,26,TOT,RW,35,3,0.09,0.11,0.20,0.08,0.80,1.17,3,4,7,3,13,2,10,0,1,0.1,0.5,0.5,0,,,,yipbr01
123,Brandon Yip,26,NSH,RW,25,3,0.12,0.16,0.28,0.11,0.80,1.16,3,4,7,3,11,2,9,0,0,0.3,0.3,0.6,0,,,,yipbr01
123,Brandon Yip,26,COL,RW,10,0,0.00,0.00,0.00,0.00,0.80,1.20,0,0,0,0,2,0,1,0,1,-0.3,0.2,-0.1,0,,,,yipbr01
124,Brayden McNabb,21,BUF,D,25,2,0.04,0.28,0.32,0.10,0.60,0.92,1,8,9,3,15,1,17,2,-1,0.5,0.9,1.4,0,,,,mcnabbr01
125,Brayden Schenn,20,PHI,C,54,8,0.22,0.11,0.33,0.15,0.63,1.80,14,7,21,10,34,12,31,2,-7,1.2,0.3,1.5,1,0,1,0.0,schenbr01
126,Braydon Coburn,26,PHI,D,81,8,0.05,0.25,0.30,0.09,0.69,1.40,5,22,27,9,74,2,98,36,10,1.0,3.6,4.7,0,,,,coburbr01
127,Brendan Bell,28,NYR,D,1,0,0.00,0.00,0.00,0.00,0.00,2.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,bellbr02
128,Brendan Mikkelson,24,TBL,D,41,1,0.02,0.05,0.07,0.03,0.32,1.10,1,2,3,1,23,5,22,0,-4,-0.2,0.6,0.3,0,,,,mikkebr01
129,Brendan Morrison,36,TOT,C,39,4,0.10,0.18,0.28,0.10,0.31,1.10,5,8,13,5,17,3,22,3,-5,0.2,0.4,0.6,0,,,,morribr01
