,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
130,Brett Festerling,24,ANA,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.2,0,,,,festebr01
131,Brett Lebda,29,TOR,D,41,1,0.02,0.07,0.10,0.03,0.34,0.83,1,3,4,1,16,2,29,1,-14,-0.1,0.0,-0.1,0,,,,lebdabr01
132,Brett Maclean,22,PHX,LW,13,1,0.15,0.08,0.23,0.10,0.15,1.23,2,1,3,1,6,1,5,0,0,0.2,0.1,0.3,0,,,,maclebr02
133,Brett Sterling,26,PIT,LW,7,2,0.43,0.29,0.71,0.31,2.29,2.00,3,2,5,2,8,4,3,0,1,0.6,0.2,0.7,0,,,,sterlbr01
134,Brett Sutter,23,TOT,C,5,0,0.00,0.20,0.20,0.05,1.00,0.60,0,1,1,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,suttebr04
134,Brett Sutter,23,CGY,C,4,0,0.00,0.25,0.25,0.07,1.25,0.75,0,1,1,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,suttebr04
134,Brett Sutter,23,CAR,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,suttebr04
135,Brian Boucher,34,PHI,G,34,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.7,0,,,,bouchbr01
136,Brian Boyle,26,NYR,C,82,15,0.26,0.17,0.43,0.18,0.90,2.66,23,15,38,17,47,6,53,14,2,2.5,1.7,4.2,2,0,2,0.0,boylebr01
137,Brian Campbell,31,CHI,D,65,9,0.08,0.34,0.42,0.13,0.09,1.29,5,23,28,9,75,14,46,13,28,1.8,5.2,6.9,0,,,,campbbr02
138,Brian Elliott,25,TOT,G,55,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.6,0,,,,elliobr01
138,Brian Elliott,25,OTT,G,43,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,4.2,0,,,,elliobr01
138,Brian Elliott,25,COL,G,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,elliobr01
139,Brian Fahey,29,WSH,D,7,0,0.00,0.14,0.14,0.04,0.29,0.57,0,1,1,0,3,0,4,0,-1,0.0,0.1,0.1,0,,,,faheybr01
140,Brian Gionta,32,MTL,RW,82,20,0.35,0.21,0.56,0.25,0.29,3.63,32,18,50,22,78,26,61,12,3,3.6,2.2,5.8,6,1,5,16.7,giontbr01
141,Brian Lee,23,OTT,D,50,1,0.00,0.06,0.06,0.02,0.48,0.70,0,3,3,1,26,0,42,6,-10,-0.7,1.5,0.8,0,,,,leebr01
142,Brian Rafalski,37,DET,D,63,14,0.06,0.70,0.76,0.22,0.35,1.68,4,47,51,15,100,35,55,1,11,4.1,3.2,7.4,0,,,,rafalbr01
143,Brian Rolston,37,NJD,C,65,13,0.22,0.31,0.52,0.20,0.52,2.58,15,21,36,14,44,13,41,4,-6,2.0,1.6,3.7,2,1,1,50.0,rolstbr01
144,Brian Strait,23,PIT,D,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,straibr01
145,Brian Sutherby,28,DAL,C,51,2,0.04,0.04,0.08,0.03,1.14,0.63,2,2,4,2,6,0,22,6,-10,-0.4,0.0,-0.4,0,,,,suthebr01
146,Brian Willsie,32,WSH,RW,1,0,0.00,1.00,1.00,0.27,0.00,0.00,0,1,1,0,1,0,1,0,0,0.1,0.0,0.1,0,,,,willsbr01
147,Brodie Dupont,23,NYR,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,duponbr01
148,Brooks Laich,27,WSH,C,82,17,0.20,0.39,0.59,0.21,0.56,2.52,18,34,52,19,74,28,47,15,14,2.8,2.4,5.1,1,0,1,0.0,laichbr01
149,Brooks Orpik,30,PIT,D,63,4,0.02,0.19,0.21,0.06,1.05,0.89,1,13,14,4,50,1,54,17,12,0.0,4.0,4.0,0,,,,orpikbr01
150,Bruno Gervais,26,NYI,D,53,2,0.00,0.11,0.11,0.03,0.57,0.81,0,6,6,2,20,0,40,6,-14,-0.3,0.6,0.2,0,,,,gervabr01
151,Bryan Allen,30,TOT,D,72,6,0.06,0.18,0.24,0.08,1.14,0.81,4,14,18,6,56,0,68,11,-1,0.8,3.1,3.8,0,,,,allenbr01
151,Bryan Allen,30,FLA,D,53,4,0.08,0.15,0.23,0.08,1.19,0.94,4,9,13,5,44,0,56,7,-5,0.6,2.2,2.7,0,,,,allenbr01
151,Bryan Allen,30,CAR,D,19,1,0.00,0.26,0.26,0.07,1.00,0.42,0,5,5,1,12,0,12,4,4,0.2,0.9,1.1,0,,,,allenbr01
152,Bryan Bickell,24,CHI,LW,78,14,0.22,0.26,0.47,0.19,0.51,1.67,19,21,40,16,56,9,41,0,6,2.8,1.3,4.1,0,,,,bickebr01
153,Bryan Little,23,ATL,C,76,18,0.24,0.39,0.63,0.24,0.43,2.08,20,32,52,20,84,22,72,21,11,3.4,1.9,5.3,10,3,7,30.0,littlbr01
154,Bryan McCabe,35,TOT,D,67,9,0.10,0.31,0.42,0.14,0.51,1.82,7,22,29,10,60,18,47,7,2,2.3,3.4,5.7,0,,,,mccabbr01
154,Bryan McCabe,35,FLA,D,48,7,0.10,0.35,0.46,0.15,0.58,1.83,5,18,23,8,46,11,38,6,3,1.8,2.8,4.6,0,,,,mccabbr01
154,Bryan McCabe,35,NYR,D,19,2,0.11,0.21,0.32,0.11,0.32,1.79,2,4,6,2,14,7,9,1,-1,0.5,0.6,1.1,0,,,,mccabbr01
155,Bryan Rodney,26,CAR,D,3,0,0.00,0.00,0.00,0.00,0.67,1.00,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,,,,rodnebr01
156,Cal Clutterbuck,23,MIN,RW,76,14,0.25,0.20,0.45,0.19,1.04,2.51,21,16,37,16,49,11,50,7,-5,2.3,1.3,3.6,1,0,1,0.0,cluttca01
157,Cal O'Reilly,24,NSH,C,38,6,0.16,0.32,0.47,0.17,0.05,1.16,7,13,20,7,30,5,23,2,4,0.8,0.9,1.7,6,3,3,50.0,oreilca01
158,Cam Barker,24,MIN,D,52,2,0.02,0.08,0.10,0.03,0.65,0.85,1,4,5,2,25,2,37,4,-10,-0.3,1.3,0.9,0,,,,barkeca01
159,Cam Fowler,19,ANA,D,76,13,0.13,0.39,0.53,0.17,0.26,1.62,11,32,43,15,84,42,68,1,-25,3.5,1.6,5.0,1,1,0,100.0,fowleca01
160,Cam Janssen,26,STL,RW,54,1,0.02,0.06,0.07,0.03,2.43,0.30,1,3,4,1,6,0,12,0,-6,-0.2,0.0,-0.2,0,,,,janssca01
161,Cam Ward,26,CAR,G,74,0,0.00,0.01,0.01,0.00,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,16.8,0,,,,wardca01
162,Cameron Gaunce,20,COL,D,11,1,0.09,0.00,0.09,0.05,1.45,0.36,1,0,1,1,2,0,8,3,-3,0.1,0.0,0.1,0,,,,gauncca01
163,Carey Price,23,MTL,G,72,1,0.00,0.03,0.03,0.01,0.18,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,15.4,0,,,,priceca01
164,Carl Gunnarsson,24,TOR,D,68,7,0.06,0.24,0.29,0.10,0.21,1.01,4,17,21,7,46,6,70,28,-2,1.2,2.5,3.7,0,,,,gunnaca01
165,Carl Klingberg,20,ATL,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,klingca01
166,Carlo Colaiacovo,28,STL,D,65,9,0.09,0.31,0.40,0.13,0.35,1.25,7,21,28,10,54,19,43,4,-4,2.2,2.0,4.2,0,,,,colaica01
167,Carson McMillan,22,MIN,RW,4,1,0.25,0.25,0.50,0.20,0.00,1.25,1,1,2,1,3,0,2,0,1,0.2,0.1,0.3,0,,,,mcmilca01
168,Casey Wellman,23,MIN,C,15,1,0.07,0.07,0.13,0.05,0.27,1.33,1,1,2,1,4,1,4,0,-1,-0.1,0.2,0.0,0,,,,wellmca01
169,Cédrick Desjardins,25,TBL,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0,,,,desjace01
170,Chad Johnson,24,NYR,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1,0,,,,johnsch02
171,Chad Kolarik,25,NYR,RW,4,0,0.00,0.25,0.25,0.07,0.50,1.00,0,1,1,0,2,0,3,0,-1,0.0,0.0,0.0,0,,,,kolarch01
172,Chad Larose,28,CAR,RW,82,13,0.20,0.18,0.38,0.16,0.72,2.15,18,16,34,14,42,4,71,12,-21,1.4,0.5,1.9,0,,,,larosch01
173,Chris Butler,24,BUF,D,49,3,0.04,0.14,0.18,0.06,0.53,1.06,2,7,9,3,44,6,35,5,8,0.2,2.4,2.5,0,,,,butlech01
174,Chris Campoli,26,TOT,D,77,7,0.05,0.22,0.27,0.09,0.47,1.09,4,18,22,7,57,6,65,14,0,1.1,3.7,4.7,0,,,,campoch01
174,Chris Campoli,26,OTT,D,58,5,0.05,0.19,0.24,0.08,0.59,1.02,3,12,15,5,40,5,50,12,-3,0.6,2.7,3.3,0,,,,campoch01
174,Chris Campoli,26,CHI,D,19,2,0.05,0.32,0.37,0.11,0.11,1.32,1,6,7,2,17,1,15,2,3,0.4,1.0,1.4,0,,,,campoch01
175,Chris Clark,34,CBJ,RW,53,5,0.09,0.19,0.28,0.10,0.72,1.57,5,11,16,6,23,4,33,11,-3,-0.1,0.7,0.6,0,,,,clarkch01
176,Chris Conner,27,PIT,RW,60,6,0.12,0.15,0.27,0.10,0.17,1.52,8,10,18,7,27,2,21,1,5,0.5,1.0,1.5,1,0,1,0.0,connech01
177,Chris Drury,34,NYR,C,24,2,0.04,0.17,0.21,0.07,0.33,1.08,1,4,5,2,10,1,12,5,2,-0.2,0.4,0.3,1,0,1,0.0,drurych01
178,Chris Higgins,27,TOT,C,62,11,0.21,0.24,0.45,0.18,0.26,2.58,14,16,30,12,38,2,37,6,5,1.6,1.5,3.0,0,,,,higgich01
178,Chris Higgins,27,FLA,C,48,9,0.23,0.25,0.48,0.19,0.21,2.63,12,13,25,10,30,0,30,5,5,1.4,1.3,2.7,2,0,2,0.0,higgich01
178,Chris Higgins,27,VAN,C,14,2,0.14,0.21,0.36,0.13,0.43,2.43,2,3,5,2,8,2,7,1,0,0.2,0.2,0.4,0,,,,higgich01
179,Chris Kelly,30,TOT,C,81,12,0.17,0.17,0.35,0.14,0.41,1.40,15,15,30,12,39,1,70,19,-13,1.1,1.0,2.1,0,,,,kellych01
179,Chris Kelly,30,OTT,C,57,10,0.21,0.19,0.40,0.17,0.47,1.56,13,12,25,10,28,1,55,16,-12,1.4,0.7,2.1,0,,,,kellych01
179,Chris Kelly,30,BOS,C,24,2,0.08,0.13,0.21,0.08,0.25,1.00,2,3,5,2,11,0,15,3,-1,-0.3,0.3,0.0,0,,,,kellych01
180,Chris Kunitz,31,PIT,LW,66,19,0.35,0.38,0.73,0.29,0.71,2.02,25,27,52,21,81,28,38,3,18,4.4,2.2,6.5,5,2,3,40.0,kunitch01
181,Chris Mason,34,ATL,G,33,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,3.1,0,,,,masonch02
182,Chris Mueller,24,NSH,C,15,1,0.00,0.20,0.20,0.05,0.13,0.47,0,3,3,1,4,0,4,0,0,0.0,0.2,0.1,0,,,,muellch01
183,Chris Neil,31,OTT,RW,80,6,0.08,0.13,0.20,0.08,2.63,1.31,7,11,18,7,33,3,44,0,-14,-0.5,0.8,0.3,0,,,,neilch01
184,Chris Osgood,38,DET,G,11,0,0.00,0.00,0.00,0.00,0.36,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4,0,,,,osgooch01
185,Chris Phillips,32,OTT,D,82,3,0.01,0.10,0.11,0.03,0.39,0.99,1,9,10,3,46,2,106,27,-35,-0.9,1.8,0.9,0,,,,phillch02
186,Chris Porter,26,STL,C,45,3,0.07,0.09,0.16,0.06,0.36,1.22,3,4,7,3,13,0,17,0,-4,-0.2,0.3,0.1,0,,,,portech01
187,Chris Pronger,36,PHI,D,50,8,0.08,0.42,0.50,0.16,0.88,2.24,4,22,26,8,66,24,54,19,7,1.9,2.3,4.2,0,,,,prongch01
188,Chris Stewart,23,TOT,RW,62,22,0.45,0.40,0.85,0.35,0.85,2.61,31,27,58,24,71,26,51,0,-6,5.9,0.8,6.7,0,,,,stewach02
188,Chris Stewart,23,COL,RW,36,12,0.36,0.47,0.83,0.32,1.06,2.64,14,18,32,13,41,15,36,0,-10,3.0,0.1,3.1,2,1,1,50.0,stewach02
188,Chris Stewart,23,STL,RW,26,10,0.58,0.31,0.88,0.40,0.58,2.58,17,9,26,12,30,11,15,0,4,2.9,0.7,3.6,2,0,2,0.0,stewach02
189,Chris Summers,22,PHX,D,2,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,3,0,-3,0.0,-0.2,-0.2,0,,,,summech01
190,Chris Tanev,21,VAN,D,29,0,0.00,0.03,0.03,0.01,0.00,0.52,0,1,1,0,13,1,15,3,0,-0.4,0.8,0.5,0,,,,tanevch01
191,Chris Thorburn,27,ATL,C,82,8,0.11,0.12,0.23,0.09,0.94,1.39,10,11,21,8,36,5,56,21,-4,-0.1,1.0,0.9,0,,,,thorbch01
192,Chris VandeVelde,23,EDM,C,12,1,0.00,0.17,0.17,0.04,1.00,1.33,0,2,2,1,7,4,12,3,-6,-0.4,0.0,-0.4,0,,,,vandech01
193,Christian Ehrhoff,28,VAN,D,79,17,0.18,0.46,0.63,0.22,0.66,2.65,15,38,53,19,123,51,59,6,19,4.8,5.6,10.4,0,,,,ehrhoch01
194,Christian Hanson,24,TOR,RW,6,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,0,0,0,0,0,-0.1,0.1,-0.1,0,,,,hansoch01
195,Chuck Kobasew,28,MIN,RW,63,7,0.14,0.11,0.25,0.11,0.30,1.17,10,7,17,7,23,3,28,2,-6,0.6,0.7,1.3,0,,,,kobasch01
196,Clarke MacArthur,25,TOR,LW,82,23,0.26,0.50,0.76,0.27,0.45,1.88,23,44,67,25,80,24,59,0,-3,5.2,1.4,6.6,1,0,1,0.0,macarcl01
197,Claude Giroux,23,PHI,RW,82,28,0.30,0.62,0.93,0.34,0.57,2.06,28,55,83,30,98,26,69,17,20,6.7,2.1,8.8,9,2,7,22.2,giroucl01
198,Clay Wilson,27,FLA,D,15,2,0.20,0.13,0.33,0.14,0.40,1.47,3,2,5,2,13,1,8,0,4,0.6,0.9,1.5,0,,,,wilsocl01
199,Clayton Stoner,25,MIN,D,57,3,0.04,0.12,0.16,0.05,1.68,0.70,2,7,9,3,30,1,32,8,5,0.1,2.8,2.9,0,,,,stonecl01
200,Cody Almond,21,MIN,C,8,0,0.00,0.00,0.00,0.00,0.25,0.38,0,0,0,0,1,0,2,1,0,-0.2,0.1,-0.1,0,,,,almonco01
201,Cody Bass,24,OTT,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,bassco01
202,Cody Franson,23,NSH,D,80,10,0.10,0.26,0.36,0.12,0.38,1.95,9,22,31,11,53,11,34,2,10,2.6,3.7,6.3,3,1,2,33.3,fransco01
203,Cody Hodgson,20,VAN,C,8,1,0.13,0.13,0.25,0.10,0.00,1.13,1,1,2,1,2,0,1,0,1,0.1,0.1,0.3,0,,,,hodgsco01
204,Cody McCormick,27,BUF,C,81,8,0.10,0.15,0.25,0.09,1.75,1.28,9,13,22,8,31,1,29,1,2,0.5,1.0,1.5,0,,,,mccorco01
205,Cody McLeod,26,COL,LW,71,4,0.07,0.04,0.11,0.05,2.66,1.03,5,3,8,4,23,4,27,1,-7,-0.6,0.3,-0.2,0,,,,mcleoco01
206,Colby Armstrong,28,TOR,RW,50,8,0.16,0.30,0.46,0.17,0.76,1.38,9,16,25,9,32,1,45,13,-1,1.1,0.8,1.9,2,2,0,100.0,armstco01
207,Colby Cohen,21,COL,D,3,0,0.00,0.00,0.00,0.00,1.33,0.67,0,0,0,0,2,1,3,1,-1,-0.1,0.0,0.0,0,,,,cohenco01
208,Colin Fraser,26,EDM,C,67,2,0.04,0.03,0.07,0.03,0.90,0.85,3,2,5,2,14,0,36,20,-2,-1.1,0.7,-0.4,1,0,1,0.0,fraseco01
209,Colin Greening,24,OTT,C,24,5,0.25,0.29,0.54,0.22,0.42,2.38,7,7,14,6,18,0,16,0,2,1.1,0.6,1.7,0,,,,greenco01
210,Colin Stuart,28,BUF,LW,3,0,0.00,0.00,0.00,0.00,0.67,1.67,0,0,0,0,1,0,0,0,1,-0.1,0.1,0.0,0,,,,stuarco01
211,Colin White,33,NJD,D,69,2,0.00,0.09,0.09,0.02,0.70,0.72,0,6,6,2,35,0,57,20,-2,-0.9,3.7,2.9,0,,,,whiteco01
212,Colin Wilson,21,NSH,C,82,13,0.20,0.22,0.41,0.16,0.21,1.23,18,19,37,15,48,10,29,0,9,2.3,1.6,4.0,0,,,,wilsoco01
213,Colton Gillies,21,MIN,C,7,1,0.14,0.00,0.14,0.08,0.29,0.43,1,0,1,1,1,0,3,0,-2,0.0,0.0,0.0,0,,,,gillico01
214,Colton Orr,28,TOR,RW,46,1,0.04,0.00,0.04,0.02,2.78,0.30,2,0,2,1,5,0,6,0,-1,-0.2,0.2,0.0,0,,,,orrco01
215,Colton Sceviour,21,DAL,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,scevico01
216,Corey Crawford,26,CHI,G,57,0,0.00,0.02,0.02,0.00,0.04,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,10.0,0,,,,crawfco01
217,Corey Locke,26,OTT,C,5,0,0.00,0.20,0.20,0.05,0.00,1.20,0,1,1,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,lockeco01
218,Corey Perry,25,ANA,RW,82,39,0.61,0.59,1.20,0.48,1.27,3.54,55,51,106,44,131,48,92,18,9,10.8,2.5,13.3,6,1,5,16.7,perryco01
219,Corey Potter,27,PIT,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,potteco01
220,Cory Emmerton,22,DET,C,2,1,0.50,0.00,0.50,0.27,0.00,1.50,1,0,1,1,1,0,0,0,1,0.2,0.1,0.2,0,,,,emmerco01
221,Cory Sarich,32,CGY,D,76,6,0.05,0.17,0.22,0.07,0.99,0.99,4,14,18,6,55,1,53,10,11,0.7,3.6,4.3,0,,,,saricco01
222,Cory Schneider,24,VAN,G,25,1,0.00,0.12,0.12,0.03,0.00,0.00,0,3,3,1,3,2,0,0,0,0.0,0.0,5.6,0,,,,schneco01
223,Cory Stillman,37,TOT,LW,65,14,0.18,0.42,0.60,0.21,0.37,1.78,13,29,42,15,66,23,38,0,5,2.4,1.5,4.0,0,,,,stillco01
223,Cory Stillman,37,FLA,LW,44,8,0.16,0.36,0.52,0.18,0.45,1.84,8,17,25,9,41,14,24,0,3,1.3,1.0,2.3,2,0,2,0.0,stillco01
223,Cory Stillman,37,CAR,LW,21,6,0.24,0.52,0.76,0.27,0.19,1.67,5,12,17,6,25,9,14,0,2,1.2,0.5,1.7,0,,,,stillco01
224,Craig Adams,33,PIT,RW,80,5,0.05,0.14,0.19,0.06,0.95,1.13,4,12,16,5,25,0,55,25,-5,-0.7,0.9,0.2,0,,,,adamscr01
225,Craig Anderson,29,TOT,G,51,0,0.00,0.02,0.02,0.01,0.08,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,9.2,0,,,,andercr01
225,Craig Anderson,29,COL,G,33,0,0.00,0.03,0.03,0.01,0.12,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,3.9,0,,,,andercr01
225,Craig Anderson,29,OTT,G,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,5.3,0,,,,andercr01
226,Craig Conroy,39,CGY,C,18,1,0.11,0.00,0.11,0.06,0.44,0.61,2,0,2,1,3,0,11,7,-1,0.0,0.1,0.1,0,,,,conrocr01
227,Craig Rivet,36,TOT,D,37,2,0.05,0.05,0.11,0.04,0.95,0.89,2,2,4,2,18,1,36,7,-12,0.0,0.1,0.1,0,,,,rivetcr01
227,Craig Rivet,36,BUF,D,23,1,0.04,0.09,0.13,0.05,0.52,0.87,1,2,3,1,10,1,17,3,-5,0.1,0.1,0.2,0,,,,rivetcr01
227,Craig Rivet,36,CBJ,D,14,1,0.07,0.00,0.07,0.04,1.64,0.93,1,0,1,1,8,0,19,4,-7,-0.1,-0.1,-0.2,0,,,,rivetcr01
228,Curtis Glencross,28,CGY,LW,79,18,0.30,0.24,0.54,0.23,0.75,1.89,26,20,46,20,61,13,68,26,6,3.6,1.6,5.3,3,1,2,33.3,glenccu01
229,Curtis McElhinney,27,TOT,G,28,0,0.00,0.04,0.04,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,3.0,0,,,,mcelhcu01
229,Curtis McElhinney,27,ANA,G,21,0,0.00,0.05,0.05,0.01,0.00,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,1.7,0,,,,mcelhcu01
229,Curtis McElhinney,27,OTT,G,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3,0,,,,mcelhcu01
230,D.J. King,26,WSH,LW,16,1,0.00,0.13,0.13,0.03,1.88,0.38,0,2,2,1,3,0,6,0,-3,0.0,0.0,-0.1,0,,,,kingdj01
231,Dainius Zubrus,32,NJD,RW,79,12,0.16,0.22,0.38,0.15,0.67,1.46,14,18,32,13,59,18,57,5,-11,0.9,1.8,2.6,0,,,,zubruda01
232,Dale Weise,22,NYR,RW,10,0,0.00,0.00,0.00,0.00,1.90,0.90,0,0,0,0,0,0,1,0,-1,-0.2,0.0,-0.1,0,,,,weiseda01
233,Dan Boyle,34,SJS,D,76,16,0.12,0.54,0.66,0.21,0.88,2.62,10,44,54,17,126,57,88,21,2,4.1,4.2,8.3,3,3,0,100.0,boyleda01
234,Dan Ellis,30,TOT,G,44,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,4.6,0,,,,ellisda01
234,Dan Ellis,30,TBL,G,31,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,2.4,0,,,,ellisda01
234,Dan Ellis,30,ANA,G,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.2,0,,,,ellisda01
235,Dan Girardi,26,NYR,D,80,9,0.05,0.34,0.39,0.12,0.46,1.38,4,29,33,10,85,16,94,32,7,1.6,5.1,6.7,0,,,,girarda01
236,Dan Hamhuis,28,VAN,D,64,8,0.09,0.27,0.36,0.12,0.53,1.70,7,18,25,9,75,9,50,13,29,1.5,5.5,7.0,0,,,,hamhuda01
237,Dan Sexton,23,ANA,RW,47,5,0.09,0.19,0.28,0.10,0.09,1.66,4,10,14,5,16,2,20,0,-6,0.3,0.4,0.6,0,,,,sextoda01
238,Dana Tyrell,21,TBL,C,78,6,0.08,0.12,0.19,0.07,0.15,0.94,7,10,17,7,22,0,34,7,-5,-0.4,0.9,0.5,0,,,,tyrelda01
239,Daniel Alfredsson,38,OTT,RW,54,12,0.26,0.31,0.57,0.23,0.33,1.78,15,18,33,13,51,21,62,13,-19,2.1,0.6,2.7,3,0,3,0.0,alfreda01
240,Daniel Brière,33,PHI,C,77,28,0.44,0.44,0.88,0.36,1.13,3.19,38,36,74,31,96,26,51,1,20,7.3,1.9,9.3,9,3,6,33.3,brierda01
241,Daniel Carcillo,26,PHI,LW,57,3,0.07,0.04,0.11,0.05,2.23,0.98,4,2,6,3,7,0,21,0,-14,-0.2,-0.2,-0.4,0,,,,carcida01
242,Daniel Cleary,32,DET,LW,68,19,0.38,0.29,0.68,0.28,0.29,2.82,29,21,50,22,62,14,54,5,-1,4.6,1.0,5.6,1,0,1,0.0,clearda01
243,Daniel Paille,26,BOS,LW,43,5,0.14,0.16,0.30,0.12,0.65,1.12,7,7,14,6,18,0,18,3,3,0.7,0.6,1.3,0,,,,paillda01
244,Daniel Sedin,30,VAN,LW,82,39,0.50,0.77,1.27,0.47,0.39,3.24,45,68,113,43,130,56,44,0,30,11.5,2.8,14.3,5,1,4,20.0,sedinda01
245,Daniel Winnik,25,COL,C,80,10,0.14,0.19,0.33,0.13,0.44,2.09,12,16,28,11,38,5,66,31,-2,0.3,1.1,1.4,0,,,,winnida01
246,Danny Syvret,25,TOT,D,10,1,0.10,0.10,0.20,0.08,0.60,1.10,1,1,2,1,3,0,6,0,-3,0.1,0.0,0.2,0,,,,syvreda01
246,Danny Syvret,25,ANA,D,6,1,0.17,0.17,0.33,0.13,0.67,1.33,1,1,2,1,2,0,5,0,-3,0.2,0.0,0.2,0,,,,syvreda01
246,Danny Syvret,25,PHI,D,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,1,0,1,0,0,-0.1,0.1,0.0,0,,,,syvreda01
247,Dany Heatley,30,SJS,RW,80,24,0.33,0.48,0.80,0.30,0.70,2.71,29,41,70,27,108,47,59,6,8,5.3,2.0,7.3,1,0,1,0.0,heatlda01
248,Darcy Hordichuk,30,FLA,LW,64,2,0.02,0.06,0.08,0.03,1.19,0.50,1,4,5,2,9,0,10,0,-1,-0.3,0.4,0.1,0,,,,hordida01
249,Darren Helm,24,DET,C,82,12,0.15,0.24,0.39,0.14,0.20,2.16,13,21,34,13,44,0,63,28,9,1.6,1.4,3.0,0,,,,helmda01
250,Darroll Powe,25,PHI,C,81,7,0.09,0.12,0.21,0.08,0.51,1.07,8,11,19,7,28,0,57,23,-6,-0.2,0.5,0.3,0,,,,poweda01
251,Darryl Boyce,26,TOR,C,46,5,0.11,0.17,0.28,0.11,0.72,0.59,5,9,14,5,28,0,21,1,8,0.5,0.9,1.4,0,,,,boyceda01
252,Dave Bolland,24,CHI,C,61,14,0.25,0.36,0.61,0.23,0.56,1.67,17,23,40,16,58,18,48,19,11,2.6,1.5,4.1,0,,,,bollada01
253,Dave Moss,29,CGY,LW,58,13,0.29,0.22,0.52,0.22,0.31,2.19,19,14,33,14,41,11,29,8,9,2.9,1.2,4.1,0,,,,mossda01
254,Dave Scatchard,34,STL,C,8,0,0.00,0.13,0.13,0.03,0.75,0.75,0,1,1,0,1,0,1,1,1,0.0,0.1,0.1,0,,,,scatcda01
255,David Backes,26,STL,RW,82,25,0.38,0.38,0.76,0.31,1.13,2.57,34,33,67,28,106,27,66,19,32,5.7,3.1,8.8,1,0,1,0.0,backeda01
256,David Booth,26,FLA,LW,82,17,0.28,0.21,0.49,0.20,0.32,3.41,25,18,43,19,76,25,84,2,-31,2.4,0.7,3.1,5,1,4,20.0,boothda01
257,David Clarkson,26,NJD,RW,82,8,0.15,0.07,0.22,0.10,1.41,2.34,13,6,19,9,32,13,39,0,-20,0.1,1.0,1.1,0,,,,clarkda03
