,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
339,Freddie Hamilton,23,SJS,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.4,-0.4,0.0,0.0,-0.1,0,,,,hamilfr01
340,Frédéric St. Denis,29,CBJ,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,1,0,2,0,-1,1.6,2.2,-0.6,0.0,0.0,0.1,0,,,,stdenfr01
341,Frederik Andersen,25,ANA,G,54,1,0.00,0.06,0.06,0.02,0.07,0.00,0,3,3,1,140,22,121,26,0,110.8,105.3,0.0,0.0,0.0,8.6,0,,,,anderfr01
342,Gabriel Bourque,24,NSH,LW,69,4,0.04,0.14,0.19,0.06,0.14,1.10,3,11,14,5,15,0,35,7,-13,20.1,21.4,-1.3,-0.5,0.3,-0.2,0,,,,bourqga01
343,Gabriel Dumont,24,MTL,C,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,0,0,1,0,-1,0.9,1.4,-0.5,-0.1,0.0,-0.1,0,,,,dumonga01
344,Gabriel Landeskog,22,COL,LW,82,22,0.28,0.44,0.72,0.27,0.96,2.61,26,39,65,25,84,24,70,7,-2,49.4,51.7,-2.4,5.0,1.6,6.6,3,1,2,33.3,landega01
345,Garrett Wilson,23,FLA,LW,2,0,0.00,0.00,0.00,0.00,0.00,2.50,0,0,0,0,0,0,2,0,-2,0.9,0.5,0.4,0.0,-0.1,-0.1,0,,,,wilsoga01
346,Grant Clitsome,29,WPG,D,24,1,0.00,0.17,0.17,0.05,0.33,0.92,0,4,4,1,11,2,7,1,4,14.2,10.7,3.5,0.0,1.1,1.1,0,,,,clitsgr01
347,Greg McKegg,22,TOR,C,3,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,0,0,0,0.2,0.9,-0.7,-0.1,0.0,0.0,0,,,,mckeggr01
348,Greg Pateryn,24,MTL,D,17,0,0.00,0.00,0.00,0.00,0.35,0.59,0,0,0,0,6,0,7,1,0,8.2,6.8,1.4,-0.3,0.5,0.2,0,,,,patergr01
349,Gregory Campbell,31,BOS,C,70,5,0.09,0.09,0.17,0.07,0.64,0.91,7,7,14,6,20,0,31,12,1,20.4,22.4,-2.0,-0.3,1.0,0.6,0,,,,campbgr01
350,Griffin Reinhart,21,NYI,D,8,0,0.00,0.13,0.13,0.03,0.75,0.50,0,1,1,0,6,0,6,1,1,3.7,5.5,-1.8,0.0,0.3,0.3,0,,,,reinhgr01
351,Gustav Nyquist,25,DET,C,82,22,0.33,0.33,0.66,0.27,0.32,2.38,31,29,60,25,79,35,55,0,-11,41.0,42.2,-1.1,5.3,1.1,6.4,14,8,6,57.1,nyquigu01
352,Hampus Lindholm,21,ANA,D,78,11,0.09,0.35,0.44,0.14,0.41,1.37,8,29,37,12,86,14,70,24,25,55.5,51.7,3.8,2.5,5.1,7.7,0,,,,lindhha01
353,Harry Zolnierczyk,27,NYI,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,2,1,-1,0.8,1.1,-0.3,-0.1,0.0,-0.1,0,,,,zolniha01
354,Henrik Lundqvist,32,NYR,G,46,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,140,26,103,25,0,105.7,97.4,0.0,0.0,0.0,9.2,0,,,,lundqhe01
355,Henrik Samuelsson,20,ARI,C,3,0,0.00,0.00,0.00,0.00,0.67,1.33,0,0,0,0,0,0,2,0,-2,2.2,2.4,-0.2,-0.1,0.0,-0.1,0,,,,samuehe01
356,Henrik Sedin,34,VAN,C,82,24,0.22,0.67,0.89,0.30,0.27,1.23,20,60,80,27,103,39,57,4,11,48.3,42.6,5.7,6.0,2.1,8.1,0,,,,sedinhe01
357,Henrik Zetterberg,34,DET,C,77,22,0.22,0.64,0.86,0.29,0.42,2.95,19,54,73,25,94,39,62,1,-6,47.6,43.3,4.3,5.3,1.4,6.7,4,0,4,0.0,zettehe01
358,Ian Cole,25,TOT,D,74,6,0.07,0.16,0.23,0.08,0.69,1.12,6,13,19,7,45,2,31,2,14,48.2,34.8,13.4,1.0,3.8,4.7,0,,,,coleia01
358,Ian Cole,25,STL,D,54,3,0.07,0.09,0.17,0.06,0.81,0.96,5,5,10,4,31,0,17,2,16,32.0,24.7,7.3,0.4,3.1,3.5,0,,,,coleia01
358,Ian Cole,25,PIT,D,20,2,0.05,0.35,0.40,0.12,0.35,1.55,1,8,9,3,14,2,14,0,-2,16.1,10.0,6.1,0.5,0.7,1.2,0,,,,coleia01
359,Iiro Pakarinen,23,EDM,RW,17,1,0.06,0.12,0.18,0.06,0.12,2.00,1,2,3,1,3,2,5,0,-4,5.4,7.0,-1.6,0.0,0.0,0.0,1,0,1,0.0,pakarii01
360,Ilya Bryzgalov,34,ANA,G,8,1,0.00,0.25,0.25,0.07,0.00,0.00,0,2,2,1,14,4,23,6,0,13.0,9.0,0.0,0.0,0.0,-0.3,0,,,,bryzgil01
361,J.T. Brown,24,TBL,RW,52,3,0.06,0.12,0.17,0.06,0.58,1.42,3,7,10,4,16,0,22,4,-2,17.9,18.8,-0.9,-0.2,0.4,0.2,0,,,,brownjt01
362,J.T. Miller,21,NYR,C,58,9,0.17,0.22,0.40,0.16,0.40,1.59,11,14,25,10,39,5,29,0,5,26.7,27.2,-0.4,1.7,0.9,2.6,1,0,1,0.0,millejt01
363,Jack Hillen,29,TOT,D,38,1,0.00,0.13,0.13,0.04,0.26,0.63,0,5,5,1,16,0,17,0,-1,15.7,19.7,-4.0,-0.1,1.0,0.9,0,,,,hilleja01
363,Jack Hillen,29,WSH,D,35,1,0.00,0.14,0.14,0.04,0.29,0.57,0,5,5,1,14,0,13,0,1,14.1,17.3,-3.2,0.0,1.0,1.0,0,,,,hilleja01
363,Jack Hillen,29,CAR,D,3,0,0.00,0.00,0.00,0.00,0.00,1.33,0,0,0,0,2,0,4,0,-2,1.7,2.5,-0.8,-0.1,0.0,-0.1,0,,,,hilleja01
364,Jack Johnson,28,CBJ,D,79,13,0.10,0.41,0.51,0.16,0.56,1.78,9,35,44,14,101,33,109,31,-13,56.7,62.9,-6.2,3.0,2.4,5.4,2,1,1,50.0,johnsja02
365,Jack Skille,27,CBJ,RW,45,4,0.13,0.04,0.18,0.08,0.36,2.11,7,2,9,4,11,0,29,0,-18,16.5,25.2,-8.6,0.0,-0.2,-0.2,0,,,,skillja01
366,Jacob de La Rose,19,MTL,LW,33,3,0.12,0.06,0.18,0.08,0.36,1.15,5,2,7,3,10,0,18,4,-5,12.2,13.1,-0.9,-0.1,0.3,0.2,0,,,,delarja01
367,Jacob Josefson,23,NJD,C,62,5,0.10,0.08,0.18,0.07,0.39,0.98,7,5,12,5,19,3,34,18,0,19.2,19.8,-0.6,-0.3,1.0,0.8,8,5,3,62.5,josefja01
368,Jacob Markström,25,VAN,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,1,4,0,0,4.1,3.3,0.0,0.0,0.0,0.1,0,,,,marksja02
369,Jacob Trouba,20,WPG,D,65,8,0.11,0.23,0.34,0.12,0.71,2.05,8,16,24,9,62,15,69,24,2,45.5,45.5,0.0,1.4,3.2,4.6,0,,,,troubja01
370,Jaden Schwartz,22,STL,LW,75,24,0.37,0.47,0.84,0.32,0.21,2.45,32,38,70,28,81,24,52,8,13,44.2,40.8,3.5,6.4,2.1,8.4,0,,,,schwaja01
371,Jake Allen,24,STL,G,37,1,0.00,0.05,0.05,0.01,0.05,0.00,0,2,2,1,94,27,79,18,0,65.3,61.7,0.0,0.0,0.0,5.3,0,,,,allenja01
372,Jake Gardiner,24,TOR,D,79,8,0.05,0.25,0.30,0.10,0.30,1.27,5,22,27,9,55,13,68,3,-23,54.7,52.0,2.7,1.1,1.7,2.8,0,,,,gardija01
373,Jake McCabe,21,BUF,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.6,0.9,-0.3,0.0,0.1,0.0,0,,,,mccabja01
374,Jake Muzzin,25,LAK,D,76,14,0.13,0.41,0.54,0.18,0.29,2.28,11,34,45,15,79,25,67,9,-4,55.3,44.1,11.2,3.6,3.5,7.1,0,,,,muzzija01
375,Jakob Silfverberg,24,ANA,RW,81,14,0.16,0.32,0.48,0.17,0.30,2.33,15,28,43,16,57,6,48,12,15,38.0,38.7,-0.7,2.4,1.9,4.2,13,9,4,69.2,silfvja01
376,Jakub Kindl,27,DET,D,35,5,0.14,0.23,0.37,0.14,0.63,1.54,6,9,15,6,31,12,17,0,2,20.7,17.0,3.7,1.3,1.3,2.7,0,,,,kindlja01
377,Jakub Voráček,25,PHI,RW,82,27,0.27,0.72,0.99,0.33,0.95,2.70,25,65,90,31,106,49,56,0,1,59.4,44.7,14.7,7.1,1.7,8.8,12,5,7,41.7,voracja01
378,James Neal,27,NSH,LW,67,16,0.34,0.21,0.55,0.24,0.85,3.30,26,15,41,18,76,20,46,1,12,43.3,35.7,7.7,3.4,1.8,5.2,4,1,3,25.0,nealja01
379,James Reimer,26,TOR,G,35,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,67,15,93,16,0,53.9,71.3,0.0,0.0,0.0,5.1,0,,,,reimeja01
380,James Sheppard,26,TOT,C,71,7,0.10,0.15,0.25,0.09,0.52,1.11,8,12,20,8,27,2,29,0,-4,33.1,32.6,0.5,0.1,0.9,1.0,0,,,,sheppja01
380,James Sheppard,26,SJS,C,57,6,0.09,0.19,0.28,0.10,0.49,1.19,6,12,18,7,24,2,25,0,-3,29.8,27.2,2.6,0.1,0.8,0.9,1,0,1,0.0,sheppja01
380,James Sheppard,26,NYR,C,14,1,0.14,0.00,0.14,0.08,0.64,0.79,2,0,2,1,3,0,4,0,-1,3.3,5.4,-2.1,0.0,0.1,0.1,0,,,,sheppja01
381,James van Riemsdyk,25,TOR,LW,82,23,0.33,0.35,0.68,0.28,0.52,3.02,31,32,63,26,81,35,85,5,-33,47.0,69.3,-22.3,5.2,0.4,5.6,5,0,5,0.0,vanrija01
382,James Wisniewski,30,TOT,D,69,11,0.12,0.38,0.49,0.16,0.64,2.13,9,28,37,13,73,24,72,9,-13,45.7,52.2,-6.5,2.9,1.6,4.5,0,,,,wisnija01
382,James Wisniewski,30,CBJ,D,56,10,0.14,0.38,0.52,0.18,0.61,2.27,9,23,32,11,64,23,60,8,-10,35.2,42.5,-7.3,2.6,1.4,4.0,0,,,,wisnija01
382,James Wisniewski,30,ANA,D,13,1,0.00,0.38,0.38,0.10,0.77,1.54,0,5,5,1,9,1,12,1,-3,10.5,9.7,0.9,0.2,0.2,0.4,0,,,,wisnija01
383,Jamie Benn,25,DAL,LW,82,33,0.43,0.63,1.06,0.40,0.78,3.09,40,57,97,37,120,41,91,13,1,59.9,56.3,3.6,9.3,1.5,10.7,4,1,3,25.0,bennja01
384,Jamie McBain,26,LAK,D,26,3,0.12,0.23,0.35,0.12,0.15,0.69,3,7,10,4,23,7,12,0,4,12.0,9.7,2.3,0.9,1.1,2.0,0,,,,mcbaija02
385,Jamie McGinn,26,COL,LW,19,3,0.21,0.11,0.32,0.14,0.32,1.89,5,2,7,3,10,1,18,0,-9,8.2,15.0,-6.9,0.3,-0.1,0.3,0,,,,mcginja01
386,Jamie Oleksiak,22,DAL,D,36,2,0.03,0.19,0.22,0.07,0.22,1.00,1,8,9,3,25,0,31,6,0,15.9,18.7,-2.8,0.4,0.8,1.2,0,,,,oleksja01
387,Jan Hejda,36,COL,D,81,4,0.01,0.15,0.16,0.05,0.52,1.04,1,13,14,4,56,0,85,17,-12,51.3,68.2,-17.0,-0.5,2.6,2.1,0,,,,hejdaja01
388,Jannik Hansen,28,VAN,RW,81,13,0.20,0.21,0.41,0.16,0.33,1.79,18,19,37,15,46,3,56,6,-6,38.5,40.4,-1.8,2.4,0.9,3.3,0,,,,hanseja01
389,Jared Boll,28,CBJ,RW,72,2,0.01,0.06,0.07,0.02,1.51,0.39,1,4,5,2,11,0,24,0,-13,11.3,24.3,-13.0,-0.8,0.0,-0.8,0,,,,bollja01
390,Jared Cowen,24,OTT,D,54,3,0.06,0.11,0.17,0.06,0.83,0.87,3,7,10,4,36,0,63,16,-11,31.6,37.8,-6.2,0.1,0.9,1.0,0,,,,cowenja01
391,Jared Spurgeon,25,MIN,D,66,9,0.14,0.24,0.38,0.14,0.09,1.94,10,17,27,10,63,10,65,15,3,51.6,43.8,7.8,2.0,3.6,5.6,0,,,,spurgja01
392,Jarome Iginla,37,COL,RW,82,24,0.35,0.37,0.72,0.29,0.51,2.30,33,33,66,27,77,18,60,2,0,45.8,58.4,-12.6,5.8,1.7,7.4,3,2,1,66.7,iginlja01
393,Jaromír Jágr,42,TOT,RW,77,17,0.22,0.39,0.61,0.22,0.62,2.19,19,33,52,19,72,24,51,0,-3,50.8,41.5,9.2,3.4,1.6,5.0,0,,,,jagrja01
393,Jaromír Jágr,42,NJD,RW,57,11,0.19,0.32,0.51,0.19,0.74,2.09,12,20,32,12,47,15,42,0,-10,36.4,31.1,5.3,1.7,0.9,2.6,2,0,2,0.0,jagrja01
393,Jaromír Jágr,42,FLA,RW,20,6,0.30,0.60,0.90,0.32,0.30,2.50,7,13,20,7,25,9,9,0,7,14.3,10.2,4.1,1.7,0.7,2.4,0,,,,jagrja01
394,Jaroslav Halák,29,NYI,G,59,0,0.00,0.02,0.02,0.00,0.03,0.00,0,1,1,0,177,40,144,35,0,158.9,130.6,0.0,0.0,0.0,9.9,0,,,,halakja01
395,Jarred Tinordi,22,MTL,D,13,1,0.00,0.15,0.15,0.04,1.46,0.38,0,2,2,1,2,0,7,0,-5,6.2,6.5,-0.3,0.0,-0.1,-0.1,0,,,,tinorja01
396,Jarret Stoll,32,LAK,C,73,6,0.08,0.15,0.23,0.08,0.79,1.14,7,12,19,7,41,9,49,20,3,31.2,31.2,-0.1,-0.6,1.5,0.9,1,0,1,0.0,stollja01
397,Jason Akeson,24,PHI,RW,13,0,0.00,0.00,0.00,0.00,0.62,0.69,0,0,0,0,1,0,2,0,-1,2.2,4.3,-2.1,-0.3,0.1,-0.2,0,,,,akesoja01
398,Jason Chimera,35,WSH,LW,77,7,0.09,0.16,0.25,0.09,0.66,1.25,8,13,21,8,29,0,40,10,-1,29.7,30.4,-0.7,0.1,1.0,1.1,1,0,1,0.0,chimeja01
399,Jason Demers,26,TOT,D,81,8,0.06,0.25,0.31,0.10,0.88,1.22,6,22,28,9,63,13,60,7,-3,52.9,48.1,4.8,1.4,2.4,3.9,0,,,,demerja01
399,Jason Demers,26,DAL,D,61,7,0.08,0.28,0.36,0.12,1.03,1.30,6,19,25,8,57,11,50,7,3,42.2,32.9,9.3,1.6,2.2,3.7,0,,,,demerja01
399,Jason Demers,26,SJS,D,20,1,0.00,0.15,0.15,0.04,0.40,1.00,0,3,3,1,6,2,10,0,-6,10.7,15.2,-4.6,-0.1,0.3,0.1,0,,,,demerja01
400,Jason Garrison,30,TBL,D,70,9,0.06,0.37,0.43,0.13,0.27,1.59,5,28,33,10,79,16,52,16,27,48.0,39.0,9.0,2.1,4.6,6.7,0,,,,garrija01
401,Jason LaBarbera,35,ANA,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,12,1,9,3,0,8.3,4.4,0.0,0.0,0.0,0.5,0,,,,labarja01
402,Jason Pominville,32,MIN,RW,82,20,0.22,0.44,0.66,0.24,0.10,3.07,20,39,59,22,84,25,51,1,9,51.9,41.5,10.4,4.0,2.1,6.1,4,3,1,75.0,pominja01
403,Jason Spezza,31,DAL,C,82,21,0.21,0.55,0.76,0.26,0.34,2.49,19,49,68,24,97,41,65,2,-7,54.8,44.2,10.6,5.0,0.9,5.9,6,1,5,16.7,spezzja01
404,Jason Zucker,23,MIN,LW,51,13,0.41,0.10,0.51,0.25,0.35,2.43,24,5,29,14,35,3,48,7,-9,27.2,22.8,4.4,3.2,0.5,3.7,0,,,,zuckeja01
405,Jay Beagle,29,WSH,RW,62,8,0.16,0.16,0.32,0.13,0.32,1.35,11,11,22,9,30,0,38,14,6,26.9,24.2,2.7,1.1,1.1,2.2,1,0,1,0.0,beaglja01
406,Jay Bouwmeester,31,STL,D,72,4,0.03,0.15,0.18,0.06,0.33,1.28,2,12,14,4,64,7,71,21,7,50.3,49.9,0.4,-0.4,4.1,3.7,0,,,,bouwmja01
407,Jay Harrison,32,TOT,D,55,3,0.05,0.11,0.16,0.06,1.18,0.91,3,6,9,3,29,3,38,11,-1,28.8,32.8,-4.0,0.3,2.0,2.3,0,,,,harrija01
407,Jay Harrison,32,WPG,D,35,2,0.06,0.09,0.14,0.05,0.66,0.77,2,3,5,2,22,3,22,7,4,18.3,20.2,-1.9,0.1,1.4,1.5,0,,,,harrija01
407,Jay Harrison,32,CAR,D,20,1,0.05,0.15,0.20,0.07,2.10,1.15,1,3,4,1,7,0,16,4,-5,10.5,12.6,-2.1,0.1,0.6,0.7,0,,,,harrija01
408,Jay McClement,31,CAR,C,82,7,0.09,0.17,0.26,0.09,0.21,0.83,8,15,23,8,39,3,61,18,-7,26.9,38.7,-11.8,0.0,1.4,1.4,1,0,1,0.0,mccleja01
409,Jayson Megna,24,PIT,C,12,0,0.00,0.08,0.08,0.02,1.17,1.08,0,1,1,0,2,0,5,1,-2,2.7,4.7,-2.0,-0.3,0.1,-0.2,0,,,,megnaja01
410,Jean-Gabriel Pageau,22,OTT,C,50,8,0.20,0.18,0.38,0.16,0.18,1.94,11,10,21,9,24,0,33,13,4,23.3,20.7,2.6,1.3,0.8,2.2,0,,,,pageaje01
411,Jeff Carter,30,LAK,C,82,24,0.34,0.41,0.76,0.29,0.34,2.66,32,37,69,28,88,29,65,13,7,49.3,38.5,10.8,6.0,2.0,8.0,9,2,7,22.2,carteje01
412,Jeff Petry,27,TOT,D,78,8,0.09,0.19,0.28,0.10,0.54,1.62,8,16,24,9,52,8,84,12,-28,42.5,59.8,-17.3,1.2,1.4,2.6,0,,,,petryje01
412,Jeff Petry,27,EDM,D,59,5,0.07,0.19,0.25,0.09,0.54,1.75,5,12,17,6,39,8,65,9,-25,31.2,46.7,-15.5,0.6,0.7,1.3,1,0,1,0.0,petryje01
412,Jeff Petry,27,MTL,D,19,3,0.16,0.21,0.37,0.14,0.53,1.21,3,4,7,3,13,0,19,3,-3,11.3,13.1,-1.8,0.6,0.7,1.3,0,,,,petryje01
413,Jeff Schultz,28,LAK,D,9,0,0.00,0.11,0.11,0.03,0.44,0.78,0,1,1,0,4,0,5,2,1,4.8,4.1,0.8,-0.1,0.4,0.3,0,,,,schulje02
414,Jeff Skinner,22,CAR,LW,77,13,0.23,0.17,0.40,0.17,0.23,3.05,20,14,34,15,46,17,53,0,-24,40.0,41.3,-1.3,2.0,0.9,2.9,6,0,6,0.0,skinnje01
415,Jeff Zatkoff,27,PIT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,1,0,0,2.2,1.6,0.0,0.0,0.0,0.2,0,,,,zatkoje01
416,Jeremy Morin,23,TOT,RW,43,2,0.05,0.09,0.14,0.05,0.65,1.70,2,4,6,2,15,1,14,0,1,19.2,18.4,0.8,-0.3,0.5,0.2,0,,,,morinje01
416,Jeremy Morin,23,CBJ,RW,28,2,0.07,0.14,0.21,0.08,0.46,1.61,2,4,6,2,14,1,13,0,1,12.4,13.3,-0.9,0.0,0.4,0.4,1,1,0,100.0,morinje01
416,Jeremy Morin,23,CHI,RW,15,0,0.00,0.00,0.00,0.00,1.00,1.87,0,0,0,0,1,0,1,0,0,6.7,5.0,1.7,-0.3,0.1,-0.2,0,,,,morinje01
417,Jerry D'Amigo,23,BUF,RW,9,0,0.00,0.00,0.00,0.00,0.22,0.78,0,0,0,0,1,0,6,1,-4,2.1,3.6,-1.6,-0.2,-0.1,-0.3,0,,,,damigje01
418,Jesper Fast,23,NYR,RW,58,5,0.10,0.14,0.24,0.09,0.14,0.90,7,9,16,6,22,1,26,4,-1,24.0,23.7,0.4,0.4,0.6,1.0,0,,,,fastje01
419,Jesse Blacker,23,ANA,D,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,0.8,-0.8,0.0,-0.2,-0.2,0,,,,blackje01
420,Jesse Joensuu,27,EDM,LW,20,2,0.10,0.10,0.20,0.08,0.70,0.90,2,2,4,2,4,0,17,5,-8,5.1,8.9,-3.8,0.1,-0.1,0.0,0,,,,joensje01
421,Jhonas Enroth,26,TOT,G,50,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,94,21,145,33,0,73.8,104.9,0.0,0.0,0.0,7.0,0,,,,enrotjh01
421,Jhonas Enroth,26,BUF,G,37,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,65,11,120,29,0,54.5,88.4,0.0,0.0,0.0,5.7,0,,,,enrotjh01
421,Jhonas Enroth,26,DAL,G,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,29,10,25,4,0,19.3,16.5,0.0,0.0,0.0,1.3,0,,,,enrotjh01
422,Jim Slater,32,WPG,C,82,5,0.06,0.10,0.16,0.06,0.71,0.62,6,9,15,6,19,0,43,20,-4,18.9,21.7,-2.9,-0.1,0.6,0.6,0,,,,slateji01
423,Jimmy Hayes,25,FLA,RW,72,14,0.26,0.22,0.49,0.20,0.28,2.31,21,17,38,16,60,18,44,0,-4,37.2,38.3,-1.1,3.0,1.1,4.1,2,0,2,0.0,hayesji01
424,Jimmy Howard,30,DET,G,53,0,0.00,0.02,0.02,0.01,0.04,0.00,0,1,1,0,134,42,123,30,0,94.8,86.1,0.0,0.0,0.0,7.4,0,,,,howarja02
425,Jiří Hudler,31,CGY,C,78,28,0.40,0.58,0.97,0.36,0.18,2.03,35,49,84,32,103,32,54,0,17,47.0,46.2,0.8,7.9,2.2,10.2,6,2,4,33.3,hudleji01
426,Jiří Sekáč,22,TOT,LW,69,9,0.13,0.20,0.33,0.13,0.32,1.23,10,15,25,10,34,5,31,1,0,28.6,31.0,-2.4,1.0,1.0,2.0,0,,,,sekacji01
426,Jiří Sekáč,22,MTL,LW,50,6,0.14,0.18,0.32,0.12,0.36,1.12,8,10,18,7,24,5,23,1,-2,18.7,24.8,-6.1,0.7,0.7,1.4,0,,,,sekacji01
426,Jiří Sekáč,22,ANA,LW,19,2,0.11,0.26,0.37,0.13,0.21,1.53,2,5,7,2,10,0,8,0,2,9.9,6.2,3.7,0.3,0.3,0.7,0,,,,sekacji01
427,Jiří Tlustý,26,TOT,LW,72,12,0.19,0.24,0.43,0.17,0.28,1.71,16,19,35,14,46,14,52,2,-18,36.6,41.2,-4.6,1.8,0.9,2.7,0,,,,tlustji01
427,Jiří Tlustý,26,CAR,LW,52,10,0.25,0.19,0.44,0.18,0.31,1.87,15,11,26,11,35,13,41,2,-17,26.2,32.8,-6.6,1.5,0.7,2.2,1,0,1,0.0,tlustji01
427,Jiří Tlustý,26,WPG,LW,20,2,0.05,0.35,0.40,0.12,0.20,1.30,1,8,9,3,11,1,11,0,-1,10.5,8.4,2.0,0.3,0.2,0.5,0,,,,tlustji01
428,Joakim Andersson,25,DET,C,68,3,0.04,0.07,0.12,0.04,0.32,1.09,3,5,8,3,17,0,33,12,-4,17.8,26.4,-8.6,-1.0,0.7,-0.3,0,,,,anderjo03
429,Joakim Lindström,31,TOT,C,53,4,0.08,0.11,0.19,0.07,0.23,1.15,4,6,10,4,13,5,23,0,-15,16.4,16.6,-0.2,0.0,0.0,0.0,0,,,,lindsjo01
429,Joakim Lindström,31,STL,C,34,2,0.09,0.09,0.18,0.07,0.24,1.21,3,3,6,2,8,4,12,0,-8,11.4,10.2,1.2,-0.1,0.1,0.0,2,1,1,50.0,lindsjo01
429,Joakim Lindström,31,TOR,C,19,1,0.05,0.16,0.21,0.07,0.21,1.05,1,3,4,1,5,1,11,0,-7,5.1,6.4,-1.4,0.0,-0.1,-0.1,1,0,1,0.0,lindsjo01
430,Joakim Nordström,22,CHI,C,38,1,0.00,0.08,0.08,0.02,0.11,1.11,0,3,3,1,6,0,14,3,-5,14.0,15.2,-1.3,-0.8,0.3,-0.6,0,,,,nordsjo02
431,Joe Colborne,25,CGY,C,64,9,0.13,0.31,0.44,0.15,0.67,1.05,9,22,31,11,39,7,32,6,7,25.1,33.0,-8.0,1.2,1.4,2.6,4,1,3,25.0,colbojo01
432,Joe Pavelski,30,SJS,C,82,28,0.45,0.40,0.85,0.34,0.35,3.18,42,36,78,33,104,42,64,14,12,54.8,40.2,14.6,7.3,2.4,9.7,9,2,7,22.2,paveljo01
433,Joe Piskula,30,NSH,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,0,0,1,0,-1,0.6,0.5,0.1,0.0,-0.1,-0.1,0,,,,piskujo01
434,Joe Thornton,35,SJS,C,78,21,0.21,0.63,0.83,0.27,0.38,1.68,18,54,72,25,94,40,63,4,-4,57.0,40.0,17.1,5.0,1.5,6.5,3,0,3,0.0,thornjo01
435,Joe Vitale,29,ARI,C,70,3,0.04,0.09,0.13,0.05,0.51,0.79,3,7,10,4,11,0,48,26,-11,22.8,28.6,-5.8,-0.9,0.6,-0.2,0,,,,vitaljo01
436,Joe Whitney,26,NJD,RW,4,1,0.25,0.00,0.25,0.13,0.00,0.25,1,0,1,1,2,0,3,0,-1,0.9,1.2,-0.3,0.1,0.0,0.1,0,,,,whitnjo01
437,Joel Armia,21,BUF,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.2,0.6,-0.4,0.0,0.0,0.0,0,,,,armiajo01
438,Joel Ward,34,WSH,RW,82,14,0.23,0.18,0.41,0.17,0.37,1.68,21,16,37,16,60,19,54,9,-4,44.7,38.1,6.6,2.1,1.3,3.4,1,1,0,100.0,wardjo02
439,Joey Hishon,23,COL,C,13,1,0.08,0.08,0.15,0.06,0.00,1.46,1,1,2,1,5,3,3,0,-1,3.0,2.7,0.3,0.0,0.1,0.1,0,,,,hishojo01
440,Joffrey Lupul,31,TOR,LW,55,9,0.18,0.20,0.38,0.15,0.47,1.76,11,12,23,9,42,6,47,1,-10,28.8,34.5,-5.8,1.2,0.5,1.7,4,2,2,50.0,lupuljo01
441,Johan Franzén,35,DET,C,33,8,0.21,0.45,0.67,0.24,0.91,2.24,8,16,24,9,28,15,25,0,-12,17.2,18.6,-1.5,1.8,0.1,1.9,1,0,1,0.0,franzjo01
442,Johan Larsson,22,BUF,LW,39,6,0.15,0.26,0.41,0.15,0.31,1.28,7,11,18,7,24,9,16,1,0,18.4,21.4,-3.0,0.9,0.7,1.6,0,,,,larssjo02
443,John Carlson,25,WSH,D,82,18,0.15,0.52,0.67,0.22,0.34,2.35,14,47,61,20,96,21,96,32,11,61.6,54.6,7.0,5.1,4.8,10.0,1,1,0,100.0,carlsjo01
444,John Curry,30,MIN,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,5,0,0,2.2,1.7,0.0,0.0,0.0,-0.2,0,,,,curryjo01
445,John Gibson,21,ANA,G,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,10,58,16,0,40.4,40.2,0.0,0.0,0.0,4.0,0,,,,gibsojo02
446,John Klingberg,22,DAL,D,65,14,0.17,0.45,0.62,0.21,0.49,1.51,12,32,44,15,88,25,60,2,5,54.8,47.5,7.3,4.0,2.7,6.7,2,0,2,0.0,klingjo01
