,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
115,Brandon Sutter,25,PIT,C,80,14,0.26,0.15,0.41,0.18,0.18,2.25,24,13,37,17,45,7,52,18,6,35.7,37.6,-1.9,2.2,1.9,4.1,4,1,3,25.0,suttebr03
116,Brayden McNabb,24,LAK,D,71,7,0.03,0.31,0.34,0.10,0.73,1.04,2,24,26,8,48,8,36,7,11,39.0,29.5,9.4,1.5,3.5,5.0,0,,,,mcnabbr01
117,Brayden Schenn,23,PHI,C,82,17,0.22,0.35,0.57,0.21,0.41,1.90,20,32,52,20,81,44,43,0,-5,45.0,43.7,1.2,3.3,1.3,4.6,3,0,3,0.0,schenbr01
118,Braydon Coburn,29,TOT,D,43,3,0.02,0.23,0.26,0.07,0.58,1.07,1,11,12,4,29,1,47,21,2,27.9,22.9,5.0,0.2,1.9,2.2,0,,,,coburbr01
118,Braydon Coburn,29,PHI,D,39,3,0.03,0.21,0.23,0.07,0.41,1.15,1,9,10,3,26,1,46,20,-1,25.6,20.8,4.9,0.1,1.5,1.6,0,,,,coburbr01
118,Braydon Coburn,29,TBL,D,4,1,0.00,0.50,0.50,0.14,2.25,0.25,0,2,2,1,3,0,1,1,3,2.3,2.1,0.2,0.1,0.4,0.5,0,,,,coburbr01
119,Brendan Gallagher,22,MTL,RW,82,19,0.29,0.28,0.57,0.23,0.38,3.10,27,25,52,22,77,20,39,0,18,55.2,41.4,13.8,4.3,2.3,6.6,4,1,3,25.0,gallabr01
120,Brendan Ranford,22,DAL,LW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0,,,,ranfobr01
121,Brendan Shinnimin,24,ARI,C,12,0,0.00,0.08,0.08,0.02,0.67,0.83,0,1,1,0,1,0,2,0,-1,4.2,3.5,0.7,-0.3,0.1,-0.1,0,,,,shinnbr01
122,Brendan Smith,25,DET,D,76,5,0.05,0.12,0.17,0.06,0.89,1.16,5,10,15,5,42,2,54,11,-2,43.8,42.7,1.1,0.2,2.6,2.9,1,0,1,0.0,smithbr05
123,Brendan Woods,22,CAR,LW,2,0,0.00,0.00,0.00,0.00,0.00,1.50,0,0,0,0,0,0,1,0,-1,0.2,0.1,0.1,0.0,0.0,-0.1,0,,,,woodsbr01
124,Brenden Dillon,24,TOT,D,80,3,0.03,0.10,0.13,0.04,0.96,1.14,2,9,11,4,51,0,82,17,-13,57.1,56.0,1.1,-0.6,2.0,1.4,0,,,,dillobr01
124,Brenden Dillon,24,SJS,D,60,3,0.03,0.12,0.15,0.05,0.90,1.25,2,8,10,3,38,0,60,10,-11,42.6,40.8,1.8,-0.2,1.5,1.3,0,,,,dillobr01
124,Brenden Dillon,24,DAL,D,20,0,0.00,0.05,0.05,0.01,1.15,0.80,0,1,1,0,13,0,22,7,-2,14.5,15.2,-0.8,-0.4,0.5,0.1,0,,,,dillobr01
125,Brenden Morrow,36,TBL,LW,70,3,0.04,0.07,0.11,0.04,0.91,0.40,3,5,8,3,20,1,20,0,-1,22.5,18.7,3.7,-0.6,0.5,-0.1,1,0,1,0.0,morrobr01
126,Brent Burns,29,SJS,D,82,20,0.21,0.52,0.73,0.25,0.79,2.99,19,47,66,23,112,44,99,20,-9,70.1,63.3,6.8,6.1,3.4,9.5,5,2,3,40.0,burnsbr01
127,Brent Seabrook,29,CHI,D,82,10,0.10,0.28,0.38,0.13,0.33,2.21,9,25,34,12,82,23,78,17,-3,71.1,64.3,6.9,2.1,3.9,6.0,0,,,,seabrbr01
128,Brett Bellemore,26,CAR,D,49,3,0.04,0.16,0.20,0.06,0.55,0.53,2,9,11,4,25,0,30,6,1,23.7,28.0,-4.2,0.3,2.6,2.9,0,,,,bellebr01
129,Brett Connolly,22,TOT,RW,55,8,0.22,0.09,0.31,0.14,0.87,1.51,14,5,19,9,31,12,16,0,3,19.3,18.5,0.8,1.4,0.7,2.1,0,,,,connobr01
129,Brett Connolly,22,TBL,RW,50,7,0.24,0.06,0.30,0.15,0.76,1.48,14,3,17,8,29,11,14,0,4,16.1,16.7,-0.6,1.4,0.7,2.1,0,,,,connobr01
129,Brett Connolly,22,BOS,RW,5,1,0.00,0.40,0.40,0.11,2.00,1.80,0,2,2,1,2,1,2,0,-1,3.2,1.8,1.4,0.0,0.0,0.1,0,,,,connobr01
130,Brett Kulak,21,CGY,D,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,1,0,1,0,0,0.7,0.9,-0.2,0.0,0.0,0.0,0,,,,kulakbr01
131,Brett Ritchie,21,DAL,RW,31,4,0.19,0.10,0.29,0.13,0.39,2.52,7,3,10,5,19,6,14,0,-1,16.1,14.6,1.5,0.5,0.3,0.8,0,,,,ritchbr01
132,Brett Sutter,27,MIN,C,6,1,0.00,0.50,0.50,0.14,0.67,1.00,0,3,3,1,3,0,3,1,1,1.3,2.0,-0.7,0.2,0.1,0.3,0,,,,suttebr04
133,Brian Boyle,30,TBL,C,82,10,0.18,0.11,0.29,0.13,0.66,1.71,17,10,27,12,36,1,49,17,3,28.7,27.2,1.5,1.4,1.1,2.5,0,,,,boylebr01
134,Brian Campbell,35,FLA,D,82,8,0.04,0.29,0.33,0.10,0.27,1.44,3,26,29,9,79,19,66,11,4,61.1,52.9,8.1,1.0,4.6,5.6,1,0,1,0.0,campbbr02
135,Brian Dumoulin,23,PIT,D,8,1,0.13,0.00,0.13,0.07,0.25,0.50,1,0,1,1,6,0,6,0,0,4.4,6.4,-2.0,0.1,0.3,0.3,0,,,,dumoubr01
136,Brian Elliott,29,STL,G,46,1,0.00,0.07,0.07,0.02,0.00,0.00,0,3,3,1,120,23,95,20,0,97.3,78.7,0.0,0.0,0.0,7.2,0,,,,elliobr01
137,Brian Ferlin,22,BOS,RW,7,0,0.00,0.14,0.14,0.04,0.00,0.86,0,1,1,0,1,0,1,0,0,1.3,1.4,0.0,-0.1,0.1,0.0,0,,,,ferlibr01
138,Brian Flynn,26,TOT,C,63,6,0.08,0.19,0.27,0.09,0.13,1.30,6,13,19,7,33,4,48,14,-5,21.2,33.9,-12.7,-0.2,1.0,0.8,0,,,,flynnbr01
138,Brian Flynn,26,BUF,C,54,6,0.09,0.22,0.31,0.11,0.15,1.35,6,13,19,7,32,4,45,14,-3,19.7,30.5,-10.8,0.1,1.0,1.1,2,2,0,100.0,flynnbr01
138,Brian Flynn,26,MTL,C,9,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,3,0,-2,1.5,3.4,-1.8,-0.2,0.0,-0.2,0,,,,flynnbr01
139,Brian Gibbons,26,CBJ,C,25,1,0.00,0.20,0.20,0.05,0.32,0.84,0,5,5,1,9,3,8,5,2,8.6,8.4,0.2,-0.4,0.4,0.0,0,,,,gibbobr02
140,Brian Gionta,36,BUF,RW,69,13,0.19,0.32,0.51,0.19,0.26,2.22,15,24,39,15,47,12,61,13,-13,32.3,44.2,-11.9,1.9,1.1,3.0,7,2,5,28.6,giontbr01
141,Brian Lashoff,24,DET,D,11,1,0.00,0.18,0.18,0.05,0.55,0.64,0,2,2,1,6,0,2,0,4,4.5,6.1,-1.6,0.0,0.6,0.7,0,,,,lashobr01
142,Brian McGrattan,33,CGY,RW,8,0,0.00,0.00,0.00,0.00,0.50,1.25,0,0,0,0,0,0,2,0,-2,1.7,2.4,-0.7,-0.1,0.0,-0.2,0,,,,mcgrabr01
143,Brian Strait,27,NYI,D,52,2,0.04,0.10,0.13,0.05,0.62,1.13,2,5,7,2,40,0,56,15,-1,43.4,42.8,0.6,-0.2,1.6,1.4,0,,,,straibr01
144,Brock Nelson,23,NYI,C,82,17,0.24,0.27,0.51,0.21,0.29,2.32,23,24,47,19,75,28,51,9,6,57.5,40.4,17.1,3.5,1.5,4.9,3,0,3,0.0,nelsobr01
145,Brody Sutter,23,CAR,C,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,1.0,1.2,-0.2,-0.1,0.0,-0.1,0,,,,suttebr05
146,Brooks Laich,31,WSH,C,66,7,0.11,0.20,0.30,0.11,0.36,1.61,8,14,22,8,32,1,47,15,-2,32.5,30.0,2.5,0.3,1.0,1.3,1,1,0,100.0,laichbr01
147,Brooks Orpik,34,WSH,D,78,5,0.00,0.24,0.24,0.07,0.85,0.85,0,21,21,6,69,0,94,31,5,56.0,54.9,1.1,0.0,3.9,3.9,1,1,0,100.0,orpikbr01
148,Bryan Allen,34,TOT,D,11,1,0.00,0.18,0.18,0.05,0.55,0.55,0,2,2,1,5,0,9,2,-2,5.1,4.3,0.8,0.0,0.2,0.2,0,,,,allenbr01
148,Bryan Allen,34,ANA,D,6,0,0.00,0.17,0.17,0.05,0.67,0.67,0,1,1,0,4,0,6,2,0,3.3,2.6,0.7,0.0,0.2,0.2,0,,,,allenbr01
148,Bryan Allen,34,MTL,D,5,0,0.00,0.20,0.20,0.05,0.40,0.40,0,1,1,0,1,0,3,0,-2,1.9,1.7,0.2,0.0,0.0,0.0,0,,,,allenbr01
149,Bryan Bickell,28,CHI,LW,80,11,0.18,0.18,0.35,0.14,0.48,1.41,16,15,31,13,40,6,29,0,5,40.5,34.1,6.4,2.0,1.4,3.4,1,0,1,0.0,bickebr01
150,Bryan Lerg,29,SJS,C,2,1,0.50,0.00,0.50,0.27,0.00,4.00,1,0,1,1,1,0,2,0,-1,1.1,1.2,-0.1,0.2,0.0,0.1,0,,,,lergbr01
151,Bryan Little,27,WPG,C,70,21,0.34,0.40,0.74,0.30,0.34,2.11,27,31,58,23,69,23,58,20,8,44.3,37.9,6.4,4.8,1.8,6.6,9,2,7,22.2,littlbr01
152,Bryan Rust,22,PIT,RW,14,1,0.07,0.07,0.14,0.06,0.29,2.43,1,1,2,1,6,1,8,0,-3,6.8,6.8,0.1,-0.1,0.1,-0.1,0,,,,rustbr01
153,Bryce Salvador,38,NJD,D,15,1,0.00,0.13,0.13,0.04,1.33,0.87,0,2,2,1,6,0,24,13,-5,6.1,8.8,-2.8,-0.1,0.3,0.2,0,,,,salvabr01
154,Cal Clutterbuck,27,NYI,RW,76,6,0.09,0.12,0.21,0.08,0.79,1.63,8,10,18,7,28,1,41,14,1,35.6,35.4,0.2,-0.1,0.9,0.8,2,1,1,50.0,cluttca01
155,Calle Järnkrok,23,NSH,C,74,7,0.09,0.15,0.24,0.09,0.24,1.28,8,12,20,8,32,2,42,14,2,34.0,25.1,8.9,0.2,1.1,1.2,0,,,,jarnkca01
156,Calvin de Haan,23,NYI,D,65,4,0.02,0.17,0.18,0.05,0.37,1.42,1,12,13,4,48,2,57,15,3,50.0,45.0,4.9,-0.1,2.4,2.3,0,,,,dehaaca01
157,Calvin Pickard,22,COL,G,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,36,6,35,12,0,26.4,33.1,0.0,0.0,0.0,4.1,0,,,,pickaca01
158,Cam Atkinson,25,CBJ,RW,78,17,0.28,0.23,0.51,0.21,0.28,2.72,25,20,45,19,60,18,49,5,-2,44.7,50.1,-5.4,3.3,1.2,4.5,7,2,5,28.6,atkinca01
159,Cam Fowler,23,ANA,D,80,11,0.09,0.34,0.43,0.14,0.18,1.09,8,29,37,12,86,19,74,11,4,53.4,51.4,2.0,2.5,3.3,5.8,0,,,,fowleca01
160,Cam Talbot,27,NYR,G,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,99,12,77,12,0,75.7,76.9,0.0,0.0,0.0,7.6,0,,,,talboca01
161,Cam Ward,30,CAR,G,51,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,123,34,121,18,0,98.2,97.4,0.0,0.0,0.0,7.4,0,,,,wardca01
162,Cameron Schilling,26,WSH,D,4,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,2,0,1,0,1,1.5,0.8,0.7,-0.1,0.2,0.1,0,,,,schilca01
163,Carey Price,27,MTL,G,66,0,0.00,0.02,0.02,0.00,0.06,0.00,0,1,1,0,176,37,130,33,0,118.4,120.1,0.0,0.0,0.0,16.2,0,,,,priceca01
164,Carl Gunnarsson,28,STL,D,61,4,0.03,0.16,0.20,0.06,0.03,0.89,2,11,13,4,48,2,41,6,10,39.9,36.2,3.6,0.2,3.2,3.4,0,,,,gunnaca01
165,Carl Hagelin,26,NYR,LW,82,14,0.21,0.22,0.43,0.17,0.56,2.26,19,20,39,16,55,1,50,14,18,49.6,47.8,1.8,2.5,1.9,4.4,0,,,,hagelca01
166,Carl Klingberg,24,WPG,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,-1,0.0,0.2,-0.2,0.0,0.0,-0.1,0,,,,klingca01
167,Carl Söderberg,29,BOS,C,82,15,0.16,0.38,0.54,0.19,0.32,1.99,15,34,49,17,70,17,44,1,10,49.9,44.2,5.7,2.6,1.9,4.5,2,0,2,0.0,soderca01
168,Carlo Colaiacovo,32,PHI,D,33,3,0.06,0.18,0.24,0.08,0.30,1.27,2,7,9,3,16,2,14,0,0,18.1,16.1,2.0,0.4,1.1,1.5,0,,,,colaica01
169,Carter Ashton,23,TOR,RW,7,0,0.00,0.00,0.00,0.00,0.00,0.57,0,0,0,0,0,0,3,0,-3,1.1,1.4,-0.3,-0.1,-0.1,-0.2,0,,,,ashtoca01
170,Carter Hutton,29,NSH,G,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,40,13,44,10,0,31.2,28.1,0.0,0.0,0.0,2.0,0,,,,huttoca01
171,Casey Bailey,23,TOR,C,6,1,0.17,0.00,0.17,0.09,0.33,1.50,1,0,1,1,2,0,1,0,1,2.5,1.5,0.9,0.1,0.1,0.2,0,,,,baileca01
172,Casey Cizikas,23,NYI,C,70,7,0.13,0.13,0.26,0.10,0.34,1.29,10,10,20,8,27,1,39,12,-2,31.1,33.2,-2.1,0.6,0.7,1.3,0,,,,cizikca01
173,Cédric Paquette,21,TBL,C,64,8,0.19,0.11,0.30,0.13,0.80,1.42,14,8,22,10,24,0,33,13,4,25.5,23.5,2.0,1.1,0.9,2.0,0,,,,paquece01
174,Chad Johnson,28,NYI,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,50,8,54,13,0,39.6,35.4,0.0,0.0,0.0,1.4,0,,,,johnsch02
175,Chad Ruhwedel,24,BUF,D,4,0,0.00,0.25,0.25,0.07,0.00,1.00,0,1,1,0,3,0,0,0,3,1.6,1.2,0.4,0.1,0.4,0.4,0,,,,ruhwech01
176,Charlie Coyle,22,MIN,C,82,13,0.13,0.29,0.43,0.15,0.48,1.46,12,26,38,14,62,8,42,1,13,44.2,35.4,8.8,1.9,1.9,3.8,2,1,1,50.0,coylech01
177,Chris Brown,23,WSH,C,5,1,0.20,0.00,0.20,0.11,0.40,0.80,1,0,1,1,1,0,0,0,1,0.6,1.3,-0.7,0.1,0.1,0.2,0,,,,brownch01
178,Chris Butler,28,STL,D,33,3,0.09,0.18,0.27,0.10,0.70,1.64,3,7,10,4,35,0,28,1,8,20.8,19.4,1.4,0.6,1.9,2.5,0,,,,butlech01
179,Chris Conner,31,WSH,RW,2,0,0.00,0.00,0.00,0.00,2.00,1.50,0,0,0,0,1,0,0,0,1,0.8,0.5,0.3,0.0,0.1,0.0,0,,,,connech01
180,Chris Driedger,20,OTT,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.7,0.9,0.0,0.0,0.0,0.2,0,,,,driedch01
181,Chris Higgins,31,VAN,LW,77,13,0.16,0.31,0.47,0.17,0.21,2.22,14,26,40,15,53,6,53,14,8,40.4,42.0,-1.6,2.0,1.6,3.7,5,3,2,60.0,higgich01
182,Chris Kelly,34,BOS,C,80,9,0.09,0.26,0.35,0.12,0.60,1.40,8,23,31,11,40,0,48,14,6,36.9,34.8,2.2,0.6,1.6,2.1,1,0,1,0.0,kellych01
183,Chris Kreider,23,NYR,LW,80,18,0.26,0.31,0.58,0.23,1.10,2.25,24,27,51,20,69,13,32,0,24,51.8,46.2,5.5,4.2,2.2,6.4,0,,,,kreidch01
184,Chris Kunitz,35,PIT,LW,74,15,0.23,0.31,0.54,0.20,0.76,2.30,19,25,44,17,84,35,46,0,2,50.6,41.5,9.0,2.7,1.7,4.3,2,0,2,0.0,kunitch01
185,Chris Mueller,28,NYR,C,7,1,0.14,0.14,0.29,0.12,0.00,1.43,1,1,2,1,6,3,4,0,-1,3.7,2.1,1.7,0.1,0.0,0.2,0,,,,muellch01
186,Chris Neil,35,OTT,RW,38,3,0.11,0.08,0.18,0.08,2.05,0.61,5,3,8,4,13,1,7,0,5,11.5,13.6,-2.2,0.2,0.6,0.8,0,,,,neilch01
187,Chris Phillips,36,OTT,D,36,1,0.00,0.08,0.08,0.02,0.33,0.81,0,3,3,1,23,1,28,6,0,19.8,28.0,-8.2,-0.6,1.4,0.8,0,,,,phillch02
188,Chris Porter,30,STL,LW,24,1,0.04,0.04,0.08,0.03,0.25,1.00,1,1,2,1,3,0,6,0,-3,5.4,6.7,-1.4,-0.3,0.1,-0.2,0,,,,portech01
189,Chris Stewart,27,TOT,RW,81,13,0.17,0.27,0.44,0.17,1.09,1.91,15,24,39,15,52,15,64,1,-26,34.5,51.2,-16.7,2.0,0.5,2.6,0,,,,stewach02
189,Chris Stewart,27,BUF,RW,61,10,0.18,0.23,0.41,0.16,1.03,1.90,12,15,27,11,34,11,54,1,-30,25.0,43.7,-18.8,1.3,0.0,1.3,1,0,1,0.0,stewach02
189,Chris Stewart,27,MIN,RW,20,4,0.15,0.40,0.55,0.19,1.25,1.95,3,9,12,4,18,4,10,0,4,9.5,7.5,2.0,0.7,0.5,1.3,1,0,1,0.0,stewach02
190,Chris Summers,26,TOT,D,20,1,0.00,0.15,0.15,0.04,0.40,0.75,0,3,3,1,4,0,23,7,-12,6.6,11.3,-4.8,0.0,-0.3,-0.4,0,,,,summech01
190,Chris Summers,26,ARI,D,17,1,0.00,0.18,0.18,0.05,0.47,0.76,0,3,3,1,2,0,21,7,-12,5.6,9.5,-3.9,0.0,-0.4,-0.4,0,,,,summech01
190,Chris Summers,26,NYR,D,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,2,0,2,0,0,1.0,1.9,-0.9,-0.1,0.1,0.0,0,,,,summech01
191,Chris Tanev,25,VAN,D,70,6,0.03,0.26,0.29,0.08,0.17,0.76,2,20,22,7,61,7,67,20,8,47.8,42.7,5.2,0.6,3.7,4.3,0,,,,tanevch01
192,Chris Terry,25,CAR,LW,57,8,0.19,0.16,0.35,0.14,0.25,1.25,12,10,22,9,28,6,26,0,-4,24.0,22.6,1.4,1.4,1.0,2.4,7,3,4,42.9,terrych01
193,Chris Thorburn,31,WPG,RW,81,6,0.09,0.09,0.17,0.07,0.94,0.83,8,8,16,7,21,0,26,0,-5,22.1,23.1,-1.1,0.6,0.5,1.0,0,,,,thorbch01
194,Chris Tierney,20,SJS,C,43,7,0.14,0.35,0.49,0.17,0.14,1.12,7,16,23,8,28,5,20,0,3,24.6,23.7,0.9,1.5,0.7,2.3,0,,,,tiernch01
195,Chris VandeVelde,27,PHI,C,72,6,0.13,0.08,0.21,0.09,0.39,0.97,10,7,17,7,24,0,40,10,-6,23.9,26.0,-2.1,0.3,0.7,0.9,0,,,,vandech01
196,Chris Wagner,23,ANA,RW,9,0,0.00,0.00,0.00,0.00,0.22,0.78,0,0,0,0,1,0,3,0,-2,1.3,2.1,-0.8,-0.2,0.0,-0.2,0,,,,wagnech01
197,Christian Ehrhoff,32,PIT,D,49,5,0.06,0.22,0.29,0.09,0.53,2.24,3,12,15,5,47,6,37,3,8,34.5,33.5,0.9,0.6,3.1,3.7,0,,,,ehrhoch01
198,Christian Folin,23,MIN,D,40,3,0.05,0.20,0.25,0.08,0.33,0.98,2,9,11,4,27,1,26,3,3,20.4,21.0,-0.6,0.6,1.6,2.2,0,,,,folinch01
199,Christian Thomas,22,MTL,LW,18,1,0.06,0.00,0.06,0.03,0.39,1.44,1,0,1,1,1,0,3,0,-2,5.0,3.3,1.7,-0.2,0.1,-0.1,0,,,,thomach01
200,Clarke MacArthur,29,OTT,LW,62,14,0.26,0.32,0.58,0.23,0.58,2.26,18,22,40,16,57,20,47,2,-6,32.8,36.9,-4.1,3.0,0.7,3.8,1,0,1,0.0,macarcl01
201,Claude Giroux,27,PHI,C,81,26,0.31,0.59,0.90,0.32,0.44,3.44,28,53,81,30,104,50,68,10,-3,60.2,47.5,12.7,6.2,1.7,7.9,12,1,11,8.3,giroucl01
202,Clayton Stoner,29,ANA,D,69,2,0.01,0.10,0.12,0.04,0.99,0.99,1,8,9,3,38,0,56,15,-2,43.1,37.0,6.1,-0.5,2.0,1.4,0,,,,stonecl01
203,Cody Ceci,21,OTT,D,81,7,0.06,0.20,0.26,0.09,0.07,1.60,6,17,23,8,55,5,71,17,-4,50.9,51.1,-0.3,1.0,2.6,3.6,0,,,,cecico01
204,Cody Eakin,23,DAL,C,78,16,0.24,0.27,0.51,0.20,0.33,1.82,21,23,44,18,66,8,78,18,-1,42.3,44.9,-2.6,2.9,1.1,4.0,0,,,,eakinco01
205,Cody Franson,27,TOT,D,78,12,0.09,0.37,0.46,0.15,0.36,1.63,8,31,39,13,83,25,76,10,-7,51.2,47.3,3.9,3.0,2.7,5.7,0,,,,fransco01
205,Cody Franson,27,TOR,D,55,10,0.11,0.47,0.58,0.19,0.47,1.67,7,28,35,11,71,22,65,9,-7,39.7,38.9,0.8,2.9,2.0,4.9,0,,,,fransco01
205,Cody Franson,27,NSH,D,23,1,0.04,0.13,0.17,0.06,0.09,1.52,1,3,4,1,12,3,11,1,0,11.6,8.4,3.2,0.1,0.7,0.8,0,,,,fransco01
206,Cody Goloubef,25,CBJ,D,36,2,0.00,0.25,0.25,0.07,0.53,0.64,0,10,10,3,25,0,16,3,12,22.2,20.1,2.2,0.3,2.1,2.4,0,,,,golouco01
207,Cody Hodgson,24,BUF,C,78,5,0.08,0.09,0.17,0.06,0.15,1.63,7,8,15,6,21,3,46,0,-28,24.1,41.9,-17.9,-0.7,0.1,-0.6,2,1,1,50.0,hodgsco01
208,Cody McCormick,31,BUF,C,33,1,0.03,0.09,0.12,0.04,1.21,0.94,1,3,4,1,6,0,23,8,-9,6.7,15.1,-8.4,-0.5,0.1,-0.4,0,,,,mccorco01
209,Cody McLeod,30,COL,LW,82,5,0.09,0.06,0.15,0.06,2.33,1.15,8,5,13,6,28,1,34,5,-2,23.1,33.8,-10.7,-0.4,1.0,0.5,0,,,,mcleoco01
210,Colby Robak,24,TOT,D,12,0,0.00,0.08,0.08,0.02,0.17,0.67,0,1,1,0,7,0,6,1,2,5.2,5.5,-0.2,-0.1,0.5,0.4,0,,,,robakco01
210,Colby Robak,24,FLA,D,7,0,0.00,0.00,0.00,0.00,0.29,0.86,0,0,0,0,2,0,3,0,-1,3.2,2.0,1.2,-0.1,0.1,0.0,0,,,,robakco01
210,Colby Robak,24,ANA,D,5,0,0.00,0.20,0.20,0.05,0.00,0.40,0,1,1,0,5,0,3,1,3,2.0,3.4,-1.4,0.0,0.4,0.4,0,,,,robakco01
211,Colin Fraser,30,STL,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.3,0.6,-0.3,0.0,0.0,-0.1,0,,,,fraseco01
212,Colin Greening,28,OTT,LW,26,1,0.04,0.00,0.04,0.02,1.12,1.50,1,0,1,1,4,0,8,0,-5,8.8,9.0,-0.2,-0.5,0.0,-0.5,1,0,1,0.0,greenco01
213,Colin McDonald,30,NYI,RW,18,3,0.11,0.33,0.44,0.15,0.00,1.61,2,7,9,3,9,0,12,0,-3,11.1,11.1,0.0,0.6,0.0,0.7,0,,,,mcdonco01
214,Colin Smith,21,COL,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.3,-0.2,0.0,0.0,0.0,0,,,,smithco01
215,Colin Wilson,25,NSH,C,77,17,0.26,0.29,0.55,0.22,0.29,2.23,23,24,47,19,68,16,35,2,19,48.9,33.0,15.9,3.6,2.1,5.7,0,,,,wilsoco01
216,Colton Orr,32,TOR,RW,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,orrco01
217,Colton Sceviour,25,DAL,C,71,9,0.13,0.24,0.37,0.13,0.18,1.59,10,19,29,11,45,9,39,4,1,36.5,28.9,7.6,1.4,0.8,2.3,3,2,1,66.7,scevico01
218,Connor Murphy,21,ARI,D,73,3,0.05,0.04,0.10,0.04,0.58,0.99,5,3,8,4,29,0,72,18,-27,33.9,46.1,-12.2,-0.3,1.0,0.6,0,,,,murphco02
219,Conor Allen,25,NYR,D,4,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,1,0,2,0,-1,2.0,1.4,0.6,-0.1,0.0,-0.1,0,,,,allenco01
220,Corban Knight,24,CGY,C,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.0,0.0,0.0,1,0,1,0.0,knighco01
221,Corey Crawford,30,CHI,G,57,0,0.00,0.02,0.02,0.00,0.14,0.00,0,1,1,0,147,34,126,25,0,123.1,116.3,0.0,0.0,0.0,11.9,0,,,,crawfco01
222,Corey Perry,29,ANA,RW,67,24,0.49,0.33,0.82,0.36,1.00,2.88,37,24,61,27,79,14,54,2,13,48.6,37.5,11.2,6.7,1.7,8.4,9,3,6,33.3,perryco01
223,Corey Potter,31,CGY,D,6,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,1,0,2,0,-1,2.0,1.2,0.8,-0.1,0.0,0.0,0,,,,potteco01
224,Corey Tropp,25,CBJ,RW,61,2,0.02,0.11,0.13,0.04,1.25,0.36,1,8,9,3,11,0,25,1,-14,13.8,22.6,-8.8,-0.5,-0.1,-0.6,0,,,,troppco01
225,Cory Conacher,25,NYI,C,15,1,0.07,0.13,0.20,0.07,0.93,1.53,1,2,3,1,8,0,11,0,-3,9.7,8.7,1.0,-0.1,0.1,-0.1,0,,,,conacco01
226,Cory Schneider,28,NJD,G,69,1,0.00,0.03,0.03,0.01,0.00,0.00,0,2,2,1,132,34,147,36,0,109.7,129.5,0.0,0.0,0.0,14.5,0,,,,schneco01
227,Craig Adams,37,PIT,RW,70,2,0.01,0.09,0.10,0.03,0.63,0.73,1,7,8,2,13,0,28,15,-1,14.6,18.0,-3.4,-1.0,0.8,-0.3,0,,,,adamscr01
228,Craig Anderson,33,OTT,G,35,0,0.00,0.00,0.00,0.00,0.11,0.00,0,0,0,0,91,18,87,21,0,63.0,67.6,0.0,0.0,0.0,8.0,0,,,,andercr01
229,Craig Cunningham,24,TOT,RW,51,3,0.06,0.08,0.14,0.05,0.08,1.06,3,4,7,3,10,0,24,7,-7,14.7,18.7,-4.1,-0.4,0.3,0.0,0,,,,cunnicr01
229,Craig Cunningham,24,BOS,RW,32,1,0.06,0.03,0.09,0.04,0.06,0.97,2,1,3,1,6,0,12,2,-4,7.6,8.8,-1.2,-0.3,0.2,-0.2,0,,,,cunnicr01
229,Craig Cunningham,24,ARI,RW,19,1,0.05,0.16,0.21,0.07,0.11,1.21,1,3,4,1,4,0,12,5,-3,7.0,9.9,-2.9,0.0,0.2,0.1,0,,,,cunnicr01
